Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-91.58395105,-118.9258073
100.6931669,-93.17095915,-138.2666777
101.3911386,-90.98631226,-155.820549
102.0939484,-92.13776581,107.2642056
102.8016298,-88.67577797,-140.1217816
103.5142167,-97.46956523,-100.4502719
104.2317429,-93.86453363,-136.3574726
104.9542429,-92.00460508,-142.3119446
105.6817509,-91.56345904,129.1322451
106.4143018,-94.1270478,123.7978151
107.1519305,-87.22056573,-168.4652589
107.8946722,-86.55778081,-145.5784276
108.6425624,-91.45886201,179.3355024
109.3956366,-86.96362225,-145.2794204
110.153931,-92.79348944,157.4949964
110.9174815,-94.89061563,-169.9348363
111.6863248,-86.22224196,-150.6800891
112.4604974,-86.07412521,-137.4530863
113.2400363,-83.56767426,179.9877092
114.0249788,-85.93724746,-64.55205791
114.8153621,-93.38477825,-89.69092675
115.6112242,-84.70043695,-167.085603
116.4126029,-84.50378175,-160.3228618
117.2195366,-92.70937918,-166.2814544
118.0320636,-86.82759276,-167.614209
118.8502227,-84.5745629,-108.2830129
119.6740531,-89.23711011,135.8502818
120.503594,-86.88611203,-173.1364026
121.338885,-104.1122106,121.576576
122.179966,-87.67823721,-118.4919885
123.0268771,-86.31254611,179.2551144
123.8796587,-89.05764598,-160.9701864
124.7383514,-87.81554577,-153.8798873
125.6029964,-81.60562637,165.7243912
126.4736347,-90.70933466,162.8066409
127.3503081,-88.41336026,151.5938618
128.2330583,-85.38771688,168.7266138
129.1219274,-84.75113893,-179.923546
130.0169578,-97.47985288,141.5747184
130.9181923,-86.32266477,169.6315554
131.8256739,-94.24486273,-172.6398777
132.7394458,-87.98352079,143.8269246
133.6595517,-97.90890083,-132.5096472
134.5860354,-86.44235464,-155.7326975
135.5189412,-91.36814969,169.2477615
136.4583137,-87.36135494,-119.8655276
137.4041975,-85.94771252,-147.5148692
138.3566379,-92.83709573,-119.9988792
139.3156803,-87.43345451,-121.3756022
140.2813705,-84.45628041,167.0783893
141.2537545,-87.37920674,-150.2272694
142.2328787,-88.22392975,-166.3306075
143.2187899,-85.67910531,158.8235498
144.2115352,-85.62833642,121.1145146
145.2111618,-83.66669436,-140.7764715
146.2177174,-81.49783462,-176.2963135
147.2312502,-88.55446381,-141.5289356
148.2518085,-83.29769364,-147.3324765
149.279441,-86.28465757,-171.4898073
150.3141966,-87.40539634,159.698999
151.3561248,-83.80188242,-160.0243512
152.4052754,-83.69021279,166.4447519
153.4616983,-83.87422503,162.9331204
154.525444,-84.27160486,168.1240703
155.5965632,-82.47619218,-176.7190259
156.675107,-86.21365619,164.898578
157.761127,-82.32825562,-172.4833899
158.8546749,-86.18134964,-178.723565
159.9558029,-82.0001995,178.4854354
161.0645635,-82.58764541,-159.5339079
162.1810097,-85.55395118,-167.7301835
163.3051948,-82.65551429,178.0023342
164.4371723,-83.41623811,-177.7774523
165.5769963,-81.76502159,-178.2095988
166.7247213,-85.35598798,-155.6594422
167.8804018,-81.02413223,178.6303439
169.0440932,-90.67458784,-135.033261
170.2158508,-81.45806476,167.7106252
171.3957308,-84.92795774,-151.2792503
172.5837892,-81.16786645,-169.024425
173.7800829,-80.46680541,-161.3424365
174.9846689,-83.6190767,-161.3503892
176.1976046,-82.95700794,-152.2757794
177.4189481,-83.47246516,-148.3395115
178.6487575,-91.93151027,154.228649
179.8870915,-80.39322618,-158.0687647
181.1340093,-84.26712177,-171.2599843
182.3895702,-80.68714513,164.7685798
183.6538343,-80.07682716,-174.0950669
184.9268619,-81.03374603,-178.9762452
186.2087137,-80.31493287,167.768235
187.4994508,-81.51440208,169.0691337
188.7991349,-82.12103672,-147.4467386
190.107828,-81.60085051,-173.3819252
191.4255925,-79.38773214,-172.2865131
192.7524913,-84.74575198,-155.1558746
194.0885878,-81.88826837,-166.3506267
195.4339456,-83.85150771,179.9334827
196.788629,-80.70354493,-167.1637663
198.1527026,-79.20458015,-169.3340082
199.5262315,-80.12963437,-164.0767854
200.9092813,-81.35189474,-153.7308549
202.3019179,-86.14051964,145.2903421
203.7042078,-80.69267796,-174.6944961
205.1162179,-81.15220593,177.076384
206.5380156,-79.7116915,177.1918225
207.9696687,-82.07907781,-167.9617917
209.4112456,-80.00035498,-175.0013819
210.862815,-84.72951895,-148.8989237
212.3244462,-79.28977741,-159.9828479
213.796209,-79.38200154,-149.0504014
215.2781735,-81.08366788,-165.0609686
216.7704105,-83.66022591,-177.7343148
218.2729912,-80.82566108,176.2303381
219.7859873,-79.21527443,-178.3262369
221.309471,-81.02653077,-169.6566295
222.8435149,-80.19337036,-176.0715416
224.3881924,-82.32415224,179.8392923
225.943577,-77.58524362,-170.0051037
227.5097431,-78.75961803,-156.2916057
229.0867653,-79.31332948,-169.8525507
230.6747189,-75.2528618,172.4289522
232.2736796,-79.01574126,-176.5207329
233.8837239,-79.28089673,-167.747438
235.5049284,-79.23826884,176.9139139
237.1373706,-78.96703046,174.8405002
238.7811283,-77.80044426,-177.5856042
240.43628,-76.00702689,-177.89474
