Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-85.27751763,-10.22198645
100.6931669,-85.75364607,-4.996973358
101.3911386,-90.47558927,9.375045238
102.0939484,-86.39150835,-24.30474704
102.8016298,-81.64102898,13.09448224
103.5142167,-84.90309761,-6.617488119
104.2317429,-87.22109234,27.67446438
104.9542429,-83.38578236,3.922944261
105.6817509,-89.57280689,23.97221101
106.4143018,-88.73124385,25.2987426
107.1519305,-85.10889542,11.43240903
107.8946722,-82.71857562,38.77782875
108.6425624,-85.31566673,4.212766633
109.3956366,-87.39931732,32.81370673
110.153931,-85.99983674,-17.54190536
110.9174815,-85.16273674,8.892767635
111.6863248,-84.37975133,19.98007624
112.4604974,-84.61583092,32.39496157
113.2400363,-83.85528169,6.373404801
114.0249788,-81.90774457,25.20305356
114.8153621,-84.65520268,21.49573957
115.6112242,-82.89594276,11.39998466
116.4126029,-81.61946359,-2.88748135
117.2195366,-81.81673739,3.567488084
118.0320636,-84.73811955,-13.33861342
118.8502227,-85.02909073,10.38336908
119.6740531,-83.7093481,-21.85552045
120.503594,-83.94885702,24.70904902
121.338885,-85.76564472,-1.349144304
122.179966,-86.35587834,5.084398877
123.0268771,-82.38963948,6.278371819
123.8796587,-82.25010679,-22.22634978
124.7383514,-82.26569621,14.16695469
125.6029964,-86.83069459,-9.675789274
126.4736347,-80.70911531,7.117822043
127.3503081,-86.67098464,2.952656716
128.2330583,-83.03210783,10.33004786
129.1219274,-82.60878468,20.60004866
130.0169578,-83.83964068,-5.586702162
130.9181923,-88.77513349,-23.36812342
131.8256739,-80.82197739,-6.553625846
132.7394458,-80.11365763,-10.47270184
133.6595517,-81.84752108,38.12184446
134.5860354,-79.82160483,3.995520446
135.5189412,-79.41008061,10.29130712
136.4583137,-84.76847073,-4.95064699
137.4041975,-82.73226831,3.06045715
138.3566379,-81.72926118,-24.23231762
139.3156803,-81.55391124,-2.123446824
140.2813705,-78.89151087,-1.801598047
141.2537545,-81.65687728,7.166594088
142.2328787,-83.22487669,34.0413043
143.2187899,-79.45668401,-1.073503194
144.2115352,-81.27032013,15.882629
145.2111618,-87.63583702,-14.97512684
146.2177174,-79.95322785,7.872607967
147.2312502,-82.3668144,-9.407705697
148.2518085,-82.45595549,48.01559109
149.279441,-82.04946831,6.359642625
150.3141966,-82.35121203,10.87728674
151.3561248,-80.60106006,13.14545395
152.4052754,-82.29820351,-16.66845154
153.4616983,-79.14602577,7.704581297
154.525444,-77.99401362,-2.541739314
155.5965632,-79.08837514,6.696452022
156.675107,-79.00970798,8.486055123
157.761127,-80.1311933,-11.05656232
158.8546749,-80.84518515,11.57315248
159.9558029,-79.20758791,-2.189468839
161.0645635,-80.41114874,-0.520801315
162.1810097,-80.23840863,-16.35959705
163.3051948,-82.77748397,11.1234072
164.4371723,-76.22903361,-10.47824004
165.5769963,-79.19760942,15.62464628
166.7247213,-80.07502488,1.62253724
167.8804018,-79.3877382,16.1272384
169.0440932,-77.90567329,16.11519
170.2158508,-79.68784906,4.636321265
171.3957308,-80.2462704,26.41337019
172.5837892,-77.19251203,11.55083754
173.7800829,-78.39033769,4.798991774
174.9846689,-78.96414287,2.713508062
176.1976046,-76.2042589,13.99058607
177.4189481,-76.77043226,2.472910729
178.6487575,-76.14254805,5.13530651
179.8870915,-78.50544463,16.20130314
181.1340093,-77.45411742,3.620010051
182.3895702,-79.13764352,5.051768361
183.6538343,-78.57269658,15.03474956
184.9268619,-79.87200872,20.83747784
186.2087137,-79.1533632,12.580357
187.4994508,-76.66260108,4.875529639
188.7991349,-76.73771208,-0.016134131
190.107828,-75.88296708,-7.879784787
191.4255925,-77.82967681,-6.923722049
192.7524913,-76.31419512,3.482844048
194.0885878,-75.7422202,-1.925267948
195.4339456,-80.08163608,-0.144953585
196.788629,-75.60594466,2.990152687
198.1527026,-77.18841633,-0.635329711
199.5262315,-76.67500084,4.248329995
200.9092813,-78.58276185,9.25911387
202.3019179,-75.97681378,-1.463090391
203.7042078,-77.18055004,16.93046472
205.1162179,-75.91658849,0.531754696
206.5380156,-76.16311394,11.88173972
207.9696687,-76.87686586,-9.627844624
209.4112456,-75.22052515,11.00977008
210.862815,-76.24908144,0.035535562
212.3244462,-75.05878394,15.47002777
213.796209,-74.19609232,-3.396273548
215.2781735,-75.33245206,5.507168864
216.7704105,-76.0969226,-5.53025774
218.2729912,-73.98102738,-8.834348112
219.7859873,-74.55664856,-0.426183116
221.309471,-73.6918426,-0.94124387
222.8435149,-76.88194363,8.709316434
224.3881924,-75.73907459,-2.582318891
225.943577,-73.42764113,1.465877258
227.5097431,-74.97990396,-3.908446308
229.0867653,-74.77015307,-2.656551107
230.6747189,-75.00286894,9.146553769
232.2736796,-74.65788461,11.67693006
233.8837239,-75.80062077,12.20793197
235.5049284,-73.92220841,13.97878684
237.1373706,-74.03650905,6.860078279
238.7811283,-74.08396781,7.076713568
240.43628,-73.3271113,2.322267946
242.1029047,-72.37606631,2.712562078
243.7810818,-72.2365127,-8.228505429
245.4708916,-73.07430661,0.281951191
247.1724145,-72.86531335,8.524789101
248.8857318,-73.75213619,6.446454472
250.6109253,-74.05887793,6.818460696
252.3480772,-73.34309471,0.71980541
254.0972706,-72.56142454,2.013325388
255.8585887,-73.12713786,-7.393988596
257.6321157,-72.8180775,-6.370235896
259.4179362,-73.69312181,0.174010317
261.2161354,-71.80557482,-2.506101953
263.0267992,-72.49215774,-2.576048662
264.8500139,-72.50542586,2.121436712
266.6858665,-72.20724621,0.587922647
268.5344446,-72.29949921,4.130473549
270.3958364,-72.46239006,-1.954305218
272.2701308,-72.62160711,5.242991487
274.1574172,-71.70517752,7.02055926
276.0577856,-72.27334747,2.635138901
277.9713268,-71.29303765,-3.58452168
