Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
11748.97555,3.339074675,-165.940688
11830.41556,3.56238578,-169.251847
11912.42008,3.778518142,-172.7048076
11994.99303,3.987026768,-176.3158137
12078.13835,4.184963342,179.923485
12161.86001,4.365365529,176.002298
12246.16199,4.527902192,171.9381702
12331.04833,4.666197127,167.7421541
12416.52308,4.780176024,163.4158072
12502.5903,4.862190538,158.9990181
12589.25412,4.913696193,154.5195459
12676.51866,4.92817969,149.9936314
12764.38809,4.908459413,145.4714495
12852.8666,4.85163991,140.969334
12941.95841,4.758969082,136.5184
13031.66778,4.632459598,132.1611696
13121.99899,4.474420316,127.9012293
13212.95634,4.286185565,123.7601169
13304.54418,4.070951577,119.7533464
13396.76687,3.831736003,115.8857565
13489.62883,3.571487763,112.1885873
13583.13447,3.291724776,108.6346641
13677.28826,2.997151605,105.2322038
