Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,-2.527153224,179.5979716
101.3911386,-2.527352034,179.596991
102.8016298,-2.527311887,179.5910997
104.2317429,-2.526829888,179.5839652
105.6817509,-2.526910506,179.5821657
107.1519305,-2.527033136,179.5686031
108.6425624,-2.526911918,179.5643836
110.153931,-2.52688655,179.5601926
111.6863248,-2.527006766,179.5531669
113.2400363,-2.526716913,179.5451539
114.8153621,-2.527472366,179.5423875
116.4126029,-2.527053408,179.53238
118.0320636,-2.527164027,179.5290733
119.6740531,-2.52667292,179.5235029
121.338885,-2.526761921,179.514041
123.0268771,-2.527069551,179.5065934
124.7383514,-2.526882103,179.4980699
126.4736347,-2.527199133,179.4921188
128.2330583,-2.526637461,179.4889112
130.0169578,-2.527016153,179.4795494
131.8256739,-2.526773819,179.4783581
133.6595517,-2.526946221,179.464804
135.5189412,-2.526358743,179.4575432
137.4041975,-2.526928897,179.4489807
139.3156803,-2.526948054,179.441799
141.2537545,-2.526751403,179.4346363
143.2187899,-2.52648542,179.4294797
145.2111618,-2.526339206,179.4196178
147.2312502,-2.526673805,179.4107857
149.279441,-2.525902353,179.4017541
151.3561248,-2.526414032,179.3955946
153.4616983,-2.527132987,179.3877589
155.5965632,-2.526654168,179.3750887
157.761127,-2.525613643,179.3700595
159.9558029,-2.52592858,179.3609236
162.1810097,-2.525035165,179.3561603
164.4371723,-2.526368665,179.3426013
166.7247213,-2.525837644,179.3353151
169.0440932,-2.526624088,179.3232461
171.3957308,-2.526588008,179.3144768
173.7800829,-2.525931527,179.3078319
176.1976046,-2.525687482,179.2967771
178.6487575,-2.525754274,179.2844506
181.1340093,-2.526352503,179.2780991
183.6538343,-2.52598034,179.2688773
186.2087137,-2.525364389,179.2547658
188.7991349,-2.525722557,179.2445213
191.4255925,-2.525361766,179.2349967
194.0885878,-2.525811488,179.226397
196.788629,-2.52583312,179.2146833
199.5262315,-2.524845767,179.205995
202.3019179,-2.525095166,179.1906236
205.1162179,-2.524867874,179.1829219
207.9696687,-2.525134169,179.170002
210.862815,-2.525139526,179.1550654
213.796209,-2.525340238,179.1517996
216.7704105,-2.524980873,179.1347468
219.7859873,-2.524796309,179.1195975
222.8435149,-2.524880195,179.1080851
225.943577,-2.524589784,179.0994137
229.0867653,-2.524438075,179.0864163
232.2736796,-2.524265338,179.0721823
235.5049284,-2.524571091,179.0623652
238.7811283,-2.52424543,179.0519084
242.1029047,-2.523970829,179.0345459
245.4708916,-2.523824181,179.0199545
248.8857318,-2.524071528,179.0113378
252.3480772,-2.523736548,178.9959812
255.8585887,-2.523923231,178.9787834
259.4179362,-2.523136157,178.9625301
263.0267992,-2.523178096,178.9525684
266.6858665,-2.522934826,178.9391271
270.3958364,-2.523407397,178.9174135
274.1574172,-2.522884016,178.9057289
277.9713268,-2.522946269,178.8913775
281.8382931,-2.522805995,178.875194
285.7590543,-2.522469361,178.858156
289.7343588,-2.522657726,178.8419429
293.7649652,-2.522273728,178.8287266
297.8516429,-2.522427936,178.8110964
301.995172,-2.521876166,178.794557
306.1963434,-2.521965889,178.781792
310.4559588,-2.5214959,178.7624801
314.7748314,-2.521089185,178.7448287
319.1537855,-2.521457902,178.7260365
323.5936569,-2.521421289,178.7068598
328.0952931,-2.520215522,178.6908909
332.6595533,-2.52052782,178.6745775
337.2873087,-2.52030613,178.6530193
341.9794425,-2.519338223,178.6323703
346.7368505,-2.519860009,178.6166969
351.5604405,-2.519385893,178.5977517
356.4511334,-2.519684027,178.577896
361.4098626,-2.519569116,178.5601326
366.4375746,-2.51811859,178.5396818
371.5352291,-2.518509416,178.5150193
376.703799,-2.518338958,178.4982525
381.9442708,-2.517794135,178.4826216
387.2576449,-2.518437267,178.4540827
392.6449354,-2.517372938,178.4384314
398.1071706,-2.516439228,178.407823
403.645393,-2.516942881,178.388726
409.2606597,-2.516457962,178.3694964
414.9540426,-2.515689784,178.3486682
420.7266284,-2.515501668,178.3250235
426.5795188,-2.51543905,178.2965117
432.513831,-2.51540375,178.2749198
438.5306978,-2.514497891,178.2504313
444.6312675,-2.514745156,178.2217239
450.8167045,-2.514530639,178.1985403
457.0881896,-2.51350764,178.1751006
463.4469197,-2.51414784,178.1490667
469.8941086,-2.513039572,178.1254263
476.4309868,-2.512660232,178.1016179
483.058802,-2.512590688,178.071309
489.7788194,-2.511970478,178.0405975
496.5923215,-2.511767669,178.0168237
503.5006088,-2.510460676,177.9820295
510.505,-2.510494844,177.9644109
517.606832,-2.509135195,177.9310381
524.8074602,-2.50953429,177.9070206
532.1082593,-2.509412335,177.8787736
539.5106225,-2.508492746,177.8438232
547.0159629,-2.507392828,177.813045
554.625713,-2.507166605,177.788876
562.3413252,-2.506427802,177.7531171
570.1642723,-2.505750579,177.7180441
578.0960474,-2.505567806,177.6900761
586.1381645,-2.504552155,177.6547681
594.2921586,-2.503924536,177.6237973
602.5595861,-2.502859383,177.5908781
610.9420249,-2.50251563,177.5601948
619.4410751,-2.501509042,177.5199643
628.0583588,-2.500796143,177.4880925
636.7955209,-2.500295739,177.4588932
645.654229,-2.498593947,177.4183227
654.6361741,-2.49886381,177.3847218
663.7430704,-2.497740543,177.3490836
672.9766563,-2.496145857,177.3131516
682.3386941,-2.49594572,177.2759296
691.8309709,-2.495533647,177.2357508
701.4552984,-2.492933956,177.1917448
711.2135137,-2.492885005,177.1527678
721.1074792,-2.492761252,177.1147049
731.1390835,-2.491596059,177.0796575
741.3102413,-2.490593018,177.0293544
751.622894,-2.489052044,176.9979579
762.07901,-2.487563227,176.9490332
772.6805851,-2.48683087,176.9098286
783.4296428,-2.484928788,176.8607894
794.3282347,-2.483951764,176.8211428
805.3784412,-2.4824118,176.7752647
816.5823714,-2.481315092,176.728428
827.9421637,-2.480203049,176.6833525
839.4599865,-2.480050763,176.6354346
851.1380382,-2.477925931,176.5936495
862.9785478,-2.475067113,176.5450437
874.9837752,-2.474049562,176.4882111
887.156012,-2.472895394,176.4385019
899.4975815,-2.471521371,176.3906702
912.0108394,-2.470578055,176.3392814
924.6981739,-2.469336571,176.2873677
937.5620069,-2.46615503,176.2338769
950.6047937,-2.465065244,176.1933276
963.8290236,-2.462914029,176.1262531
977.237221,-2.460790502,176.0731307
990.8319449,-2.460184129,176.0220272
1004.61579,-2.4579683,175.9657708
1018.591388,-2.455079109,175.9111727
1032.761406,-2.454575978,175.8509366
1047.128548,-2.451810378,175.7874366
1061.695557,-2.450220513,175.7362141
1076.465214,-2.447159324,175.6630175
1091.440336,-2.444988288,175.6111249
1106.623784,-2.443512342,175.5516898
1122.018454,-2.438482195,175.4769301
1137.627286,-2.437691457,175.4143447
1153.453258,-2.435837164,175.3518955
1169.499391,-2.432477582,175.2832668
1185.768748,-2.429382431,175.2270798
1202.264435,-2.427396857,175.1510041
1218.989599,-2.424731115,175.07466
1235.947433,-2.422176845,175.012833
1253.141175,-2.419713785,174.9266631
1270.574105,-2.415208591,174.8689617
1288.249552,-2.411726963,174.7906754
1306.170888,-2.409226704,174.7128064
1324.341535,-2.405699922,174.6440359
1342.764961,-2.401084359,174.5697072
1361.444682,-2.398316836,174.4966272
1380.384265,-2.395246459,174.4094381
1399.587323,-2.390154219,174.3335826
1419.057522,-2.387044972,174.243972
1438.798578,-2.384159994,174.1681576
1458.81426,-2.378900363,174.0835049
1479.108388,-2.37271196,173.9989833
1499.684836,-2.370618528,173.907942
1520.54753,-2.364642004,173.8157025
1541.700453,-2.360822149,173.7261943
1563.147643,-2.357120036,173.6424911
1584.893192,-2.351480554,173.5478714
1606.941253,-2.347134578,173.4523277
1629.296033,-2.343050939,173.3503358
1651.961798,-2.336714201,173.258641
1674.942876,-2.332562442,173.1637366
1698.243652,-2.325937647,173.065711
1721.868575,-2.320089041,172.9605146
1745.822153,-2.314175303,172.855412
1770.108958,-2.308735944,172.7530726
1794.733627,-2.302087125,172.6440167
1819.700859,-2.295104502,172.5361628
1845.015419,-2.288714823,172.417705
1870.68214,-2.282658028,172.3112288
1896.705921,-2.275257774,172.186835
1923.091729,-2.268892446,172.0895071
1949.8446,-2.261072717,171.9635056
1976.96964,-2.253572985,171.8439375
2004.472027,-2.244929627,171.7206415
2032.357011,-2.236300073,171.5901613
2060.629913,-2.229995173,171.4691643
2089.296131,-2.220316432,171.3407079
2118.361135,-2.211815028,171.2180682
2147.830474,-2.203266811,171.0739427
2177.709772,-2.194276841,170.9483605
2208.004733,-2.185482057,170.8121272
2238.721139,-2.175508283,170.6686903
2269.864852,-2.165069241,170.5305305
2301.441817,-2.154860593,170.3843636
