Frequency (Hz),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
100,16.69458958,176.9951834
101.3911386,16.69549253,176.9496965
102.8016298,16.69607187,176.9069902
104.2317429,16.69681251,176.862306
105.6817509,16.69723359,176.8175047
107.1519305,16.69798229,176.7726768
108.6425624,16.69891656,176.7231126
110.153931,16.6992179,176.6774681
111.6863248,16.69961075,176.6247791
113.2400363,16.70015603,176.5795914
114.8153621,16.70066073,176.5275562
116.4126029,16.70155494,176.4786285
118.0320636,16.7023471,176.426747
119.6740531,16.70351931,176.3757655
121.338885,16.70422859,176.3239608
123.0268771,16.7049675,176.2692895
124.7383514,16.7058458,176.214809
126.4736347,16.70625487,176.1626254
128.2330583,16.70685789,176.105695
130.0169578,16.70763475,176.0513036
131.8256739,16.70793433,175.9905547
133.6595517,16.70891184,175.9340003
135.5189412,16.70925534,175.8810801
137.4041975,16.71008806,175.8151658
139.3156803,16.71096162,175.7597305
141.2537545,16.71086049,175.6939295
143.2187899,16.71131334,175.6360872
145.2111618,16.71219403,175.5694841
147.2312502,16.7123468,175.5055202
149.279441,16.71317447,175.43596
151.3561248,16.71353352,175.3746644
153.4616983,16.71402458,175.3084275
155.5965632,16.71549065,175.2422686
157.761127,16.71615618,175.1754709
159.9558029,16.71667333,175.0975554
162.1810097,16.71692435,175.0321482
164.4371723,16.71822013,174.9599224
166.7247213,16.71960468,174.8869531
169.0440932,16.72020041,174.815077
171.3957308,16.72070781,174.7355062
173.7800829,16.72182363,174.6608048
176.1976046,16.7225756,174.5834002
178.6487575,16.72350123,174.5037058
181.1340093,16.72409139,174.42509
183.6538343,16.7247621,174.3480902
186.2087137,16.72523426,174.2670967
188.7991349,16.72555269,174.1819479
191.4255925,16.72626015,174.0979328
194.0885878,16.72726278,174.0137926
196.788629,16.72814211,173.9275334
199.5262315,16.72967015,173.8398596
202.3019179,16.73053236,173.7503246
205.1162179,16.73159633,173.6628671
207.9696687,16.72958517,173.5737236
210.862815,16.73312402,173.4751321
213.796209,16.73395572,173.3907159
216.7704105,16.73574612,173.2928266
219.7859873,16.73446156,173.1957739
222.8435149,16.73750555,173.1034523
225.943577,16.73787097,173.0102861
229.0867653,16.73930049,172.9074539
232.2736796,16.7408345,172.8054507
235.5049284,16.74111818,172.7099533
238.7811283,16.74262985,172.6024089
242.1029047,16.7432911,172.5028361
245.4708916,16.74519267,172.3899789
248.8857318,16.74568447,172.2854615
