Freq.	V(n015)
1.00000000000000e+002	(-1.47551510208700e+002dB,-8.13677769816580e+001°)
1.02329299228075e+002	(-1.46559208171254e+002dB,-8.17367302078400e+001°)
1.04712854805090e+002	(-1.45566421968178e+002dB,-8.21021087353254e+001°)
1.07151930523761e+002	(-1.44573164418357e+002dB,-8.24640570861573e+001°)
1.09647819614318e+002	(-1.43579447411629e+002dB,-8.28227224419000e+001°)
1.12201845430196e+002	(-1.42585282299315e+002dB,-8.31782526177023e+001°)
1.14815362149688e+002	(-1.41590679438645e+002dB,-8.35307963898472e+001°)
1.17489755493953e+002	(-1.40595648461934e+002dB,-8.38805038888263e+001°)
1.20226443461741e+002	(-1.39600198242402e+002dB,-8.42275258829132e+001°)
1.23026877081238e+002	(-1.38604336991260e+002dB,-8.45720148235839e+001°)
1.25892541179417e+002	(-1.37608072077958e+002dB,-8.49141238330068e+001°)
1.28824955169313e+002	(-1.36611410079311e+002dB,-8.52540060771785e+001°)
1.31825673855641e+002	(-1.35614356974436e+002dB,-8.55918168729163e+001°)
1.34896288259165e+002	(-1.34616917894567e+002dB,-8.59277116602808e+001°)
1.38038426460288e+002	(-1.33619097211207e+002dB,-8.62618467419491e+001°)
1.41253754462275e+002	(-1.32620898693140e+002dB,-8.65943794314098e+001°)
1.44543977074593e+002	(-1.31622325238526e+002dB,-8.69254679486571e+001°)
1.47910838816821e+002	(-1.30623379111387e+002dB,-8.72552709467379e+001°)
1.51356124843621e+002	(-1.29624061764475e+002dB,-8.75839484721380e+001°)
1.54881661891248e+002	(-1.28624373977175e+002dB,-8.79116610487296e+001°)
1.58489319246111e+002	(-1.27624315738190e+002dB,-8.82385704537799e+001°)
1.62181009735893e+002	(-1.26623886314380e+002dB,-8.85648391721630e+001°)
1.65958690743756e+002	(-1.25623084200713e+002dB,-8.88906307402527e+001°)
1.69824365246174e+002	(-1.24621907153059e+002dB,-8.92161098137304e+001°)
1.73780082874937e+002	(-1.23620352151492e+002dB,-8.95414420983870e+001°)
1.77827941003892e+002	(-1.22618415369403e+002dB,-8.98667945668024e+001°)
1.81970085860998e+002	(-1.21616092204125e+002dB,-9.01923352857736e+001°)
1.86208713666287e+002	(-1.20613377241065e+002dB,-9.05182337027335e+001°)
1.90546071796324e+002	(-1.19610264262312e+002dB,-9.08446607419810e+001°)
