#Digilent WaveForms Oscilloscope Acquisition
#Device Name: Discovery2
#Serial Number: SN:210321A35FCC
#Date Time: 2017-12-01 18:16:51.486
#Trigger:Source: Channel 1Type: EdgeCondition: RisingLevel: 0 VHyst.: AutoHoldOff: 0 s
#Channel 1: Range: 500 mV/div Offset: 0 V
#Channel 2: Range: 500 mV/div Offset: 0 V

Time (s),Channel 1 (V),Channel 2 (V)
-0.025599771535282902,-1.0045258960301111,0.96090576559735696
-0.025593521535282899,-1.0045258960301111,0.96023800675544868
-0.0255872715352829,-1.0045258960301111,0.96023800675544868
-0.0255810215352829,-1.0045258960301111,0.96023800675544868
-0.025574771535282901,-1.0045258960301111,0.96090576559735696
-0.025568521535282902,-1.0045258960301111,0.96023800675544868
-0.025562271535282899,-1.0041947578386106,0.95990412733449459
-0.0255560215352829,-1.0041947578386106,0.95990412733449459
-0.0255497715352829,-1.0041947578386106,0.96057188617640288
-0.025543521535282901,-1.0041947578386106,0.96057188617640288
-0.025537271535282902,-1.00386361964711,0.95990412733449459
-0.025531021535282899,-1.0041947578386108,0.96023800675544901
-0.0255247715352829,-1.0045258960301111,0.96090576559735696
-0.0255185215352829,-1.0041947578386106,0.96057188617640288
-0.025512271535282901,-1.0041947578386106,0.96057188617640288
-0.025506021535282902,-1.0045258960301111,0.96023800675544868
-0.025499771535282899,-1.0041947578386103,0.96057188617640277
-0.025493521535282899,-1.00386361964711,0.96023800675544868
-0.0254872715352829,-1.0041947578386106,0.96023800675544868
-0.025481021535282901,-1.0045258960301111,0.96057188617640288
-0.025474771535282902,-1.0041947578386106,0.96090576559735696
-0.025468521535282899,-1.0038636196471102,0.96023800675544868
-0.025462271535282899,-1.0041947578386106,0.96023800675544868
-0.0254560215352829,-1.0041947578386106,0.96023800675544868
-0.025449771535282901,-1.0041947578386106,0.96090576559735696
-0.025443521535282902,-1.00386361964711,0.96023800675544868
-0.025437271535282899,-1.0041947578386103,0.96090576559735685
-0.025431021535282899,-1.00386361964711,0.96057188617640288
-0.0254247715352829,-1.0041947578386106,0.95990412733449459
-0.025418521535282901,-1.00386361964711,0.96057188617640288
-0.025412271535282902,-1.0041947578386106,0.96057188617640288
-0.025406021535282899,-1.00386361964711,0.96057188617640277
-0.025399771535282899,-1.00386361964711,0.96023800675544868
-0.0253935215352829,-1.0041947578386106,0.96090576559735696
-0.025387271535282901,-1.0041947578386106,0.96057188617640288
-0.025381021535282901,-1.00386361964711,0.96023800675544868
-0.025374771535282902,-1.0041947578386103,0.96023800675544868
-0.025368521535282899,-1.0048570342216117,0.96090576559735696
-0.0253622715352829,-1.0041947578386106,0.96090576559735696
-0.025356021535282901,-1.0041947578386106,0.96023800675544868
-0.025349771535282901,-1.0041947578386106,0.96023800675544868
-0.025343521535282902,-1.0038636196471102,0.96023800675544868
-0.025337271535282899,-1.0045258960301111,0.96090576559735696
-0.0253310215352829,-1.0041947578386106,0.96023800675544868
-0.025324771535282901,-1.0048570342216117,0.96057188617640288
-0.025318521535282901,-1.0045258960301111,0.96057188617640288
-0.025312271535282902,-1.0045258960301111,0.96057188617640288
-0.025306021535282899,-1.0041947578386106,0.96023800675544868
-0.0252997715352829,-1.0041947578386106,0.95990412733449459
-0.025293521535282901,-1.0041947578386106,0.96057188617640288
-0.025287271535282901,-1.0041947578386106,0.95923636849258631
-0.025281021535282902,-1.0041947578386106,0.96090576559735619
-0.025274771535282899,-1.0045258960301111,0.96023800675544868
-0.0252685215352829,-1.00386361964711,0.96023800675544868
-0.025262271535282901,-1.0041947578386106,0.96023800675544868
-0.025256021535282901,-1.0045258960301111,0.96057188617640288
-0.025249771535282902,-1.0041947578386108,0.96057188617640288
-0.025243521535282899,-1.0045258960301111,0.96057188617640288
-0.0252372715352829,-1.0041947578386106,0.96023800675544868
-0.025231021535282901,-1.0045258960301111,0.96090576559735696
-0.025224771535282901,-1.0041947578386106,0.96057188617640288
