Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB)
10000.000000000002,-0.0037028916786299741,-26.052898967816695
10137.013067226206,-0.006653105727847543,-24.194894819086905
10275.903392511476,0.0029295442419057676,-22.325524393627099
10416.696696744284,0.0079163291598088464,-20.492009578468689
10559.419053222882,-0.01644631267111997,-18.646223430146303
10704.096892483769,-0.0042080479167053084,-16.702940018090352
10850.757007196331,0.0078701370663725422,-14.794334544123691
10999.426557124549,-0.011117934973677537,-12.805842096828952
11150.13307415664,-0.0052764137667303352,-10.761881726086131
11302.904467403692,0.0012668978011455667,-8.6437172987743782
11457.76902836806,-0.0063989999806914576,-6.5231152108465649
11614.75543618267,-0.0011818396259366251,-4.2974701917153455
11773.892762922029,-0.0086558812323170951,-2.0448509204957683
11935.210478986057,-0.0029032538251276743,0.25926639785180439
12098.738458557669,0.0022293939845268039,2.6013259807582605
12264.506985135129,0.0037425606009332014,4.9708458585199242
12432.546757140186,-0.0083021659135839847,7.3224627657972565
12602.888893603073,-0.010226760853862836,9.5477176309741552
12775.564939925425,-0.0051979826327457077,11.509891097554855
12950.606873722098,-0.0023264173017636764,13.126719870676769
13128.047110743039,-0.0048313434280504546,14.324106641054064
13307.918510876332,-0.0097361178718204256,15.141422275401265
13490.254384233484,-0.014126371944637818,15.659227032747795
13675.088497318031,-0.011124343177143368,15.953928483985155
13862.455079278754,-0.01102366169152626,16.075723731963521
14052.388828248499,0.0060887415515365265,16.073142328926259
14244.924917769853,-0.0095243440129010575,16.003206949646763
14440.099003308906,-0.013367390748231962,15.855936769889636
14637.947228858238,-0.0030662211302937854,15.664777245122314
14838.506233630353,0.0023890452633974621,15.439141508418853
15041.813158842835,0.0065195314311289982,15.199005163656672
15247.905654596481,-0.0090878006184329958,14.963158586139286
15456.82188684768,-0.014522870277816553,14.689155814468418
15668.600544476281,-0.002742557685263363,14.428808224037152
15883.280846450361,-0.0011666213570575262,14.160213622879423
16100.902549089098,0.00039790569524136783,13.903790829401473
16321.505953425181,0.0011210473510191246,13.642369067994908
16545.131912668126,-0.0017286883331959504,13.39009261219034
16771.821839769796,-0.0083503523095599316,13.144058683581388
17001.617715093624,0.0032967006239068737,12.899760998424025
17234.562094188852,0.001886621398954355,12.662213318914892
17470.698115671374,0.0065762520307850389,12.425286828463605
17710.069509212492,-0.0025136688162004043,12.204567784940252
17952.720603637124,0.0069914655765210883,11.987523262787228
18198.696335133063,-0.00082056622157040038,11.781694787054986
18448.042255572534,0.016212939597347185,11.563751681777832
18700.804540947993,0.0023416675933745721,11.370992211716171
18957.029999923285,-0.0075472310133762842,11.179526492668749
19216.766082502141,-0.0056331496801349185,10.990827696357606
19480.060888815347,-0.013301984912873765,10.804318733669094
19746.96317802832,0.0024903998349531829,10.610041328287391
20017.522377370766,-0.0068290500400907655,10.428818156366834
20291.788591290035,0.00041343251207916123,10.244455030566543
20569.812610729852,3.2433056135266104e-06,10.080527908961523
20851.645922536292,0.0047579984307694265,9.8988187241763033
21137.340718992426,0.001787363293079963,9.7333392885595931
21426.949907483864,-0.011462154206947931,9.5724866739388013
21720.527120296512,0.0050521136492493197,9.4015993406528491
22018.126724548678,0.0073590604503953961,9.2283191916029921
22319.803832259247,0.0014861468381884937,9.0586352449589285
22625.614310553734,0.0064044323424654881,8.9077215714556974
22935.614792010332,-0.0025570979839924617,8.7523379279574733
23249.862685147527,0.00053230816063298218,8.594159946138463
23568.416185055528,-0.0015427747847873532,8.4470182510810794
23891.334284173339,0.00091170981571830456,8.2864753282811741
24218.676783213439,0.0082493003410027081,8.1424148257311515
24550.504302236248,0.0003971101788082603,7.9914590641518011
24886.878291876186,0.0019087432876045683,7.838580678447796
25227.861044721692,-0.0022702846431573937,7.6895503260543201
25573.515706851067,0.013815982934377725,7.5413847153534537
25923.906289526371,0.0043273017613469416,7.4088181335628835
26279.097681047631,-0.0011062773760737393,7.2797262622273262
26639.155658769356,-0.010961499830282419,7.1395244506300948
27004.146901281765,0.0067773682558161137,7.0031864752736182
27374.139000758929,0.0088033424659168559,6.8595583055240112
27749.200475475955,-0.01158790697510192,6.7464396142283869
28129.400782497924,0.0084510613050977675,6.6005102137267526
28514.810330542434,0.0060863038787107478,6.4684531326843917
28905.500493018517,0.0065782654210485509,6.3454296266289827
29301.543621244226,0.0044864515233910543,6.2223554379999699
29703.013057845114,0.009241472433421551,6.1021594169230067
30109.983150336637,0.0048590363463771316,5.9886952644965952
30522.529264892324,-0.018145697998887125,5.8576662004217885
30940.727800300752,0.013858739714769842,5.7456829161885565
31364.656202113776,0.013200848737748424,5.6194798958563723
31794.392976988456,-0.0022638191358417452,5.5142623690018464
32230.017707225696,-0.010558098859073087,5.3986168371949264
32671.61106550787,0.012707286066871175,5.2817425262570801
33119.254829838537,0.01310128893362676,5.1864063039520456
33573.031898686771,0.0077698730530686077,5.0587754073001925
34033.026306338979,0.010364878672938185,4.9670521390543758
34499.323238461126,0.0018984545753430574,4.8710476240574661
34972.009047874089,0.010580071560520392,4.756274543997268
35451.171270545259,0.005562555316583841,4.6558053360373366
35936.89864179914,0.0021179639716321611,4.5580362869986217
36429.281112750126,-0.00015746007367821609,4.4751376785389843
36928.409866960465,0.0036477010532280007,4.3718925503460406
37434.377337326318,0.0051737902060137106,4.2721965416823835
37947.277223195328,0.022383850138505895,4.158123343496773
38467.204507718619,0.0098378776896731572,4.0795032694929425
38994.255475440608,0.030634218676758682,3.9906985810811477
39528.527730129827,0.013348830396500437,3.9061793019596864
40070.120212853937,0.028234380938881688,3.8144354781196288
40619.133220302494,-0.00014519926113101022,3.7333776727586603
41175.668423360832,0.016893364110945251,3.6412979014388398
41739.828885938179,0.046183000538555646,3.5516140588557259
42311.719084054101,-0.014033113307880053,3.4913088295678834
42891.444925186064,-0.0036659315071449023,3.3927301622544181
43479.113767882402,0.008571739309616409,3.3141982232029523
44074.834441643849,0.026156204244201391,3.2597839016093189
44678.717267077503,0.041239143435835082,3.1724043532753976
45290.874076326952,0.033283229876913914,3.1011848752954707
45911.418233782271,0.034658286053187062,3.0201795952834227
46540.464657073804,0.0037806497006361663,2.9644877912567305
47178.129838353641,0.05093939444618481,2.8963991107170473
47824.531865868499,0.020265117084966859,2.8159604249461356
48479.790445828476,0.028768162926259316,2.7568378094493582
49144.026924575119,0.027164469092709805,2.6912073003530983
49817.364311053425,0.042043443390253871,2.6502128088477628
50499.927299591676,0.011854837260218892,2.5714931842745918
51191.842292993373,0.018713818635392773,2.5056734426736975
51893.23742594567,0.03987095921428388,2.4162450004164424
52604.242588748304,0.030623206140164554,2.3793938388767097
53324.989451367852,0.0093852091091166275,2.334365581436419
54055.611487821523,0.018730963751934483,2.265324228038069
54796.244000894956,0.023798118674615201,2.2133019671131309
55547.024147198725,0.038602759799425575,2.1682094385613286
56308.090962568283,0.027968740613853821,2.1208437745793831
57079.585387811618,0.028054749461607145,2.0573280895813006
57861.650294810002,0.021815291466554511,2.0185492229500248
58654.430512976171,0.035038036852883328,1.9580454109407641
59458.072856075058,0.018248905956891884,1.9041478655890456
60272.726149412018,0.024641978561263038,1.8666947611919209
61098.541257393605,0.025604625417143576,1.8330309787332355
61935.67111146581,0.040182104327270145,1.7598088927767006
62784.27073843532,0.02422614908352165,1.7258818017561894
63644.497289178624,0.027639518994505799,1.6764931604267883
64516.510067744617,0.028934565459948353,1.6420087735832269
65400.470560855792,0.05444922885979768,1.5920099682335502
66296.542467813764,0.032471745711272003,1.567198483976876
67204.891730814488,0.039892583206164865,1.5121933692285752
68125.686565678829,0.036981529178396644,1.4706394433264038
69059.097493004272,0.013222586343763843,1.4489950819656292
70005.297369743246,0.031392346654842015,1.4034141400367948
70964.461421214321,0.040729911969377808,1.3609159259778849
71936.767273551915,0.036323426687414617,1.3302416078307742
