Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB)
10000.000000000002,-0.0037397051558237483,-5.3352851549292959
10137.013067226206,-0.0082563894640199607,-4.3489366097092583
10275.903392511476,0.0028362393132346925,-3.3407720598155328
10416.696696744284,-0.0028178087212940221,-2.2991937284325563
10559.419053222882,-0.0039656049043185135,-1.2328807718985713
10704.096892483769,-0.0088972996519517851,-0.13209600157793175
10850.757007196331,0.0022494434662226844,0.99898718960111166
10999.426557124549,-0.0069907330399584817,2.1957570019163306
11150.13307415664,-0.01991401346154803,3.4137010265366201
11302.904467403692,-0.0082618385035849243,4.6841913532838007
11457.76902836806,0.0061731084880633814,6.0152112036654568
11614.75543618267,0.0015508204648346214,7.3833554134323451
11773.892762922029,-0.010140654092423162,8.8306225930005926
11935.210478986057,-0.011201136937968998,10.326536901160708
12098.738458557669,-0.0060352967938118417,11.872537908626917
12264.506985135129,-0.011761657143535085,13.449374330837111
12432.546757140186,-0.0069026655923378451,14.982722748750723
12602.888893603073,-0.034590819254626946,16.415896509154667
12775.564939925425,-0.015747564586790563,17.596850656544841
12950.606873722098,-0.017654410296408098,18.431797341073541
13128.047110743039,-0.017443263082358471,18.870423175952698
13307.918510876332,-0.018082586716171262,18.951504531626089
13490.254384233484,-0.017377567065286967,18.743452689735157
13675.088497318031,-0.017301432071402126,18.341017949410393
13862.455079278754,-0.00060891663506978152,17.781842951157948
14052.388828248499,-0.0055371318454736397,17.13597176172895
14244.924917769853,-0.010990893126347222,16.431201186335695
14440.099003308906,-0.0070962664335535216,15.681228102582415
14637.947228858238,-0.0032478429601895159,14.912929132395439
14838.506233630353,-0.0078486655935422773,14.141713752573121
15041.813158842835,-0.0025551371915329248,13.362938465137564
15247.905654596481,0.0024103318190840089,12.599571980090669
15456.82188684768,-0.013808101903311725,11.84631331903471
15668.600544476281,-0.0029462309762272433,11.131934969860458
15883.280846450361,0.0014164774797251487,10.417796166481674
16100.902549089098,-0.0064202822816039487,9.743111686253215
