Freq.	V(vin_6)
Step Information: Run=1  (Run: 1/20)
1.25892541179417e+002	(-1.36512162627915e+002dB,1.08859662906387e+002°)
1.28824955169313e+002	(-1.35531486979344e+002dB,1.08232253333453e+002°)
1.31825673855641e+002	(-1.34549784830799e+002dB,1.07611912151585e+002°)
1.34896288259165e+002	(-1.33567083208057e+002dB,1.06998459902362e+002°)
1.38038426460288e+002	(-1.32583408074539e+002dB,1.06391711514026e+002°)
1.41253754462275e+002	(-1.31598784003362e+002dB,1.05791477876053e+002°)
1.44543977074593e+002	(-1.30613234437946e+002dB,1.05197565347336e+002°)
1.47910838816821e+002	(-1.29626781515130e+002dB,1.04609776327564e+002°)
1.51356124843621e+002	(-1.28639446177883e+002dB,1.04027909354766e+002°)
1.54881661891248e+002	(-1.27651247996546e+002dB,1.03451759498282e+002°)
1.58489319246111e+002	(-1.26662205349723e+002dB,1.02881118245250e+002°)
1.62181009735893e+002	(-1.25672335337593e+002dB,1.02315773750375e+002°)
1.65958690743756e+002	(-1.24681653748609e+002dB,1.01755511342767e+002°)
1.69824365246174e+002	(-1.23690175110523e+002dB,1.01200113332942e+002°)
1.73780082874937e+002	(-1.22697912659668e+002dB,1.00649359079633e+002°)
1.77827941003892e+002	(-1.21704878334601e+002dB,1.00103025364032e+002°)
1.81970085860998e+002	(-1.20711082777375e+002dB,9.95608865056873e+001°)
1.86208713666287e+002	(-1.19716535318438e+002dB,9.90227141719558e+001°)
1.90546071796324e+002	(-1.18721243975508e+002dB,9.84882776352030e+001°)
1.94984459975804e+002	(-1.17725215443756e+002dB,9.79573439950557e+001°)
1.99526231496888e+002	(-1.16728455089967e+002dB,9.74296777646637e+001°)
2.04173794466953e+002	(-1.15730966940938e+002dB,9.69050414147015e+001°)
2.08929613085404e+002	(-1.14732753653014e+002dB,9.63831950509280e+001°)
2.13796208950223e+002	(-1.13733816538925e+002dB,9.58638964966085e+001°)
2.18776162394955e+002	(-1.12734155492674e+002dB,9.53469014067997e+001°)
2.23872113856834e+002	(-1.11733769037085e+002dB,9.48319629723017e+001°)
2.29086765276777e+002	(-1.10732654241823e+002dB,9.43188322076543e+001°)
2.34422881531992e+002	(-1.09730806758634e+002dB,9.38072576600786e+001°)
2.39883291901949e+002	(-1.08728220743948e+002dB,9.32969853881654e+001°)
2.45470891568503e+002	(-1.07724888873339e+002dB,9.27877589490051e+001°)
2.51188643150958e+002	(-1.06720802284596e+002dB,9.22793191892274e+001°)
2.57039578276886e+002	(-1.05715950554188e+002dB,9.17714042492774e+001°)
2.63026799189538e+002	(-1.04710321660508e+002dB,9.12637493560571e+001°)
2.69153480392691e+002	(-1.03703901949486e+002dB,9.07560866542879e+001°)
2.75422870333816e+002	(-1.02696676076341e+002dB,9.02481451227961e+001°)
2.81838293126445e+002	(-1.01688626975989e+002dB,8.97396503671875e+001°)
2.88403150312660e+002	(-1.00679735800891e+002dB,8.92303243688806e+001°)
2.95120922666638e+002	(-9.96699818693076e+001dB,8.87198853566468e+001°)
3.01995172040201e+002	(-9.86593426074778e+001dB,8.82080474978175e+001°)
