f,mag,pha
1.48251808514598e+002,-5.82298086503787e-001,-9.52059741425751e-001
1.48422588006460e+002,-5.82298062152570e-001,-9.53156942143744e-001
1.48593564228704e+002,-5.82298037745081e-001,-9.54255408415592e-001
1.48764737407953e+002,-5.82298013281219e-001,-9.55355141704805e-001
1.48936107771095e+002,-5.82297988760908e-001,-9.56456143476586e-001
1.49107675545275e+002,-5.82297964183916e-001,-9.57558415197843e-001
1.49279440957903e+002,-5.82297939550210e-001,-9.58661958337198e-001
1.49451404236649e+002,-5.82297914859584e-001,-9.59766774364969e-001
1.49623565609446e+002,-5.82297890111939e-001,-9.60872864753189e-001
1.49795925304491e+002,-5.82297865307153e-001,-9.61980230975644e-001
1.49968483550241e+002,-5.82297840445054e-001,-9.63088874507784e-001
1.50141240575417e+002,-5.82297815525527e-001,-9.64198796826815e-001
1.50314196609005e+002,-5.82297790548494e-001,-9.65309999411646e-001
1.50487351880255e+002,-5.82297765513739e-001,-9.66422483742961e-001
1.50660706618677e+002,-5.82297740421137e-001,-9.67536251303048e-001
1.50834261054051e+002,-5.82297715270629e-001,-9.68651303576066e-001
1.51008015416418e+002,-5.82297690062009e-001,-9.69767642047812e-001
1.51181969936085e+002,-5.82297664795198e-001,-9.70885268205875e-001
1.51356124843624e+002,-5.82297639469975e-001,-9.72004183539487e-001
1.51530480369873e+002,-5.82297614086331e-001,-9.73124389539740e-001
1.51705036745937e+002,-5.82297588643990e-001,-9.74245887699322e-001
1.51879794203185e+002,-5.82297563142889e-001,-9.75368679512839e-001
1.52054752973253e+002,-5.82297537582926e-001,-9.76492766476445e-001
1.52229913288045e+002,-5.82297511963919e-001,-9.77618150088207e-001
1.52405275379732e+002,-5.82297486285748e-001,-9.78744831847801e-001
1.52580839480752e+002,-5.82297460548249e-001,-9.79872813256742e-001
1.52756605823811e+002,-5.82297434751320e-001,-9.81002095818291e-001
1.52932574641881e+002,-5.82297408894803e-001,-9.82132681037401e-001
1.53108746168206e+002,-5.82297382978533e-001,-9.83264570420823e-001
1.53285120636297e+002,-5.82297357002415e-001,-9.84397765477060e-001
1.53461698279933e+002,-5.82297330966317e-001,-9.85532267716412e-001
1.53638479333163e+002,-5.82297304870087e-001,-9.86668078650878e-001
1.53815464030307e+002,-5.82297278713563e-001,-9.87805199794222e-001
1.53992652605953e+002,-5.82297252496611e-001,-9.88943632662014e-001
1.54170045294959e+002,-5.82297226219134e-001,-9.90083378771568e-001
1.54347642332457e+002,-5.82297199880912e-001,-9.91224439641981e-001
1.54525443953845e+002,-5.82297173481907e-001,-9.92366816794117e-001
1.54703450394796e+002,-5.82297147021916e-001,-9.93510511750588e-001
1.54881661891252e+002,-5.82297120500780e-001,-9.94655526035817e-001
1.55060078679428e+002,-5.82297093918404e-001,-9.95801861176011e-001
1.55238700995812e+002,-5.82297067274614e-001,-9.96949518699112e-001
1.55417529077162e+002,-5.82297040569263e-001,-9.98098500134856e-001
1.55596563160511e+002,-5.82297013802266e-001,-9.99248807014834e-001
1.55775803483164e+002,-5.82296986973420e-001,-1.00040044087234e+000
1.55955250282699e+002,-5.82296960082616e-001,-1.00155340324247e+000
1.56134903796969e+002,-5.82296933129673e-001,-1.00270769566213e+000
1.56314764264099e+002,-5.82296906114491e-001,-1.00386331967001e+000
1.56494831922491e+002,-5.82296879036892e-001,-1.00502027680665e+000
1.56675107010819e+002,-5.82296851896736e-001,-1.00617856861427e+000
1.56855589768033e+002,-5.82296824693892e-001,-1.00733819663699e+000
1.57036280433359e+002,-5.82296797428218e-001,-1.00849916242068e+000
1.57217179246298e+002,-5.82296770099552e-001,-1.00966146751303e+000
1.57398286446626e+002,-5.82296742707757e-001,-1.01082511346360e+000
1.57579602274396e+002,-5.82296715252716e-001,-1.01199010182362e+000
1.57761126969939e+002,-5.82296687734225e-001,-1.01315643414622e+000
1.57942860773859e+002,-5.82296660152180e-001,-1.01432411198636e+000
