f,v1,v2
7000,-0.0050135998793093411,-0.87941188318059349
7004.3389562684388,-0.0041946951975137467,-0.87993819913302485
7008.6806020428057,-0.0043298501020309884,-0.8816675047591187
7013.0249389901956,-0.0046752099551387464,-0.88390120578764897
7017.3719687787325,-0.0044751260487642898,-0.88478190881743868
7021.7216930775749,-0.0042927817139122946,-0.88656818101885726
7026.0741135569206,-0.0045349912182315721,-0.88850002615554002
7030.4292318879961,-0.0045547078226034583,-0.89058663838183705
7034.7870497430713,-0.0049304906641980482,-0.89165397267843904
7039.1475687954462,-0.0044924197901474398,-0.89280306511956387
7043.5107907194597,-0.0038920934122986832,-0.8942841239079995
7047.8767171904901,-0.0043182469864113315,-0.89584696414768472
7052.2453498849536,-0.0040830063036284437,-0.89691047153517234
7056.6166904803031,-0.0044285994343648289,-0.89925559686536538
7060.9907406550365,-0.0038651267904154865,-0.90016746425663641
7065.3675020886885,-0.0039371461229060888,-0.90197321724313884
7069.7469764618336,-0.004318793133373737,-0.90344399441493761
7074.1291654560891,-0.0044351824917822176,-0.90568441220461315
7078.5140707541195,-0.0047814902568831252,-0.90717193536922203
7082.901694039625,-0.0038693937116454098,-0.90809784656373249
7087.2920369973526,-0.0040903943057138395,-0.91019657221103323
7091.6851013130936,-0.0051555294239962997,-0.91249965903728791
7096.080888673685,-0.0050441786083260404,-0.9140850188962607
7100.4794007670089,-0.0053799496323678501,-0.91578631352399609
7104.8806392819924,-0.005204977288491096,-0.91719419939621172
7109.2846059086087,-0.0056414273538424632,-0.92008947337380242
7113.6913023378856,-0.0058755930986615478,-0.92134135846760423
7118.1007302618864,-0.0057570816628253569,-0.92307476341272143
7122.5128913737381,-0.0069326762018056742,-0.92571845862274726
7126.9277873676056,-0.0063382529473052299,-0.92671323292492347
7131.345419938707,-0.0075397428367878381,-0.9301717237063869
7135.7657907833136,-0.0083232363051368545,-0.93204795205854907
7140.1889015987472,-0.0082535872414040406,-0.93357714987558171
7144.6147540833799,-0.0091507064334581684,-0.93601450861244651
7149.04334993664,-0.0095866737884381971,-0.93810851453956967
7153.4746908590041,-0.010846954648051074,-0.94077366275817875
7157.9087785520078,-0.012670350227222413,-0.94416775444302614
7162.3456147182387,-0.012405920700852471,-0.94565929922624048
7166.7852010613406,-0.012595696090942901,-0.94740328354445136
7171.2275392860129,-0.014968509155346874,-0.95222423209812979
7175.6726310980121,-0.015457901856633625,-0.95433935887303445
7180.1204782041495,-0.016287144236326847,-0.95689516121709906
7184.5710823123009,-0.018401754893639051,-0.96118515993885967
7189.0244451313929,-0.019944978404602239,-0.96409385298804062
7193.4805683714167,-0.021350731723170729,-0.96707640321063759
7197.9394537434218,-0.019300772722338804,-0.96705157830326538
7202.4011029595158,-0.017961179623403625,-0.96759626348642969
7206.8655177328737,-0.016445414757789791,-0.96717646229438103
7211.3326997777258,-0.015097897380023253,-0.9675619534553731
7215.8026508093699,-0.01443568744519185,-0.96837969228562248
7220.2753725441626,-0.013788449219165364,-0.96952135559790753
7224.7508666995282,-0.013043709206252063,-0.97016815799909484
7229.2291349939542,-0.011322279177708821,-0.97138860768085533
7233.7101791469913,-0.010103597254740714,-0.97190746131082972
7238.1940008792608,-0.005818530107296294,-0.96954370460219175
7242.6806019124451,-0.0050378994158260023,-0.97005929127908552
7247.1699839692983,-0.0061304924828325339,-0.97210862313301472
7251.6621487736402,-0.0061023756655688207,-0.97379641318648447
7256.1570980503584,-0.0058511993007007235,-0.97662778835030895
7260.6548335254101,-0.0046829197650210558,-0.97714931073070732
7265.1553569258249,-0.0051011354426838962,-0.97904565453354997
7269.658669979699,-0.004635043247688481,-0.98064667886161061
7274.1647744162028,-0.0046223838341999095,-0.98223665497196522
7278.6736719655755,-0.0056531056261143308,-0.98501252518451332
7283.1853643591339,-0.0049726861890980589,-0.98649842363920204
7287.6998533292608,-0.0049328753365054934,-0.98839843082443757
7292.2171406094194,-0.0049639227493474347,-0.99026305786261137
7296.7372279341434,-0.0049000772642717851,-0.99141049500774625
7301.2601170390426,-0.0048114792392926512,-0.99315945772986791
7305.7858096608043,-0.0055971474446175071,-0.99609690465872303
7310.3143075371909,-0.0052772084395466875,-0.9971849844409586
7314.8456124070399,-0.0044166736352670034,-0.99879253942746637
7319.3797260102729,-0.0045876146690071824,-1.0011057139604826
7323.916650087881,-0.0045899362889496864,-1.0027452513463211
7328.4563863819412,-0.0050424425920428222,-1.004280687140586
7332.9989366356094,-0.0046817125820301491,-1.0066574378133337
7337.5443025931208,-0.0049680109139111804,-1.008018868662385
7342.0924859997913,-0.0048797179711133802,-1.0109600036490183
7346.643488602017,-0.0055710503374662122,-1.0131078539704295
7351.1973121472829,-0.0056202289273092291,-1.0141795596376952
7355.7539583841508,-0.0054347222374073476,-1.0168893086333637
7360.3134290622702,-0.0052102316020508693,-1.0185676861689545
7364.8757259323711,-0.0051231208578713166,-1.0200565960255612
7369.4408507462722,-0.0057845190306331611,-1.0233311547478441
7374.0088052568772,-0.0069140064364697149,-1.0253670951809022
7378.5795912181766,-0.0065182830666867288,-1.0276081449576298
7383.1532103852487,-0.0067042549546743489,-1.029082899566617
7387.7296645142551,-0.0077430047246419406,-1.0322697019464246
7392.3089553624523,-0.0072277347595916634,-1.033858256487016
7396.8910846881818,-0.0075059956141380717,-1.0365405359658415
7401.4760542508775,-0.0085501343510430514,-1.0390551990291621
7406.0638658110638,-0.0091565131992571332,-1.0422990769336822
7410.6545211303528,-0.0094185953898558144,-1.0449324952964192
7415.2480219714516,-0.010199560287746247,-1.0472962348423596
7419.8443700981616,-0.011257755928372283,-1.0501937959258396
7424.4435672753734,-0.012052986805040288,-1.0524941431251182
7429.045615269074,-0.012886789639127785,-1.0554965787347057
7433.6505158463442,-0.014340615345949425,-1.0588786779393704
7438.2582707753618,-0.015744158890935538,-1.062846272889242
7442.8688818253968,-0.016313335872171656,-1.0655624350095234
7447.4823507668207,-0.016884128791100107,-1.0679985426681342
7452.0986793710999,-0.019390010515657599,-1.0732091968646313
7456.7178694107979,-0.020791262592767736,-1.0768251129525503
7461.3399226595784,-0.020978085705269604,-1.0785632372358591
7465.9648408922039,-0.019315100668532318,-1.0784158770835732
7470.5926258845375,-0.017611955488697817,-1.0792856637979029
7475.2232794135434,-0.016803846164637728,-1.0807001182923694
7479.8568032572866,-0.015441721662540165,-1.0814472149411316
