f,v1,v2,pha
1000,0.0066782283477814274,-1.3823650920723911,172.93575190939683
1004.6204213468127,0.007095944598841681,-1.3819516324464074,172.89254547462104
1009.2621909870473,0.0067375985028956115,-1.3797644180413458,172.85668120177652
1013.9254075588154,0.0061577098156782991,-1.3813244142731458,172.82861550653632
1018.6101701559758,0.0060604726008416255,-1.3807094722508417,172.78536946853555
1023.316578330245,0.0058299807107030782,-1.3803188319252071,172.74814067824741
1028.0447320933092,0.0060262535301862132,-1.3817912719412986,172.71723564628991
1032.7947319189514,0.0063375889347596394,-1.3789863410857222,172.69839273333588
1037.566678745186,0.0065634404118537822,-1.3796942484041261,172.64524935434514
1042.3606739764018,0.0060271732078385071,-1.3797477970385177,172.62270551044628
1047.1768194855204,0.0059399002272943098,-1.3796524970371049,172.59200559490807
1052.0152176161585,0.0063556386227722333,-1.3801961642100034,172.5441871539237
1056.875971184804,0.0065419082209767568,-1.3800130174647078,172.51602276082139
1061.759183483,0.005687463020875012,-1.3797895381987904,172.47723982915346
1066.6649582795394,0.0060100722705529967,-1.3790968585411936,172.44128925970233
1071.5933998226712,0.006544646168628823,-1.3805572156286996,172.40623883438442
1076.5446128423155,0.0060422038230666907,-1.379003344873595,172.37695130112917
1081.518702552288,0.0057374867284559856,-1.3801667466212115,172.33608155523237
1086.5157746525383,0.0066009894408585977,-1.3810207656285707,172.29261590091335
1091.5359353313916,0.0061065545642561957,-1.3788104811256536,172.2614457179819
1096.5792912678098,0.0064357867421070726,-1.3784055702334981,172.22511307924287
1101.6459496336563,0.006448860568311874,-1.3793897641733284,172.19578540926267
1106.7360180959733,0.0063772465524524688,-1.3787235896149874,172.14902416031742
1111.849604819271,0.0065307075155844963,-1.3803545175398111,172.11370431643635
1116.9868184678232,0.0062168904875584286,-1.3791892925759361,172.08208906720324
1122.1477682079803,0.005776955857436432,-1.3776301578081094,172.03974139022165
1127.3325637104865,0.0059728537037601719,-1.3772602821777333,171.99598069050674
1132.5413151528114,0.0061970698457348965,-1.3777243547883145,171.96172822713791
1137.7741332214914,0.0064250135967765807,-1.3792605502548754,171.92409106389292
1143.0311291144792,0.0061046607300474032,-1.377334872637527,171.88712242022646
1148.3124145435111,0.006555345044494597,-1.3785348181271844,171.85208857297658
1153.6181017364779,0.0066947920163950448,-1.3779083368493565,171.81017145476139
1158.9483034398106,0.0062353702985775694,-1.378256276720828,171.77325892107086
1164.3031329208768,0.0057897423674685995,-1.3788910746264738,171.71915101465441
1169.6827039703853,0.005662200297726681,-1.3796583126648003,171.69536790904436
1175.0871309048075,0.0056106833118939083,-1.3786958339450295,171.66429207357058
1180.5165285688049,0.0056521094200276921,-1.3763498237972898,171.6163302962641
1185.9710123376694,0.0061957270523062867,-1.3794978586324367,171.58179971277053
1191.450698119776,0.0064908150550553609,-1.3782996798858982,171.53708044488752
1196.9557023590435,0.0063869814937404581,-1.3774097166947419,171.4868375727003
1202.4861420374123,0.0063788598424511685,-1.3777279932999247,171.44376459610476
1208.0421346773282,0.0062332879832718222,-1.3786611425427575,171.41473983152696
1213.6237983442411,0.0058624933430056359,-1.3769544641695319,171.36545560814304
1219.2312516491106,0.005920465465217851,-1.3780693901689054,171.33809367656289
1224.8646137509313,0.00528001434142681,-1.3787116083161741,171.28906131682294
1230.5240043592617,0.0049885907075380509,-1.3776074691475746,171.25700694522527
1236.2095437367686,0.0059845013964919258,-1.3757074588248894,171.20323003745628
1241.9213527017839,0.0055690875495759198,-1.3767777176392351,171.16737425842692
1247.6595526308697,0.0058946058869405113,-1.3759639007176174,171.1210523575844
1253.4242654614002,0.0052028599799245467,-1.3771505463789562,171.08887026550201
1259.2156136941508,0.0058305724881794301,-1.3764141226199316,171.03616459260508
1265.0337203959032,0.0054094197703373923,-1.3750556693157874,170.99907585451015
1270.8787092020589,0.0055988650074162843,-1.3765273403855232,170.95162034209099
1276.7507043192657,0.0052017843363116349,-1.376666026350932,170.9049162583641
1282.6498305280604,0.0054443467231434046,-1.3770275077695924,170.86842092784605
1288.5762131855179,0.0052403399430966764,-1.3769913159162952,170.82463524259509
1294.5299782279153,0.0046991310548811253,-1.3764827882619659,170.77460844393718
1300.5112521734093,0.0054360616429854139,-1.3765411323647787,170.73584531452323
1306.5201621247211,0.0050797802762956711,-1.3761822499631102,170.689122808538
1312.5568357718435,0.0050659823503248734,-1.3744983105541793,170.65257778131289
1318.6214013947485,0.0053083721299707577,-1.376032235541917,170.60435890586493
1324.7139878661169,0.0045025015093055603,-1.3738019117849618,170.55282315784407
1330.8347246540754,0.0045212477906330824,-1.3756935388356271,170.51630408203917
1336.9837418249465,0.005468283404634065,-1.374571475684194,170.45926126588023
1343.161170046016,0.0048233871342447093,-1.3743652475570358,170.43085640047343
1349.3671405883065,0.0047294594078591008,-1.3738438616164719,170.38272264803499
1355.6017853293683,0.0052220448233039956,-1.3753946433808704,170.32481827998606
1361.8652367560821,0.0050850641288835647,-1.3758223131336433,170.28422235837706
1368.1576279674719,0.0049900266436361538,-1.3732986514807659,170.23633556637964
1374.4790926775374,0.0048197334686027769,-1.37473858039481,170.19438516272595
1380.8297652180922,0.004165943543346407,-1.3741933465220801,170.14899855792231
1387.2097805416201,0.0055158258951337174,-1.3732247931005002,170.09432510242749
1393.6192742241428,0.0048699223860254768,-1.3734620927844285,170.04675953832682
1400.0583824680975,0.0051742212600173025,-1.3740009213569766,169.99588876822199
1406.5272421052371,0.0049684465112480739,-1.3732071970073561,169.95073328687039
1413.0259905995338,0.0049598283579611368,-1.3738246644766059,169.9059130461828
1419.5547660501015,0.0049814953608186083,-1.3739320866039186,169.85691372614403
1426.1137071941289,0.004901045177039879,-1.3724873127743114,169.80936341161279
1432.7029534098308,0.0048652406455116648,-1.3733971321919227,169.75606297816049
1439.3226447194072,0.0044987666090629957,-1.3723428571812548,169.71166854493285
1445.9729217920194,0.0050783761398524698,-1.3728749210134565,169.66098885775602
1452.6539259467811,0.0052699434012493281,-1.3726692725094747,169.61279115720566
1459.365799155757,0.0049144894270440435,-1.3726396942635617,169.55849278596381
1466.1086840469845,0.0050513405779441904,-1.3724533967791788,169.50996572067012
1472.8827239075026,0.0048866569378145132,-1.3723067521434096,169.45755799790777
1479.6880626863963,0.0050597943465229521,-1.3722579428564086,169.4088315699895
1486.5248449978571,0.0056386158532692274,-1.3724815875992922,169.3534024314034
1493.3932161242526,0.0043995111368737806,-1.3715255195120695,169.30897089939037
1500.2933220192183,0.0047628893970887006,-1.3719504674153205,169.25665849273349
1507.2253093107563,0.0051703436555644681,-1.3721754694349295,169.19737076674477
1514.189325304352,0.0042923620156443158,-1.3713593693238713,169.15263486685393
1521.1855179861047,0.0049427024677602162,-1.3722914727572402,169.09767363497738
1528.2140360258702,0.0032402257516267337,-1.3710126364543198,169.04288883673217
1535.2750287804226,0.0046634142192207694,-1.3711145893654115,168.99087370964622
1542.3686462966282,0.004493639910631877,-1.3707657756722038,168.94094179488152
1549.4950393146316,0.0046455195514014079,-1.3701843916783929,168.88675296447775
1556.654359271062,0.0049460154107005862,-1.3712687761267197,168.83142783444401
1563.8467583022471,0.0040241439753930484,-1.3703729785626524,168.77383404657309
1571.0723892474502,0.0053222615822285414,-1.3711906280146424,168.73005620632739
1578.3314056521174,0.0038164382671032142,-1.3693545078473912,168.67208040307102
1585.6239617711374,0.0045166161375207528,-1.3695630848440696,168.61660752159912
1592.9502125721231,0.0045957299393349508,-1.3686364917952329,168.55635448105477
1600.3103137387009,0.0040540898926692166,-1.3692994257534812,168.50602863567195
1607.7044216738236,0.0036876343081846384,-1.3691050685814625,168.44846306773741
1615.1326935030904,0.0048049729334158587,-1.3696419451429318,168.39124610320005
1622.5952870780873,0.0043970387239884445,-1.3695793921564552,168.33564229803423
1630.0923609797412,0.003726243541892763,-1.3694050590115023,168.28003387503034
1637.624074521688,0.0040694452952017499,-1.3691233602102584,168.22219563793243
1645.1905877536626,0.0039305958636226927,-1.368231736916639,168.16821832584276
1652.7920614648947,0.0040216903425936449,-1.3680619441633268,168.11109126095891
1660.4286571875296,0.0036344347223306096,-1.3682252496250467,168.05129978027591
1668.1005372000593,0.0038729254160616419,-1.3671237280120887,167.99774373315819
1675.8078645307678,0.0041092221983855034,-1.3680617318796204,167.93055974716199
1683.5508029612024,0.0039779039405252476,-1.3671195609538389,167.87833484047968
1691.3295170296481,0.0034528118994061816,-1.3670372354947271,167.81520278620721
1699.1441720346261,0.0038133331446196339,-1.3670081135831107,167.75345488671107
1706.994934038408,0.0037931623140105486,-1.3662563126542784,167.69890444000913
1714.8819698705402,0.0033730732539405651,-1.3667196039471119,167.6355323780792
1722.805447131394,0.0037823220784093687,-1.3662641324798654,167.57144821071878
1730.765534195725,0.0037000200302470475,-1.3666845805843286,167.51753970825791
1738.7624002162504,0.0034753915426964793,-1.3663880020200467,167.4592879275408
1746.7962151272457,0.0035257921670227717,-1.3658190858100494,167.39299098650929
1754.8671496481511,0.0033396233186659377,-1.3653512806009493,167.32899429811505
1762.9753752872057,0.0036342490678426377,-1.3657984288567573,167.26644664942773
1771.1210643450877,0.0028565685156669079,-1.3653736198730737,167.20706999235225
1779.3043899185773,0.0041913889449462704,-1.365528818036374,167.1449675901529
1787.5255259042353,0.0032778379661925821,-1.3640109880205078,167.07627388277038
1795.7846470020959,0.0033665773820664596,-1.3646397741733873,167.01559845239186
1804.0819287193826,0.0027992563646024524,-1.3634130552273458,166.95317721942146
1812.4175473742368,0.0031544399107184449,-1.3646866033526217,166.89017985742495
1820.7916800994626,0.0028829860301753376,-1.3641469726279847,166.81824501787401
1829.2045048462937,0.0031385325773176289,-1.3630210677656782,166.75847064891252
1837.6562003881713,0.0029818055674974125,-1.3633476132327973,166.69336914918716
1846.1469463245473,0.0028945472331022349,-1.3629723583126419,166.62739355684258
1854.6769230846985,0.0035938136814040551,-1.3631079705014955,166.55795242889133
1863.2463119315598,0.002980911621203708,-1.3627567474070337,166.49361314118005
1871.8552949655791,0.0033757240805254033,-1.3626286885911141,166.43109285733243
1880.5040551285824,0.0022109847002711289,-1.362788787266477,166.3602081577568
1889.1927762076666,0.0022206337611126977,-1.3610682137285657,166.28728915070332
1897.9216428391003,0.0020080556826419815,-1.3612083227202785,166.23126802875115
1906.690840512252,0.0025945191034096394,-1.3615242763059543,166.15608888281099
1915.5005555735279,0.0022286412370151939,-1.3608144345415347,166.08680359191018
1924.3509752303312,0.0028287156017258743,-1.3610603057616346,166.02080669182271
1933.2422875550453,0.0022393282255613986,-1.3597213181291954,165.94893946209459
1942.1746814890257,0.0026590451927333203,-1.3602935156241247,165.88319101223365
1951.1483468466165,0.0030778551967608602,-1.3594992203620018,165.81664400763938
1960.1634743191858,0.0022328697519575359,-1.3600013466811014,165.74488073557353
1969.2202554791725,0.003321704525078086,-1.3592412097116218,165.67101832010249
1978.3188827841643,0.0031953296203450169,-1.3590665626095642,165.59718904603548
1987.4595495809829,0.0028423250878653675,-1.3583484142571736,165.5276084614803
1996.6424501097933,0.0019322308040652764,-1.3594409142799311,165.45240877888475
2005.867779508234,0.0028648312633137631,-1.3588962110144278,165.3785637813381
2015.1357338155574,0.0016655093045453084,-1.3570189650973321,165.30814885667061
2024.4465099768038,0.0017265943655594266,-1.3564921186636631,165.23984975036043
2033.800305846981,0.0019489945304875466,-1.3583557574542886,165.16673405813029
2043.1973201952703,0.0010721865834596256,-1.3556706429762833,165.08382140899309
2052.6377527092523,0.0017937552340424119,-1.3562656019888377,165.01086300286363
2062.1218039991436,0.0011324587631098744,-1.3553434205557899,164.93859255315772
2071.6496756020688,0.0023084918920616565,-1.3553390394927134,164.85890364826508
2081.2215699863382,0.0021197495067515832,-1.3543062036535234,164.78988258152646
2090.8376905557498,0.0019808875912410537,-1.3551838831945395,164.70725889278236
2100.4982416539151,0.0018298872990716898,-1.35572180539772,164.63847206109915
2110.2034285685954,0.0014725580451074112,-1.3545948788132913,164.55958521367612
2119.9534575360708,0.002102085641298664,-1.3538306394727109,164.47951288525422
2129.7485357455198,0.00097460446144418083,-1.353172106419664,164.40989715810113
2139.5888713434215,0.001405974824899382,-1.3532216923578262,164.32553786223988
2149.4746734379805,0.0013741052014515592,-1.3539089657574377,164.24407363453273
2159.4061521035665,0.0016300160771459808,-1.3531466449021547,164.16585965759774
2169.3835183851843,0.002148930400396458,-1.3520049591655212,164.08629453981484
2179.4069843029547,0.00096187256103160996,-1.3518584394368538,164.00488222642915
2189.476762856621,0.001423341025423063,-1.3522512144933083,163.92364933703269
2199.5930680300748,0.0018286237893950523,-1.3519272579722543,163.84060122653739
2209.7561147959022,0.00089458388807391335,-1.3504335932650113,163.76157893993243
