f,mag,pha
1.00000000000000e+003,-1.02935392765195e-001,1.78456098214024e+002
1.00230523807790e+003,-1.02962915765299e-001,1.78452478038982e+002
1.00461579027840e+003,-1.02990569236850e-001,1.78448849089892e+002
1.00693166885180e+003,-1.03018353814420e-001,1.78445211343497e+002
1.00925288607668e+003,-1.03046270135786e-001,1.78441564776466e+002
1.01157945425990e+003,-1.03074318841995e-001,1.78437909365390e+002
1.01391138573668e+003,-1.03102500577359e-001,1.78434245086786e+002
1.01624869287070e+003,-1.03130815989488e-001,1.78430571917092e+002
1.01859138805412e+003,-1.03159265729287e-001,1.78426889832673e+002
1.02093948370768e+003,-1.03187850450998e-001,1.78423198809814e+002
1.02329299228075e+003,-1.03216570812209e-001,1.78419498824725e+002
1.02565192625141e+003,-1.03245427473879e-001,1.78415789853536e+002
1.02801629812647e+003,-1.03274421100322e-001,1.78412071872299e+002
1.03038612044162e+003,-1.03303552359290e-001,1.78408344856991e+002
1.03276140576140e+003,-1.03332821921918e-001,1.78404608783507e+002
1.03514216667934e+003,-1.03362230462798e-001,1.78400863627663e+002
1.03752841581801e+003,-1.03391778659996e-001,1.78397109365198e+002
1.03992016582906e+003,-1.03421467195036e-001,1.78393345971768e+002
1.04231742939330e+003,-1.03451296752939e-001,1.78389573422951e+002
1.04472021922080e+003,-1.03481268022254e-001,1.78385791694245e+002
1.04712854805090e+003,-1.03511381695062e-001,1.78382000761065e+002
1.04954242865232e+003,-1.03541638466979e-001,1.78378200598746e+002
1.05196187382322e+003,-1.03572039037238e-001,1.78374391182542e+002
1.05438689639126e+003,-1.03602584108637e-001,1.78370572487623e+002
1.05681750921366e+003,-1.03633274387612e-001,1.78366744489078e+002
1.05925372517729e+003,-1.03664110584199e-001,1.78362907161914e+002
1.06169555719872e+003,-1.03695093412140e-001,1.78359060481054e+002
1.06414301822431e+003,-1.03726223588815e-001,1.78355204421337e+002
1.06659612123026e+003,-1.03757501835320e-001,1.78351338957519e+002
1.06905487922266e+003,-1.03788928876477e-001,1.78347464064272e+002
1.07151930523761e+003,-1.03820505440824e-001,1.78343579716182e+002
1.07398941234124e+003,-1.03852232260674e-001,1.78339685887751e+002
1.07646521362983e+003,-1.03884110072143e-001,1.78335782553396e+002
1.07894672222983e+003,-1.03916139615101e-001,1.78331869687447e+002
1.08143395129794e+003,-1.03948321633281e-001,1.78327947264149e+002
1.08392691402120e+003,-1.03980656874272e-001,1.78324015257659e+002
1.08642562361706e+003,-1.04013146089493e-001,1.78320073642048e+002
1.08893009333343e+003,-1.04045790034273e-001,1.78316122391300e+002
1.09144033644875e+003,-1.04078589467860e-001,1.78312161479310e+002
1.09395636627209e+003,-1.04111545153445e-001,1.78308190879886e+002
1.09647819614318e+003,-1.04144657858141e-001,1.78304210566746e+002
1.09900583943252e+003,-1.04177928353064e-001,1.78300220513521e+002
1.10153930954141e+003,-1.04211357413329e-001,1.78296220693749e+002
1.10407861990207e+003,-1.04244945818089e-001,1.78292211080883e+002
1.10662378397766e+003,-1.04278694350518e-001,1.78288191648281e+002
1.10917481526240e+003,-1.04312603797877e-001,1.78284162369214e+002
1.11173172728159e+003,-1.04346674951513e-001,1.78280123216860e+002
1.11429453359173e+003,-1.04380908606912e-001,1.78276074164305e+002
1.11686324778056e+003,-1.04415305563666e-001,1.78272015184543e+002
1.11943788346715e+003,-1.04449866625562e-001,1.78267946250479e+002
1.12201845430196e+003,-1.04484592600561e-001,1.78263867334920e+002
1.12460497396692e+003,-1.04519484300831e-001,1.78259778410582e+002
1.12719745617551e+003,-1.04554542542800e-001,1.78255679450089e+002
1.12979591467279e+003,-1.04589768147126e-001,1.78251570425969e+002
1.13240036323555e+003,-1.04625161938774e-001,1.78247451310654e+002
1.13501081567231e+003,-1.04660724747010e-001,1.78243322076484e+002
1.13762728582343e+003,-1.04696457405438e-001,1.78239182695700e+002
1.14024978756117e+003,-1.04732360752023e-001,1.78235033140451e+002
1.14287833478977e+003,-1.04768435629111e-001,1.78230873382787e+002
1.14551294144553e+003,-1.04804682883453e-001,1.78226703394660e+002
1.14815362149688e+003,-1.04841103366242e-001,1.78222523147928e+002
1.15080038894443e+003,-1.04877697933144e-001,1.78218332614348e+002
1.15345325782109e+003,-1.04914467444288e-001,1.78214131765581e+002
1.15611224219210e+003,-1.04951412764327e-001,1.78209920573187e+002
1.15877735615512e+003,-1.04988534762462e-001,1.78205699008629e+002
1.16144861384034e+003,-1.05025834312438e-001,1.78201467043268e+002
1.16412602941049e+003,-1.05063312292606e-001,1.78197224648367e+002
1.16680961706096e+003,-1.05100969585943e-001,1.78192971795087e+002
1.16949939101987e+003,-1.05138807080048e-001,1.78188708454487e+002
1.17219536554813e+003,-1.05176825667211e-001,1.78184434597527e+002
1.17489755493953e+003,-1.05215026244419e-001,1.78180150195062e+002
1.17760597352080e+003,-1.05253409713369e-001,1.78175855217845e+002
1.18032063565173e+003,-1.05291976980531e-001,1.78171549636527e+002
1.18304155572516e+003,-1.05330728957158e-001,1.78167233421655e+002
1.18576874816716e+003,-1.05369666559300e-001,1.78162906543670e+002
1.18850222743701e+003,-1.05408790707840e-001,1.78158568972910e+002
1.19124200802737e+003,-1.05448102328561e-001,1.78154220679609e+002
1.19398810446427e+003,-1.05487602352087e-001,1.78149861633891e+002
1.19674053130724e+003,-1.05527291714021e-001,1.78145491805778e+002
1.19949930314937e+003,-1.05567171354878e-001,1.78141111165183e+002
1.20226443461741e+003,-1.05607242220173e-001,1.78136719681913e+002
1.20503594037179e+003,-1.05647505260428e-001,1.78132317325666e+002
1.20781383510678e+003,-1.05687961431202e-001,1.78127904066031e+002
1.21059813355048e+003,-1.05728611693128e-001,1.78123479872491e+002
1.21338885046497e+003,-1.05769457011932e-001,1.78119044714416e+002
1.21618600064636e+003,-1.05810498358478e-001,1.78114598561069e+002
1.21898959892486e+003,-1.05851736708782e-001,1.78110141381600e+002
1.22179966016487e+003,-1.05893173044050e-001,1.78105673145050e+002
1.22461619926504e+003,-1.05934808350728e-001,1.78101193820346e+002
1.22743923115840e+003,-1.05976643620484e-001,1.78096703376305e+002
1.23026877081238e+003,-1.06018679850284e-001,1.78092201781630e+002
