f,mag,pha
1.00000000000000e+003,-9.66035878666960e-002,1.78295046437508e+002
1.00230523807790e+003,-9.66016660921294e-002,1.78291033382384e+002
1.00461579027840e+003,-9.65997368563410e-002,1.78287010494460e+002
1.00693166885180e+003,-9.65978001383834e-002,1.78282977746939e+002
1.00925288607668e+003,-9.65958559173474e-002,1.78278935112932e+002
1.01157945425990e+003,-9.65939041723775e-002,1.78274882565460e+002
1.01391138573668e+003,-9.65919448826280e-002,1.78270820077450e+002
1.01624869287070e+003,-9.65899780273165e-002,1.78266747621737e+002
1.01859138805412e+003,-9.65880035857028e-002,1.78262665171061e+002
1.02093948370768e+003,-9.65860215370621e-002,1.78258572698071e+002
1.02329299228075e+003,-9.65840318607468e-002,1.78254470175320e+002
1.02565192625141e+003,-9.65820345361190e-002,1.78250357575266e+002
1.02801629812647e+003,-9.65800295426269e-002,1.78246234870273e+002
1.03038612044162e+003,-9.65780168597398e-002,1.78242102032610e+002
1.03276140576140e+003,-9.65759964669907e-002,1.78237959034449e+002
1.03514216667934e+003,-9.65739683439505e-002,1.78233805847865e+002
1.03752841581801e+003,-9.65719324702704e-002,1.78229642444838e+002
1.03992016582906e+003,-9.65698888256218e-002,1.78225468797248e+002
1.04231742939330e+003,-9.65678373897668e-002,1.78221284876880e+002
1.04472021922080e+003,-9.65657781424991e-002,1.78217090655419e+002
1.04712854805090e+003,-9.65637110637028e-002,1.78212886104452e+002
1.04954242865232e+003,-9.65616361333001e-002,1.78208671195465e+002
1.05196187382322e+003,-9.65595533312817e-002,1.78204445899847e+002
1.05438689639126e+003,-9.65574626377112e-002,1.78200210188885e+002
1.05681750921366e+003,-9.65553640327209e-002,1.78195964033766e+002
1.05925372517729e+003,-9.65532574965059e-002,1.78191707405575e+002
1.06169555719872e+003,-9.65511430093429e-002,1.78187440275297e+002
1.06414301822431e+003,-9.65490205515834e-002,1.78183162613812e+002
1.06659612123026e+003,-9.65468901036356e-002,1.78178874391900e+002
1.06905487922266e+003,-9.65447516460071e-002,1.78174575580237e+002
1.07151930523761e+003,-9.65426051592972e-002,1.78170266149394e+002
1.07398941234124e+003,-9.65404506241386e-002,1.78165946069841e+002
1.07646521362983e+003,-9.65382880213014e-002,1.78161615311940e+002
1.07894672222983e+003,-9.65361173316140e-002,1.78157273845949e+002
1.08143395129794e+003,-9.65339385359990e-002,1.78152921642021e+002
1.08392691402120e+003,-9.65317516154799e-002,1.78148558670202e+002
1.08642562361706e+003,-9.65295565511479e-002,1.78144184900431e+002
1.08893009333343e+003,-9.65273533242131e-002,1.78139800302540e+002
1.09144033644875e+003,-9.65251419159849e-002,1.78135404846254e+002
1.09395636627209e+003,-9.65229223078618e-002,1.78130998501188e+002
1.09647819614318e+003,-9.65206944813446e-002,1.78126581236849e+002
1.09900583943252e+003,-9.65184584180354e-002,1.78122153022635e+002
1.10153930954141e+003,-9.65162140996692e-002,1.78117713827834e+002
1.10407861990207e+003,-9.65139615080540e-002,1.78113263621622e+002
1.10662378397766e+003,-9.65117006251315e-002,1.78108802373065e+002
1.10917481526240e+003,-9.65094314329546e-002,1.78104330051118e+002
1.11173172728159e+003,-9.65071539137030e-002,1.78099846624622e+002
1.11429453359173e+003,-9.65048680496452e-002,1.78095352062308e+002
1.11686324778056e+003,-9.65025738232097e-002,1.78090846332790e+002
1.11943788346715e+003,-9.65002712169195e-002,1.78086329404571e+002
1.12201845430196e+003,-9.64979602134469e-002,1.78081801246039e+002
1.12460497396692e+003,-9.64956407955851e-002,1.78077261825466e+002
1.12719745617551e+003,-9.64933129462581e-002,1.78072711111009e+002
1.12979591467279e+003,-9.64909766485373e-002,1.78068149070709e+002
1.13240036323555e+003,-9.64886318856127e-002,1.78063575672490e+002
1.13501081567231e+003,-9.64862786408386e-002,1.78058990884157e+002
1.13762728582343e+003,-9.64839168976841e-002,1.78054394673401e+002
1.14024978756117e+003,-9.64815466398038e-002,1.78049787007790e+002
1.14287833478977e+003,-9.64791678509741e-002,1.78045167854774e+002
1.14551294144553e+003,-9.64767805151315e-002,1.78040537181686e+002
1.14815362149688e+003,-9.64743846163673e-002,1.78035894955736e+002
1.15080038894443e+003,-9.64719801389401e-002,1.78031241144012e+002
1.15345325782109e+003,-9.64695670672620e-002,1.78026575713483e+002
1.15611224219210e+003,-9.64671453859142e-002,1.78021898630994e+002
1.15877735615512e+003,-9.64647150796486e-002,1.78017209863268e+002
1.16144861384034e+003,-9.64622761333877e-002,1.78012509376903e+002
1.16412602941049e+003,-9.64598285322216e-002,1.78007797138375e+002
1.16680961706096e+003,-9.64573722614290e-002,1.78003073114033e+002
1.16949939101987e+003,-9.64549073064715e-002,1.77998337270102e+002
1.17219536554813e+003,-9.64524336529790e-002,1.77993589572680e+002
1.17489755493953e+003,-9.64499512867827e-002,1.77988829987738e+002
1.17760597352080e+003,-9.64474601939250e-002,1.77984058481122e+002
1.18032063565173e+003,-9.64449603606060e-002,1.77979275018546e+002
1.18304155572516e+003,-9.64424517732394e-002,1.77974479565599e+002
1.18576874816716e+003,-9.64399344184643e-002,1.77969672087737e+002
1.18850222743701e+003,-9.64374082830913e-002,1.77964852550290e+002
1.19124200802737e+003,-9.64348733541673e-002,1.77960020918452e+002
1.19398810446427e+003,-9.64323296189202e-002,1.77955177157291e+002
1.19674053130724e+003,-9.64297770648456e-002,1.77950321231738e+002
1.19949930314937e+003,-9.64272156796278e-002,1.77945453106595e+002
1.20226443461741e+003,-9.64246454511739e-002,1.77940572746528e+002
1.20503594037179e+003,-9.64220663676239e-002,1.77935680116070e+002
1.20781383510678e+003,-9.64194784173644e-002,1.77930775179617e+002
1.21059813355048e+003,-9.64168815890037e-002,1.77925857901433e+002
1.21338885046497e+003,-9.64142758714062e-002,1.77920928245641e+002
1.21618600064636e+003,-9.64116612536679e-002,1.77915986176231e+002
1.21898959892486e+003,-9.64090377251332e-002,1.77911031657052e+002
1.22179966016487e+003,-9.64064052754185e-002,1.77906064651816e+002
1.22461619926504e+003,-9.64037638943862e-002,1.77901085124096e+002
1.22743923115840e+003,-9.64011135721502e-002,1.77896093037324e+002
1.23026877081238e+003,-9.63984542991130e-002,1.77891088354790e+002
1.23310483322890e+003,-9.63957860659455e-002,1.77886071039645e+002
1.23594743344450e+003,-9.63931088635769e-002,1.77881041054897e+002
1.23879658653036e+003,-9.63904226832191e-002,1.77875998363408e+002
1.24165230759241e+003,-9.63877275164099e-002,1.77870942927901e+002
1.24451461177138e+003,-9.63850233549123e-002,1.77865874710950e+002
1.24738351424294e+003,-9.63823101908238e-002,1.77860793674985e+002
1.25025903021771e+003,-9.63795880165405e-002,1.77855699782291e+002
1.25314117494141e+003,-9.63768568247692e-002,1.77850592995004e+002
1.25602996369487e+003,-9.63741166084794e-002,1.77845473275114e+002
1.25892541179416e+003,-9.63713673610109e-002,1.77840340584460e+002
1.26182753459066e+003,-9.63686090759875e-002,1.77835194884735e+002
1.26473634747115e+003,-9.63658417473752e-002,1.77830036137478e+002
1.26765186585784e+003,-9.63630653694638e-002,1.77824864304080e+002
1.27057410520854e+003,-9.63602799368774e-002,1.77819679345777e+002
1.27350308101666e+003,-9.63574854445711e-002,1.77814481223655e+002
1.27643880881134e+003,-9.63546818878564e-002,1.77809269898646e+002
1.27938130415752e+003,-9.63518692624002e-002,1.77804045331526e+002
1.28233058265601e+003,-9.63490475642027e-002,1.77798807482918e+002
1.28528665994361e+003,-9.63462167896610e-002,1.77793556313286e+002
1.28824955169313e+003,-9.63433769354940e-002,1.77788291782940e+002
1.29121927361353e+003,-9.63405279988391e-002,1.77783013852029e+002
1.29419584144998e+003,-9.63376699771778e-002,1.77777722480547e+002
1.29717927098395e+003,-9.63348028683904e-002,1.77772417628325e+002
1.30016957803328e+003,-9.63319266707669e-002,1.77767099255036e+002
1.30316677845229e+003,-9.63290413829473e-002,1.77761767320190e+002
1.30617088813183e+003,-9.63261470040143e-002,1.77756421783136e+002
1.30918192299940e+003,-9.63232435334407e-002,1.77751062603058e+002
1.31219989901920e+003,-9.63203309711205e-002,1.77745689738977e+002
1.31522483219223e+003,-9.63174093173652e-002,1.77740303149750e+002
1.31825673855640e+003,-9.63144785729066e-002,1.77734902794067e+002
1.32129563418657e+003,-9.63115387389374e-002,1.77729488630450e+002
1.32434153519466e+003,-9.63085898170536e-002,1.77724060617256e+002
1.32739445772973e+003,-9.63056318093264e-002,1.77718618712671e+002
1.33045441797808e+003,-9.63026647182674e-002,1.77713162874711e+002
1.33352143216332e+003,-9.62996885468491e-002,1.77707693061223e+002
1.33659551654643e+003,-9.62967032985092e-002,1.77702209229882e+002
1.33967668742593e+003,-9.62937089771768e-002,1.77696711338190e+002
1.34276496113786e+003,-9.62907055872277e-002,1.77691199343476e+002
1.34586035405594e+003,-9.62876931335576e-002,1.77685673202893e+002
1.34896288259165e+003,-9.62846716215494e-002,1.77680132873419e+002
1.35207256319427e+003,-9.62816410570767e-002,1.77674578311858e+002
1.35518941235103e+003,-9.62786014465288e-002,1.77669009474832e+002
1.35831344658715e+003,-9.62755527968238e-002,1.77663426318789e+002
