f,v1,v2
7000,-0.0044352171863649191,-0.7908128281386263
7004.3389562684388,-0.0044586846761158943,-0.79318603094628126
7008.6806020428057,-0.003722933520822409,-0.79428605095394123
7013.0249389901956,-0.0043278631267183176,-0.79669913373797674
7017.3719687787325,-0.0038753061367995697,-0.79855867346625409
7021.7216930775749,-0.0047162599341160167,-0.8013398025790569
7026.0741135569206,-0.0046692013898135439,-0.80261161888616195
7030.4292318879961,-0.0040201188194273563,-0.8038911383216929
7034.7870497430713,-0.0036440558499822736,-0.80563388484366827
7039.1475687954462,-0.0046007356326152743,-0.808022809037928
7043.5107907194597,-0.0041202134939029309,-0.80932979490579304
7047.8767171904901,-0.0042955056476765945,-0.81186718157509685
7052.2453498849536,-0.0040582893183162758,-0.81442301211770074
7056.6166904803031,-0.0049010189547951579,-0.81642513905602976
7060.9907406550365,-0.0039449490823424069,-0.81766529379755359
7065.3675020886885,-0.0043442437180989165,-0.82022570412273066
7069.7469764618336,-0.0045141147791166718,-0.82188079326776475
7074.1291654560891,-0.0049979251448862344,-0.82481366381611176
7078.5140707541195,-0.004402884467485795,-0.82612835628768266
7082.901694039625,-0.0044175457330942608,-0.82837046370516798
7087.2920369973526,-0.0042763921274821416,-0.82999694815491909
7091.6851013130936,-0.0047617118339225266,-0.83269940495540251
7096.080888673685,-0.0052535620783899792,-0.83515883623582099
7100.4794007670089,-0.0047731678218852457,-0.8374207227253293
7104.8806392819924,-0.0048525278622962107,-0.83832376838110501
7109.2846059086087,-0.0053160641301568685,-0.84134863147756778
7113.6913023378856,-0.0052782876162102317,-0.84344459013663808
7118.1007302618864,-0.0063035905402143017,-0.8462436811032823
7122.5128913737381,-0.0067118080073896502,-0.84922160482968845
7126.9277873676056,-0.0064289274540116096,-0.85087950440766669
7131.345419938707,-0.0071583727977444726,-0.85351709127971953
7135.7657907833136,-0.0073248657776311772,-0.85622884414130129
7140.1889015987472,-0.008241347959342657,-0.85916234639865519
7144.6147540833799,-0.0087064988103665135,-0.86110942706566262
7149.04334993664,-0.0090047329450785862,-0.86393422474641557
7153.4746908590041,-0.010228534601099348,-0.86764267414159524
7157.9087785520078,-0.010221450047067997,-0.8701672187208932
7162.3456147182387,-0.011882596988549661,-0.87342719094276933
7166.7852010613406,-0.013487729337408265,-0.87685718491240905
7171.2275392860129,-0.014485067083778618,-0.8807765603000719
7175.6726310980121,-0.015590005994078919,-0.88383306979485976
7180.1204782041495,-0.016055440550776786,-0.88570089780655559
7184.5710823123009,-0.018472317655442501,-0.89129909193985934
7189.0244451313929,-0.019746699125082236,-0.89411489779225695
7193.4805683714167,-0.021103697038046904,-0.89751576956344603
7197.9394537434218,-0.020076256338081643,-0.89953641475710155
7202.4011029595158,-0.018406458686343153,-0.89987360072353983
7206.8655177328737,-0.017130216028924776,-0.90075355786223255
7211.3326997777258,-0.015326912341464176,-0.9008053438143695
7215.8026508093699,-0.014695413293919095,-0.90310120867144617
7220.2753725441626,-0.013018239543133971,-0.90364596413313569
7224.7508666995282,-0.012438695020202636,-0.9054852696098864
7229.2291349939542,-0.012487977138293258,-0.90697565112241962
7233.7101791469913,-0.010431221901870577,-0.90832744494378548
7238.1940008792608,-0.0060754981002755348,-0.90564156193045486
7242.6806019124451,-0.0049004270798834581,-0.90744989638323215
7247.1699839692983,-0.0050917069789877655,-0.91038512676357852
7251.6621487736402,-0.0052762929967914377,-0.91204893071870408
7256.1570980503584,-0.0052436476519948814,-0.9148292229960937
7260.6548335254101,-0.0049252032156180646,-0.91699935231443441
7265.1553569258249,-0.0050384005575932712,-0.91993077354133879
7269.658669979699,-0.00516070605131028,-0.9216035292487269
7274.1647744162028,-0.0052957763713211868,-0.92492117408232544
7278.6736719655755,-0.0047222273412037327,-0.92668255725789017
7283.1853643591339,-0.0050146241176006598,-0.92896611869712786
7287.6998533292608,-0.0041734804171599882,-0.93107379442090643
7292.2171406094194,-0.0049820875873838703,-0.93401904253170565
7296.7372279341434,-0.0043764632034082795,-0.93556639385053864
7301.2601170390426,-0.0056267156723881868,-0.93905746368276399
7305.7858096608043,-0.0049708473158915113,-0.94218671148681254
7310.3143075371909,-0.0049461524637350535,-0.94373599453546642
7314.8456124070399,-0.0049595908756731354,-0.94691968262966342
7319.3797260102729,-0.0046074503977372944,-0.94836781763508116
7323.916650087881,-0.0042432378025844854,-0.95158601384981789
7328.4563863819412,-0.0056160127269733514,-0.95375959453559256
7332.9989366356094,-0.004618154148797046,-0.95627128652961202
7337.5443025931208,-0.0047063036669716786,-0.95845351270359269
7342.0924859997913,-0.0055336775446125919,-0.96256788233801438
7346.643488602017,-0.0049538634452494217,-0.96352565695434
7351.1973121472829,-0.0056619491411959806,-0.96750635663068518
7355.7539583841508,-0.0045903838554209962,-0.96977796557489926
7360.3134290622702,-0.0057360096930190955,-0.97279048050037231
7364.8757259323711,-0.0055933515576710707,-0.9760897968876826
7369.4408507462722,-0.0055390092133614068,-0.97836414365916846
7374.0088052568772,-0.0056674924847278053,-0.98080755518369378
7378.5795912181766,-0.0056223137621530233,-0.98524660560493305
7383.1532103852487,-0.0064384975070933097,-0.98721117425495064
7387.7296645142551,-0.0072979539507117223,-0.99034635591611064
7392.3089553624523,-0.0076559729784350505,-0.99395604897968348
7396.8910846881818,-0.008664575320599709,-0.99680824848651639
7401.4760542508775,-0.0083322633590470711,-1.0004874762552554
7406.0638658110638,-0.0084258533867452509,-1.0036372700632419
7410.6545211303528,-0.0093850120010436598,-1.0067379120054405
7415.2480219714516,-0.0099738303661998425,-1.0104209106665036
7419.8443700981616,-0.010766797009880012,-1.0142066083219956
7424.4435672753734,-0.011923440935875322,-1.0176101678662284
7429.045615269074,-0.012783580942096844,-1.0208632679149827
7433.6505158463442,-0.014139408659425264,-1.0259511974644051
7438.2582707753618,-0.015877673496325528,-1.0294301669806507
7442.8688818253968,-0.016798011283637046,-1.0344407623411276
7447.4823507668207,-0.017467863377480748,-1.0379511737041371
7452.0986793710999,-0.018601710697794985,-1.0408677126106518
7456.7178694107979,-0.019842828083994849,-1.046236252364142
7461.3399226595784,-0.019890934446488467,-1.0489931007795938
7465.9648408922039,-0.019285729782880619,-1.051032685945404
7470.5926258845375,-0.018109602225328286,-1.0531292864494766
7475.2232794135434,-0.017250375885142184,-1.0549933957913513
7479.8568032572866,-0.014921117186562909,-1.0558183197774713
7484.4931991949315,-0.015117525542005014,-1.058643446901222
7489.1324690067522,-0.013700434924822601,-1.0603270956204314
7493.7746144741195,-0.012131562778075427,-1.062030688831584
7498.4196373795112,-0.011341083593629217,-1.0640470903241626
7503.06753950651,-0.01119972629551984,-1.067311906117558
7507.7183226398065,-0.010784041562114849,-1.0691969217617474
7512.3719885651899,-0.0062296786029912383,-1.0679952645187407
7517.0285390695662,-0.0064335783025341823,-1.0710799466874901
7521.687975940943,-0.0060487216071439254,-1.0744367567881365
7526.3503009684364,-0.0057017330996119503,-1.0767724617159609
7531.0155159422739,-0.0054816571149607233,-1.0809877945572988
7535.6836226537898,-0.005554594759887157,-1.0829526152414679
7540.3546228954301,-0.0054597664968400045,-1.0869194768812473
7545.0285184607546,-0.0058807148876207499,-1.0901173271291444
7549.7053111444302,-0.0064829189701948427,-1.0936063947597745
7554.3850027422395,-0.0066497771195326936,-1.0975374357633623
