Freq.	V(n023)
1.00000000000000e+002	(-5.29005115708432e+001dB,-7.32434927420920e-001°)
1.02329299228075e+002	(-5.24994319887798e+001dB,-7.47030905996013e-001°)
1.04712854805090e+002	(-5.20983013748505e+001dB,-7.62031125658671e-001°)
1.07151930523761e+002	(-5.16971173115588e+001dB,-7.77444126384204e-001°)
1.09647819614318e+002	(-5.12958772661644e+001dB,-7.93278709388495e-001°)
1.12201845430196e+002	(-5.08945785851289e+001dB,-8.09543944863986e-001°)
1.14815362149688e+002	(-5.04932184882974e+001dB,-8.26249180132557e-001°)
1.17489755493953e+002	(-5.00917940627652e+001dB,-8.43404048063185e-001°)
1.20226443461741e+002	(-4.96903022564724e+001dB,-8.61018476111067e-001°)
1.23026877081238e+002	(-4.92887398714645e+001dB,-8.79102695602432e-001°)
1.25892541179417e+002	(-4.88871035568184e+001dB,-8.97667251554561e-001°)
1.28824955169313e+002	(-4.84853898012216e+001dB,-9.16723013041632e-001°)
1.31825673855641e+002	(-4.80835949251746e+001dB,-9.36281183989785e-001°)
1.34896288259165e+002	(-4.76817150727990e+001dB,-9.56353314562125e-001°)
1.38038426460288e+002	(-4.72797462032484e+001dB,-9.76951313184507e-001°)
1.41253754462275e+002	(-4.68776840816751e+001dB,-9.98087459121221e-001°)
1.44543977074593e+002	(-4.64755242697356e+001dB,-1.01977441576005e+000°)
1.47910838816821e+002	(-4.60732621156339e+001dB,-1.04202524461175e+000°)
1.51356124843621e+002	(-4.56708927436386e+001dB,-1.06485342002650e+000°)
1.54881661891248e+002	(-4.52684110430679e+001dB,-1.08827284475817e+000°)
1.58489319246111e+002	(-4.48658116567281e+001dB,-1.11229786637147e+000°)
1.62181009735893e+002	(-4.44630889687340e+001dB,-1.13694329457896e+000°)
1.65958690743756e+002	(-4.40602370917138e+001dB,-1.16222441953983e+000°)
1.69824365246174e+002	(-4.36572498533593e+001dB,-1.18815703124665e+000°)
1.73780082874937e+002	(-4.32541207822516e+001dB,-1.21475743995005e+000°)
1.77827941003892e+002	(-4.28508430929762e+001dB,-1.24204249792283e+000°)
1.81970085860998e+002	(-4.24474096704265e+001dB,-1.27002962234336e+000°)
1.86208713666287e+002	(-4.20438130533154e+001dB,-1.29873681969703e+000°)
1.90546071796324e+002	(-4.16400454167819e+001dB,-1.32818271158820e+000°)
1.94984459975804e+002	(-4.12360985540857e+001dB,-1.35838656213100e+000°)
1.99526231496888e+002	(-4.08319638573320e+001dB,-1.38936830706498e+000°)
2.04173794466953e+002	(-4.04276322971364e+001dB,-1.42114858469468e+000°)
2.08929613085404e+002	(-4.00230944012197e+001dB,-1.45374876878060e+000°)
2.13796208950223e+002	(-3.96183402318099e+001dB,-1.48719100355996e+000°)
2.18776162394955e+002	(-3.92133593618325e+001dB,-1.52149824101965e+000°)
2.23872113856834e+002	(-3.88081408497690e+001dB,-1.55669428063826e+000°)
2.29086765276777e+002	(-3.84026732131458e+001dB,-1.59280381176707e+000°)
2.34422881531992e+002	(-3.79969444005261e+001dB,-1.62985245882365e+000°)
2.39883291901949e+002	(-3.75909417619372e+001dB,-1.66786682962325e+000°)
2.45470891568503e+002	(-3.71846520176305e+001dB,-1.70687456696925e+000°)
2.51188643150958e+002	(-3.67780612250549e+001dB,-1.74690440383776e+000°)
2.57039578276886e+002	(-3.63711547439391e+001dB,-1.78798622248708e+000°)
2.63026799189538e+002	(-3.59639171993639e+001dB,-1.83015111772018e+000°)
2.69153480392691e+002	(-3.55563324426640e+001dB,-1.87343146470514e+000°)
2.75422870333816e+002	(-3.51483835100514e+001dB,-1.91786099175196e+000°)
2.81838293126445e+002	(-3.47400525787771e+001dB,-1.96347485841502e+000°)
2.88403150312660e+002	(-3.43313209206752e+001dB,-2.01030973942323e+000°)
2.95120922666638e+002	(-3.39221688529046e+001dB,-2.05840391491329e+000°)
3.01995172040201e+002	(-3.35125756856909e+001dB,-2.10779736756012e+000°)
3.09029543251358e+002	(-3.31025196668596e+001dB,-2.15853188715066e+000°)
3.16227766016837e+002	(-3.26919779229218e+001dB,-2.21065118334621e+000°)
3.23593656929628e+002	(-3.22809263964732e+001dB,-2.26420100732516e+000°)
3.31131121482590e+002	(-3.18693397796135e+001dB,-2.31922928313979e+000°)
3.38844156139202e+002	(-3.14571914431194e+001dB,-2.37578624968531e+000°)
3.46736850452531e+002	(-3.10444533610198e+001dB,-2.43392461426148e+000°)
3.54813389233575e+002	(-3.06310960302353e+001dB,-2.49369971891051e+000°)
3.63078054770101e+002	(-3.02170883848999e+001dB,-2.55516972064346e+000°)
3.71535229097172e+002	(-2.98023977049339e+001dB,-2.61839578699168e+000°)
3.80189396320560e+002	(-2.93869895184227e+001dB,-2.68344230839771e+000°)
3.89045144994280e+002	(-2.89708274972817e+001dB,-2.75037712909008e+000°)
3.98107170553496e+002	(-2.85538733456738e+001dB,-2.81927179836373e+000°)
4.07380277804112e+002	(-2.81360866805604e+001dB,-2.89020184434009e+000°)
4.16869383470335e+002	(-2.77174249037210e+001dB,-2.96324707256868e+000°)
4.26579518801592e+002	(-2.72978430645175e+001dB,-3.03849189208657e+000°)
4.36515832240165e+002	(-2.68772937125836e+001dB,-3.11602567191198e+000°)
4.46683592150962e+002	(-2.64557267395515e+001dB,-3.19594313124468e+000°)
4.57088189614874e+002	(-2.60330892088339e+001dB,-3.27834476716685e+000°)
4.67735141287197e+002	(-2.56093251723613e+001dB,-3.36333732398801e+000°)
4.78630092322637e+002	(-2.51843754730693e+001dB,-3.45103430904181e+000°)
4.89778819368445e+002	(-2.47581775317933e+001dB,-3.54155656028597e+000°)
5.01187233627271e+002	(-2.43306651170708e+001dB,-3.63503287183081e+000°)
5.12861383991364e+002	(-2.39017680961962e+001dB,-3.73160068430318e+000°)
5.24807460249771e+002	(-2.34714121656641e+001dB,-3.83140684798584e+000°)
5.37031796370251e+002	(-2.30395185589344e+001dB,-3.93460846768110e+000°)
5.49540873857623e+002	(-2.26060037291968e+001dB,-4.04137383967177e+000°)
5.62341325190348e+002	(-2.21707790045362e+001dB,-4.15188349251522e+000°)
5.75439937337155e+002	(-2.17337502125798e+001dB,-4.26633134529262e+000°)
5.88843655355587e+002	(-2.12948172713429e+001dB,-4.38492599888409e+000°)
6.02559586074356e+002	(-2.08538737425740e+001dB,-4.50789217831979e+000°)
6.16595001861481e+002	(-2.04108063434251e+001dB,-4.63547234705668e+000°)
6.30957344480192e+002	(-1.99654944117199e+001dB,-4.76792851738850e+000°)
6.45654229034654e+002	(-1.95178093194748e+001dB,-4.90554428515207e+000°)
6.60693448007594e+002	(-1.90676138285923e+001dB,-5.04862712158540e+000°)
6.76082975391980e+002	(-1.86147613818142e+001dB,-5.19751096080104e+000°)
6.91830970918935e+002	(-1.81590953210604e+001dB,-5.35255912801833e+000°)
7.07945784384136e+002	(-1.77004480241504e+001dB,-5.51416766170320e+000°)
7.24435960074988e+002	(-1.72386399496069e+001dB,-5.68276909245501e+000°)
7.41310241300916e+002	(-1.67734785777273e+001dB,-5.85883675307033e+000°)
7.58577575029182e+002	(-1.63047572343428e+001dB,-6.04288970840237e+000°)
7.76247116628690e+002	(-1.58322537816221e+001dB,-6.23549841080324e+000°)
7.94328234724279e+002	(-1.53557291578651e+001dB,-6.43729120798948e+000°)
8.12830516164097e+002	(-1.48749257454016e+001dB,-6.64896185596296e+000°)
8.31763771102669e+002	(-1.43895655423944e+001dB,-6.87127822151068e+000°)
8.51138038202374e+002	(-1.38993481104396e+001dB,-7.10509239823250e+000°)
8.70963589956078e+002	(-1.34039482652710e+001dB,-7.35135250921546e+000°)
8.91250938133743e+002	(-1.29030134724739e+001dB,-7.61111653098075e+000°)
9.12010839355907e+002	(-1.23961609037556e+001dB,-7.88556855071966e+000°)
9.33254300796988e+002	(-1.18829741018560e+001dB,-8.17603796678298e+000°)
9.54992586021433e+002	(-1.13629991934127e+001dB,-8.48402226699404e+000°)
9.77237220955808e+002	(-1.08357405788670e+001dB,-8.81121417891457e+000°)
9.99999999999997e+002	(-1.03006560166051e+001dB,-9.15953419172459e+000°)
1.02329299228075e+003	(-9.75715100486409e+000dB,-9.53116971588987e+000°)
1.04712854805090e+003	(-9.20457234944864e+000dB,-9.92862249471643e+000°)
1.07151930523760e+003	(-8.64220078818600e+000dB,-1.03547663392362e+001°)
1.09647819614318e+003	(-8.06924252484978e+000dB,-1.08129178635762e+001°)
1.12201845430196e+003	(-7.48481950730257e+000dB,-1.13069237059321e+001°)
1.14815362149688e+003	(-6.88795826937391e+000dB,-1.18412688065922e+001°)
1.17489755493953e+003	(-6.27757714828553e+000dB,-1.24212117863065e+001°)
1.20226443461741e+003	(-5.65247169793525e+000dB,-1.30529554782435e+001°)
1.23026877081238e+003	(-5.01129815852079e+000dB,-1.37438634330521e+001°)
1.25892541179416e+003	(-4.35255494225571e+000dB,-1.45027370521607e+001°)
1.28824955169313e+003	(-3.67456230170057e+000dB,-1.53401733596308e+001°)
1.31825673855640e+003	(-2.97544074720029e+000dB,-1.62690309425744e+001°)
1.34896288259165e+003	(-2.25308952529123e+000dB,-1.73050421896517e+001°)
1.38038426460288e+003	(-1.50516783287036e+000dB,-1.84676249053990e+001°)
1.41253754462275e+003	(-7.29083912208202e-001dB,-1.97809673496005e+001°)
1.44543977074592e+003	(7.79983632674606e-002dB,-2.12754897197325e+001°)
1.47910838816820e+003	(9.19117729567354e-001dB,-2.29898237138667e+001°)
1.51356124843620e+003	(1.79740630415865e+000dB,-2.49734993251979e+001°)
1.54881661891248e+003	(2.71585418127965e+000dB,-2.72905752480148e+001°)
1.58489319246111e+003	(3.67684179830075e+000dB,-3.00244625439916e+001°)
1.62181009735892e+003	(4.68125119931429e+000dB,-3.32840717175959e+001°)
1.65958690743755e+003	(5.72683083374879e+000dB,-3.72109011757568e+001°)
1.69824365246174e+003	(6.80529512736332e+000dB,-4.19851601551885e+001°)
1.73780082874937e+003	(7.89747988446559e+000dB,-4.78252125277908e+001°)
1.77827941003892e+003	(8.96616775796553e+000dB,-5.49667751279729e+001°)
1.81970085860998e+003	(9.94813558530558e+000dB,-6.35972998330200e+001°)
1.86208713666286e+003	(1.07522925976818e+001dB,-7.37221613801350e+001°)
1.90546071796324e+003	(1.12772598650066e+001dB,-8.49954281059775e+001°)
1.94984459975804e+003	(1.14543472507248e+001dB,-9.66703283076429e+001°)
1.99526231496887e+003	(1.12887677738868e+001dB,-1.07831299653976e+002°)
2.04173794466952e+003	(1.08561950128724e+001dB,-1.17776103490822e+002°)
2.08929613085403e+003	(1.02586480708520e+001dB,-1.26211055001033e+002°)
2.13796208950222e+003	(9.58409017128347e+000dB,-1.33174407278843e+002°)
2.18776162394954e+003	(8.89208403308468e+000dB,-1.38865710440430e+002°)
2.23872113856833e+003	(8.21708009261811e+000dB,-1.43520889020948e+002°)
2.29086765276776e+003	(7.57650218775494e+000dB,-1.47353978473083e+002°)
2.34422881531991e+003	(6.97764399697724e+000dB,-1.50540050117154e+002°)
2.39883291901948e+003	(6.42222884048770e+000dB,-1.53216050498103e+002°)
2.45470891568502e+003	(5.90911259626439e+000dB,-1.55487253515014e+002°)
2.51188643150957e+003	(5.43579920911164e+000dB,-1.57434287483609e+002°)
2.57039578276885e+003	(4.99926105522744e+000dB,-1.59119117529380e+002°)
2.63026799189537e+003	(4.59636861826731e+000dB,-1.60589704934446e+002°)
