Freq.	V(vin_2)
1.00000000000000e+002	(-8.93511784926322e+001dB,1.25317734678918e+001°)
1.02329299228075e+002	(-8.89605515260611e+001dB,1.22512402041251e+001°)
1.04712854805090e+002	(-8.85695195142024e+001dB,1.19764152932498e+001°)
1.07151930523761e+002	(-8.81780989813344e+001dB,1.17072028342078e+001°)
1.09647819614318e+002	(-8.77863058352299e+001dB,1.14435068605385e+001°)
1.12201845430196e+002	(-8.73941553841049e+001dB,1.11852314632542e+001°)
1.14815362149688e+002	(-8.70016623534788e+001dB,1.09322809054806e+001°)
1.17489755493953e+002	(-8.66088409029570e+001dB,1.06845597282095e+001°)
1.20226443461741e+002	(-8.62157046439612e+001dB,1.04419728495105e+001°)
1.23026877081238e+002	(-8.58222666553768e+001dB,1.02044256538688e+001°)
1.25892541179417e+002	(-8.54285395011615e+001dB,9.97182407652037e+000°)
1.28824955169313e+002	(-8.50345352458172e+001dB,9.74407467890518e+000°)
1.31825673855641e+002	(-8.46402654712660e+001dB,9.52108471935087e+000°)
1.34896288259165e+002	(-8.42457412923649e+001dB,9.30276221627915e+000°)
1.38038426460288e+002	(-8.38509733724376e+001dB,9.08901600586739e+000°)
1.41253754462275e+002	(-8.34559719387328e+001dB,8.87975579469163e+000°)
1.44543977074593e+002	(-8.30607467972533e+001dB,8.67489220641232e+000°)
1.47910838816821e+002	(-8.26653073473351e+001dB,8.47433682393867e+000°)
1.51356124843621e+002	(-8.22696625960246e+001dB,8.27800222697565e+000°)
1.54881661891248e+002	(-8.18738211718087e+001dB,8.08580202498517e+000°)
1.58489319246111e+002	(-8.14777913381523e+001dB,7.89765088615943e+000°)
1.62181009735893e+002	(-8.10815810065470e+001dB,7.71346456254155e+000°)
1.65958690743756e+002	(-8.06851977495201e+001dB,7.53315991187261e+000°)
1.69824365246174e+002	(-8.02886488126276e+001dB,7.35665491541153e+000°)
1.73780082874937e+002	(-7.98919411267459e+001dB,7.18386869337492e+000°)
1.77827941003892e+002	(-7.94950813193885e+001dB,7.01472151679147e+000°)
1.81970085860998e+002	(-7.90980757262395e+001dB,6.84913481731551e+000°)
1.86208713666287e+002	(-7.87009304015340e+001dB,6.68703119369257e+000°)
1.90546071796324e+002	(-7.83036511289198e+001dB,6.52833441670534e+000°)
1.94984459975804e+002	(-7.79062434312878e+001dB,6.37296943138956e+000°)
1.99526231496888e+002	(-7.75087125806127e+001dB,6.22086235752541e+000°)
2.04173794466953e+002	(-7.71110636071383e+001dB,6.07194048793772e+000°)
2.08929613085404e+002	(-7.67133013086267e+001dB,5.92613228563661e+000°)
2.13796208950223e+002	(-7.63154302586421e+001dB,5.78336737869147e+000°)
2.18776162394955e+002	(-7.59174548151340e+001dB,5.64357655418603e+000°)
2.23872113856834e+002	(-7.55193791282669e+001dB,5.50669175058001e+000°)
2.29086765276777e+002	(-7.51212071480639e+001dB,5.37264604892889e+000°)
2.34422881531992e+002	(-7.47229426317128e+001dB,5.24137366290649e+000°)
