Freq.	V(vin_5)
1.00000000000000e+002	(-1.18442130806071e+002dB,1.01796570159997e+001°)
1.02329299228075e+002	(-1.17650316221206e+002dB,9.84678421770881e+000°)
1.04712854805090e+002	(-1.16858040469596e+002dB,9.51833520119014e+000°)
1.07151930523761e+002	(-1.16065317415606e+002dB,9.19418494921178e+000°)
1.09647819614318e+002	(-1.15272160189133e+002dB,8.87420760954100e+000°)
1.12201845430196e+002	(-1.14478581176392e+002dB,8.55827662486113e+000°)
1.14815362149688e+002	(-1.13684592050739e+002dB,8.24626483520039e+000°)
1.17489755493953e+002	(-1.12890203770184e+002dB,7.93804454266288e+000°)
1.20226443461741e+002	(-1.12095426593484e+002dB,7.63348761238721e+000°)
1.23026877081238e+002	(-1.11300270083094e+002dB,7.33246549055218e+000°)
1.25892541179417e+002	(-1.10504743122677e+002dB,7.03484935240841e+000°)
1.28824955169313e+002	(-1.09708853920324e+002dB,6.74051005013194e+000°)
1.31825673855641e+002	(-1.08912610013840e+002dB,6.44931823091485e+000°)
1.34896288259165e+002	(-1.08116018285187e+002dB,6.16114434639508e+000°)
1.38038426460288e+002	(-1.07319084957289e+002dB,5.87585872132051e+000°)
1.41253754462275e+002	(-1.06521815607408e+002dB,5.59333148952047e+000°)
1.44543977074593e+002	(-1.05724215167031e+002dB,5.31343272428718e+000°)
1.47910838816821e+002	(-1.04926287928281e+002dB,5.03603235695496e+000°)
1.51356124843621e+002	(-1.04128037544878e+002dB,4.76100024517487e+000°)
1.54881661891248e+002	(-1.03329467034288e+002dB,4.48820612430010e+000°)
1.58489319246111e+002	(-1.02530578779015e+002dB,4.21751966734439e+000°)
1.62181009735893e+002	(-1.01731374527203e+002dB,3.94881039243991e+000°)
1.65958690743756e+002	(-1.00931855389519e+002dB,3.68194771854017e+000°)
1.69824365246174e+002	(-1.00132021839616e+002dB,3.41680090877518e+000°)
1.73780082874937e+002	(-9.93318737070383e+001dB,3.15323905138171e+000°)
1.77827941003892e+002	(-9.85314101759052e+001dB,2.89113103839632e+000°)
1.81970085860998e+002	(-9.77306297771263e+001dB,2.63034551949958e+000°)
1.86208713666287e+002	(-9.69295303820594e+001dB,2.37075087395424e+000°)
1.90546071796324e+002	(-9.61281091942986e+001dB,2.11221515714637e+000°)
1.94984459975804e+002	(-9.53263627384822e+001dB,1.85460607015421e+000°)
1.99526231496888e+002	(-9.45242868506936e+001dB,1.59779088446406e+000°)
2.04173794466953e+002	(-9.37218766655404e+001dB,1.34163640045658e+000°)
2.08929613085404e+002	(-9.29191266001277e+001dB,1.08600888842057e+000°)
2.13796208950223e+002	(-9.21160303409004e+001dB,8.30774009587717e-001°)
2.18776162394955e+002	(-9.13125808237826e+001dB,5.75796762820103e-001°)
2.23872113856834e+002	(-9.05087702165046e+001dB,3.20941399611334e-001°)
2.29086765276777e+002	(-8.97045898969507e+001dB,6.60713421441527e-002°)
2.34422881531992e+002	(-8.89000304299135e+001dB,-1.88950886845654e-001°)
2.39883291901949e+002	(-8.80950815427120e+001dB,-4.44263771337554e-001°)
2.45470891568503e+002	(-8.72897320972870e+001dB,-7.00006877863457e-001°)
2.51188643150958e+002	(-8.64839700624619e+001dB,-9.56320972540759e-001°)
2.57039578276886e+002	(-8.56777824807015e+001dB,-1.21334811722737e+000°)
2.63026799189538e+002	(-8.48711554351787e+001dB,-1.47123178049982e+000°)
2.69153480392691e+002	(-8.40640740129530e+001dB,-1.73011695972077e+000°)
2.75422870333816e+002	(-8.32565222655467e+001dB,-1.99015030502758e+000°)
2.81838293126445e+002	(-8.24484831671206e+001dB,-2.25148024836428e+000°)
2.88403150312660e+002	(-8.16399385691496e+001dB,-2.51425714855849e+000°)
2.95120922666638e+002	(-8.08308691521323e+001dB,-2.77863343293811e+000°)
3.01995172040201e+002	(-8.00212543739376e+001dB,-3.04476375828576e+000°)
3.09029543251358e+002	(-7.92110724141196e+001dB,-3.31280517352256e+000°)
3.16227766016837e+002	(-7.84003001149814e+001dB,-3.58291729875572e+000°)
3.23593656929628e+002	(-7.75889129180403e+001dB,-3.85526250822570e+000°)
3.31131121482590e+002	(-7.67768847964698e+001dB,-4.13000613273673e+000°)
3.38844156139202e+002	(-7.59641881825504e+001dB,-4.40731666825415e+000°)
3.46736850452531e+002	(-7.51507938902147e+001dB,-4.68736600170824e+000°)
3.54813389233575e+002	(-7.43366710324702e+001dB,-4.97032965083466e+000°)
3.63078054770101e+002	(-7.35217869326043e+001dB,-5.25638702064452e+000°)
