Freq.	V(n028)
1.00000000000000e+002	(-2.96016606057979e+001dB,8.84562446497825e+001°)
1.02329299228075e+002	(-2.94011731232070e+001dB,8.84202498277874e+001°)
1.04712854805090e+002	(-2.92006626573731e+001dB,8.83834082265181e+001°)
1.07151930523761e+002	(-2.90001281242761e+001dB,8.83456996543417e+001°)
1.09647819614318e+002	(-2.87995683887260e+001dB,8.83071034127263e+001°)
1.12201845430196e+002	(-2.85989822619441e+001dB,8.82675982818460e+001°)
1.14815362149688e+002	(-2.83983684990280e+001dB,8.82271625057035e+001°)
1.17489755493953e+002	(-2.81977257962969e+001dB,8.81857737766612e+001°)
1.20226443461741e+002	(-2.79970527885125e+001dB,8.81434092194445e+001°)
1.23026877081238e+002	(-2.77963480459653e+001dB,8.81000453744889e+001°)
1.25892541179417e+002	(-2.75956100714257e+001dB,8.80556581806996e+001°)
1.28824955169313e+002	(-2.73948372969462e+001dB,8.80102229575032e+001°)
1.31825673855641e+002	(-2.71940280805162e+001dB,8.79637143862235e+001°)
1.34896288259165e+002	(-2.69931807025534e+001dB,8.79161064906940e+001°)
1.38038426460288e+002	(-2.67922933622328e+001dB,8.78673726171045e+001°)
1.41253754462275e+002	(-2.65913641736356e+001dB,8.78174854130141e+001°)
1.44543977074593e+002	(-2.63903911617209e+001dB,8.77664168055053e+001°)
1.47910838816821e+002	(-2.61893722581011e+001dB,8.77141379784038e+001°)
1.51356124843621e+002	(-2.59883052966166e+001dB,8.76606193485442e+001°)
1.54881661891248e+002	(-2.57871880087030e+001dB,8.76058305410079e+001°)
1.58489319246111e+002	(-2.55860180185330e+001dB,8.75497403632683e+001°)
1.62181009735893e+002	(-2.53847928379287e+001dB,8.74923167781958e+001°)
1.65958690743756e+002	(-2.51835098610317e+001dB,8.74335268758685e+001°)
1.69824365246174e+002	(-2.49821663587176e+001dB,8.73733368440512e+001°)
1.73780082874937e+002	(-2.47807594727431e+001dB,8.73117119373543e+001°)
1.77827941003892e+002	(-2.45792862096159e+001dB,8.72486164449402e+001°)
1.81970085860998e+002	(-2.43777434341684e+001dB,8.71840136566711e+001°)
1.86208713666287e+002	(-2.41761278628254e+001dB,8.71178658276624e+001°)
1.90546071796324e+002	(-2.39744360565499e+001dB,8.70501341410828e+001°)
1.94984459975804e+002	(-2.37726644134495e+001dB,8.69807786691309e+001°)
1.99526231496888e+002	(-2.35708091610302e+001dB,8.69097583320565e+001°)
2.04173794466953e+002	(-2.33688663480760e+001dB,8.68370308550878e+001°)
2.08929613085404e+002	(-2.31668318361425e+001dB,8.67625527231703e+001°)
2.13796208950223e+002	(-2.29647012906383e+001dB,8.66862791333283e+001°)
2.18776162394955e+002	(-2.27624701714790e+001dB,8.66081639445183e+001°)
2.23872113856834e+002	(-2.25601337232936e+001dB,8.65281596248172e+001°)
2.29086765276777e+002	(-2.23576869651565e+001dB,8.64462171957342e+001°)
2.34422881531992e+002	(-2.21551246798274e+001dB,8.63622861734843e+001°)
2.39883291901949e+002	(-2.19524414024715e+001dB,8.62763145069994e+001°)
2.45470891568503e+002	(-2.17496314088359e+001dB,8.61882485124663e+001°)
2.51188643150958e+002	(-2.15466887028560e+001dB,8.60980328041375e+001°)
2.57039578276886e+002	(-2.13436070036636e+001dB,8.60056102211576e+001°)
2.63026799189538e+002	(-2.11403797319659e+001dB,8.59109217501479e+001°)
2.69153480392691e+002	(-2.09369999957677e+001dB,8.58139064432094e+001°)
2.75422870333816e+002	(-2.07334605754021e+001dB,8.57145013310547e+001°)
2.81838293126445e+002	(-2.05297539078370e+001dB,8.56126413309009e+001°)
2.88403150312660e+002	(-2.03258720702209e+001dB,8.55082591487338e+001°)
2.95120922666638e+002	(-2.01218067626335e+001dB,8.54012851755628e+001°)
3.01995172040201e+002	(-1.99175492899966e+001dB,8.52916473771851e+001°)
3.09029543251358e+002	(-1.97130905431127e+001dB,8.51792711770187e+001°)
3.16227766016837e+002	(-1.95084209787801e+001dB,8.50640793314451e+001°)
3.23593656929628e+002	(-1.93035305989459e+001dB,8.49459917971295e+001°)
3.31131121482590e+002	(-1.90984089288458e+001dB,8.48249255896808e+001°)
3.38844156139202e+002	(-1.88930449940859e+001dB,8.47007946330193e+001°)
3.46736850452531e+002	(-1.86874272966120e+001dB,8.45735095986966e+001°)
3.54813389233575e+002	(-1.84815437895132e+001dB,8.44429777344229e+001°)
3.63078054770101e+002	(-1.82753818506067e+001dB,8.43091026809166e+001°)
3.71535229097172e+002	(-1.80689282547436e+001dB,8.41717842761837e+001°)
3.80189396320560e+002	(-1.78621691447750e+001dB,8.40309183462028e+001°)
3.89045144994280e+002	(-1.76550900011176e+001dB,8.38863964809273e+001°)
3.98107170553496e+002	(-1.74476756098524e+001dB,8.37381057944182e+001°)
4.07380277804112e+002	(-1.72399100292884e+001dB,8.35859286677861e+001°)
4.16869383470335e+002	(-1.70317765549256e+001dB,8.34297424735599e+001°)
4.26579518801592e+002	(-1.68232576827392e+001dB,8.32694192798885e+001°)
4.36515832240165e+002	(-1.66143350707204e+001dB,8.31048255329248e+001°)
4.46683592150962e+002	(-1.64049894985888e+001dB,8.29358217155010e+001°)
4.57088189614874e+002	(-1.61952008256091e+001dB,8.27622619801022e+001°)
4.67735141287197e+002	(-1.59849479464310e+001dB,8.25839937538930e+001°)
4.78630092322637e+002	(-1.57742087448734e+001dB,8.24008573133739e+001°)
4.89778819368445e+002	(-1.55629600455804e+001dB,8.22126853259970e+001°)
5.01187233627271e+002	(-1.53511775634687e+001dB,8.20193023558071e+001°)
5.12861383991364e+002	(-1.51388358508982e+001dB,8.18205243298856e+001°)
5.24807460249771e+002	(-1.49259082424914e+001dB,8.16161579620496e+001°)
5.37031796370251e+002	(-1.47123667975404e+001dB,8.14060001299206e+001°)
5.49540873857623e+002	(-1.44981822399453e+001dB,8.11898372010381e+001°)
5.62341325190348e+002	(-1.42833238956313e+001dB,8.09674443033168e+001°)
5.75439937337155e+002	(-1.40677596274180e+001dB,8.07385845345784e+001°)
5.88843655355587e+002	(-1.38514557673152e+001dB,8.05030081054191e+001°)
6.02559586074356e+002	(-1.36343770462513e+001dB,8.02604514090013e+001°)
6.16595001861481e+002	(-1.34164865212607e+001dB,8.00106360107305e+001°)
6.30957344480192e+002	(-1.31977455001896e+001dB,7.97532675499769e+001°)
6.45654229034654e+002	(-1.29781134640208e+001dB,7.94880345451996e+001°)
6.60693448007594e+002	(-1.27575479869641e+001dB,7.92146070928412e+001°)
6.76082975391980e+002	(-1.25360046545212e+001dB,7.89326354493490e+001°)
6.91830970918935e+002	(-1.23134369798060e+001dB,7.86417484844655e+001°)
7.07945784384136e+002	(-1.20897963184919e+001dB,7.83415519926252e+001°)
7.24435960074988e+002	(-1.18650317828640e+001dB,7.80316268478294e+001°)
7.41310241300916e+002	(-1.16390901555898e+001dB,7.77115269856849e+001°)
7.58577575029182e+002	(-1.14119158039802e+001dB,7.73807771944835e+001°)
7.76247116628690e+002	(-1.11834505957091e+001dB,7.70388706951081e+001°)
7.94328234724279e+002	(-1.09536338171986e+001dB,7.66852664872522e+001°)
8.12830516164097e+002	(-1.07224020961545e+001dB,7.63193864368497e+001°)
8.31763771102669e+002	(-1.04896893301013e+001dB,7.59406120767570e+001°)
8.51138038202374e+002	(-1.02554266231680e+001dB,7.55482810894793e+001°)
8.70963589956078e+002	(-1.00195422338991e+001dB,7.51416834372448e+001°)
8.91250938133743e+002	(-9.78196153748034e+000dB,7.47200571006869e+001°)
9.12010839355907e+002	(-9.54260700651296e+000dB,7.42825833831328e+001°)
9.33254300796988e+002	(-9.30139821538524e+000dB,7.38283817325992e+001°)
9.54992586021433e+002	(-9.05825187438721e+000dB,7.33565040284462e+001°)
9.77237220955808e+002	(-8.81308190104746e+000dB,7.28659282738795e+001°)
9.99999999999997e+002	(-8.56579953779752e+000dB,7.23555516294100e+001°)
1.02329299228075e+003	(-8.31631352702585e+000dB,7.18241827158882e+001°)
1.04712854805090e+003	(-8.06453035697299e+000dB,7.12705331090003e+001°)
1.07151930523760e+003	(-7.81035459481343e+000dB,7.06932079402660e+001°)
1.09647819614318e+003	(-7.55368932677487e+000dB,7.00906955128986e+001°)
1.12201845430196e+003	(-7.29443672940613e+000dB,6.94613558348287e+001°)
1.14815362149688e+003	(-7.03249880126054e+000dB,6.88034079662254e+001°)
1.17489755493953e+003	(-6.76777829050645e+000dB,6.81149160759015e+001°)
1.20226443461741e+003	(-6.50017986151619e+000dB,6.73937741012964e+001°)
1.23026877081238e+003	(-6.22961155259228e+000dB,6.66376889117141e+001°)
1.25892541179416e+003	(-5.95598658791414e+000dB,6.58441618869778e+001°)
1.28824955169313e+003	(-5.67922561989957e+000dB,6.50104688461638e+001°)
1.31825673855640e+003	(-5.39925949376309e+000dB,6.41336382987997e+001°)
1.34896288259165e+003	(-5.11603264450646e+000dB,6.32104280492437e+001°)
1.38038426460288e+003	(-4.82950725817576e+000dB,6.22373002725346e+001°)
1.41253754462275e+003	(-4.53966835418268e+000dB,6.12103953080210e+001°)
1.44543977074592e+003	(-4.24652997378891e+000dB,6.01255046005534e+001°)
1.47910838816820e+003	(-3.95014269100702e+000dB,5.89780434794579e+001°)
1.51356124843620e+003	(-3.65060269483822e+000dB,5.77630248309201e+001°)
1.54881661891248e+003	(-3.34806272286564e+000dB,5.64750352302300e+001°)
1.58489319246111e+003	(-3.04274514915815e+000dB,5.51082158102442e+001°)
1.62181009735892e+003	(-2.73495753011610e+000dB,5.36562511208313e+001°)
1.65958690743755e+003	(-2.42511086022759e+000dB,5.21123705442456e+001°)
1.69824365246174e+003	(-2.11374062412695e+000dB,5.04693684258265e+001°)
1.73780082874937e+003	(-1.80153034627571e+000dB,4.87196504212293e+001°)
1.77827941003892e+003	(-1.48933665790887e+000dB,4.68553126514447e+001°)
1.81970085860998e+003	(-1.17821433240663e+000dB,4.48682526759841e+001°)
1.86208713666286e+003	(-8.69441313289620e-001dB,4.27502959678723e+001°)
1.90546071796324e+003	(-5.64550202656483e-001dB,4.04933275033583e+001°)
1.94984459975804e+003	(-2.65376154502637e-001dB,3.80895070663391e+001°)
1.99526231496887e+003	(2.58903895389198e-002dB,3.55317349892426e+001°)
2.04173794466952e+003	(3.06683664185266e-001dB,3.28143587217331e+001°)
2.08929613085403e+003	(5.74086061796393e-001dB,2.99338842525984e+001°)
2.13796208950222e+003	(8.24872334583538e-001dB,2.68896050930001e+001°)
2.18776162394954e+003	(1.05556886227339e+000dB,2.36842381668119e+001°)
2.23872113856833e+003	(1.26254292806180e+000dB,2.03245802099373e+001°)
2.29086765276776e+003	(1.44213314083688e+000dB,1.68220855264043e+001°)
2.34422881531991e+003	(1.59082042775194e+000dB,1.31932300571049e+001°)
2.39883291901948e+003	(1.70542876614412e+000dB,9.45953530219263e+000°)
