Freq.	V(n020)
1.00000000000000e+002	(-4.04837093367872e+000dB,1.79594415225036e+002°)
1.02329299228075e+002	(-4.04833678698498e+000dB,1.79584966192265e+002°)
1.04712854805090e+002	(-4.04830103095592e+000dB,1.79575296938091e+002°)
1.07151930523761e+002	(-4.04826358974118e+000dB,1.79565402323945e+002°)
1.09647819614318e+002	(-4.04822438391483e+000dB,1.79555277090926e+002°)
1.12201845430196e+002	(-4.04818333030742e+000dB,1.79544915856948e+002°)
1.14815362149688e+002	(-4.04814034182923e+000dB,1.79534313113829e+002°)
1.17489755493953e+002	(-4.04809532728549e+000dB,1.79523463224294e+002°)
1.20226443461741e+002	(-4.04804819118276e+000dB,1.79512360418916e+002°)
1.23026877081238e+002	(-4.04799883352659e+000dB,1.79500998792974e+002°)
1.25892541179417e+002	(-4.04794714960899e+000dB,1.79489372303239e+002°)
1.28824955169313e+002	(-4.04789302978631e+000dB,1.79477474764680e+002°)
1.31825673855641e+002	(-4.04783635924660e+000dB,1.79465299847081e+002°)
1.34896288259165e+002	(-4.04777701776593e+000dB,1.79452841071586e+002°)
1.38038426460288e+002	(-4.04771487945309e+000dB,1.79440091807148e+002°)
1.41253754462275e+002	(-4.04764981248267e+000dB,1.79427045266890e+002°)
1.44543977074593e+002	(-4.04758167881489e+000dB,1.79413694504383e+002°)
1.47910838816821e+002	(-4.04751033390295e+000dB,1.79400032409819e+002°)
1.51356124843621e+002	(-4.04743562638591e+000dB,1.79386051706098e+002°)
1.54881661891248e+002	(-4.04735739776767e+000dB,1.79371744944804e+002°)
1.58489319246111e+002	(-4.04727548208028e+000dB,1.79357104502092e+002°)
1.62181009735893e+002	(-4.04718970553162e+000dB,1.79342122574457e+002°)
1.65958690743756e+002	(-4.04709988613658e+000dB,1.79326791174406e+002°)
1.69824365246174e+002	(-4.04700583333075e+000dB,1.79311102126007e+002°)
1.73780082874937e+002	(-4.04690734756562e+000dB,1.79295047060337e+002°)
1.77827941003892e+002	(-4.04680421988477e+000dB,1.79278617410795e+002°)
1.81970085860998e+002	(-4.04669623148072e+000dB,1.79261804408308e+002°)
1.86208713666287e+002	(-4.04658315322974e+000dB,1.79244599076401e+002°)
1.90546071796324e+002	(-4.04646474520567e+000dB,1.79226992226144e+002°)
1.94984459975804e+002	(-4.04634075617013e+000dB,1.79208974450957e+002°)
1.99526231496888e+002	(-4.04621092303907e+000dB,1.79190536121287e+002°)
2.04173794466953e+002	(-4.04607497032411e+000dB,1.79171667379136e+002°)
2.08929613085404e+002	(-4.04593260954700e+000dB,1.79152358132437e+002°)
2.13796208950223e+002	(-4.04578353862754e+000dB,1.79132598049292e+002°)
2.18776162394955e+002	(-4.04562744124099e+000dB,1.79112376552039e+002°)
2.23872113856834e+002	(-4.04546398614682e+000dB,1.79091682811161e+002°)
2.29086765276777e+002	(-4.04529282648444e+000dB,1.79070505739031e+002°)
2.34422881531992e+002	(-4.04511359903654e+000dB,1.79048833983478e+002°)
2.39883291901949e+002	(-4.04492592345693e+000dB,1.79026655921172e+002°)
2.45470891568503e+002	(-4.04472940146254e+000dB,1.79003959650829e+002°)
2.51188643150958e+002	(-4.04452361598681e+000dB,1.78980732986217e+002°)
2.57039578276886e+002	(-4.04430813029341e+000dB,1.78956963448962e+002°)
2.63026799189538e+002	(-4.04408248704733e+000dB,1.78932638261154e+002°)
2.69153480392691e+002	(-4.04384620734333e+000dB,1.78907744337725e+002°)
2.75422870333816e+002	(-4.04359878968727e+000dB,1.78882268278619e+002°)
2.81838293126445e+002	(-4.04333970892978e+000dB,1.78856196360713e+002°)
2.88403150312660e+002	(-4.04306841514967e+000dB,1.78829514529515e+002°)
2.95120922666638e+002	(-4.04278433248405e+000dB,1.78802208390600e+002°)
3.01995172040201e+002	(-4.04248685790367e+000dB,1.78774263200786e+002°)
3.09029543251358e+002	(-4.04217535992994e+000dB,1.78745663859049e+002°)
3.16227766016837e+002	(-4.04184917729112e+000dB,1.78716394897145e+002°)
3.23593656929628e+002	(-4.04150761751564e+000dB,1.78686440469947e+002°)
3.31131121482590e+002	(-4.04114995545765e+000dB,1.78655784345470e+002°)
3.38844156139202e+002	(-4.04077543175407e+000dB,1.78624409894585e+002°)
3.46736850452531e+002	(-4.04038325120768e+000dB,1.78592300080395e+002°)
3.54813389233575e+002	(-4.03997258109384e+000dB,1.78559437447265e+002°)
3.63078054770101e+002	(-4.03954254938710e+000dB,1.78525804109495e+002°)
3.71535229097172e+002	(-4.03909224290386e+000dB,1.78491381739606e+002°)
3.80189396320560e+002	(-4.03862070535662e+000dB,1.78456151556242e+002°)
3.89045144994280e+002	(-4.03812693531639e+000dB,1.78420094311649e+002°)
3.98107170553496e+002	(-4.03760988407844e+000dB,1.78383190278726e+002°)
4.07380277804112e+002	(-4.03706845342652e+000dB,1.78345419237624e+002°)
4.16869383470335e+002	(-4.03650149329114e+000dB,1.78306760461864e+002°)
4.26579518801592e+002	(-4.03590779929717e+000dB,1.78267192703967e+002°)
4.36515832240165e+002	(-4.03528611019429e+000dB,1.78226694180554e+002°)
4.46683592150962e+002	(-4.03463510516574e+000dB,1.78185242556900e+002°)
4.57088189614874e+002	(-4.03395340100986e+000dB,1.78142814930915e+002°)
