Freq.	V(vin_4)
3.01995172040200e+003	(-2.77169141522634e+001dB,-2.51571991125404e+000°)
3.09029543251358e+003	(-2.75012257379508e+001dB,-3.65325914088013e+000°)
3.16227766016836e+003	(-2.72669741608493e+001dB,-4.74793155642682e+000°)
3.23593656929627e+003	(-2.70153547036539e+001dB,-5.80770159164466e+000°)
3.31131121482590e+003	(-2.67474186373911e+001dB,-6.83945935549044e+000°)
3.38844156139201e+003	(-2.64640892835976e+001dB,-7.84923529199277e+000°)
3.46736850452530e+003	(-2.61661761249043e+001dB,-8.84237094906582e+000°)
3.54813389233574e+003	(-2.58543871190181e+001dB,-9.82365633149901e+000°)
3.63078054770100e+003	(-2.55293394055197e+001dB,-1.07974416627696e+001°)
3.71535229097171e+003	(-2.51915686007478e+001dB,-1.17677294555769e+001°)
3.80189396320559e+003	(-2.48415368676242e+001dB,-1.27382513831268e+001°)
3.89045144994279e+003	(-2.44796399326018e+001dB,-1.37125334061294e+001°)
3.98107170553495e+003	(-2.41062132054340e+001dB,-1.46939518413187e+001°)
4.07380277804111e+003	(-2.37215371415327e+001dB,-1.56857824832926e+001°)
4.16869383470333e+003	(-2.33258419725610e+001dB,-1.66912444604612e+001°)
4.26579518801591e+003	(-2.29193119191923e+001dB,-1.77135401804632e+001°)
4.36515832240164e+003	(-2.25020889909352e+001dB,-1.87558924730643e+001°)
4.46683592150961e+003	(-2.20742764717029e+001dB,-1.98215798491099e+001°)
4.57088189614873e+003	(-2.16359421864469e+001dB,-2.09139706470397e+001°)
4.67735141287196e+003	(-2.11871216437571e+001dB,-2.20365567218438e+001°)
4.78630092322636e+003	(-2.07278211519369e+001dB,-2.31929872350271e+001°)
4.89778819368444e+003	(-2.02580210118353e+001dB,-2.43871030194880e+001°)
5.01187233627270e+003	(-1.97776788988241e+001dB,-2.56229719116137e+001°)
5.12861383991362e+003	(-1.92867335589354e+001dB,-2.69049253555452e+001°)
5.24807460249770e+003	(-1.87851089604814e+001dB,-2.82375964814557e+001°)
5.37031796370250e+003	(-1.82727190625173e+001dB,-2.96259597288369e+001°)
5.49540873857622e+003	(-1.77494733851379e+001dB,-3.10753719125351e+001°)
5.62341325190346e+003	(-1.72152835932467e+001dB,-3.25916143952116e+001°)
5.75439937337154e+003	(-1.66700713338840e+001dB,-3.41809357121467e+001°)
5.88843655355586e+003	(-1.61137775951104e+001dB,-3.58500935646673e+001°)
6.02559586074354e+003	(-1.55463738777647e+001dB,-3.76063945233090e+001°)
6.16595001861479e+003	(-1.49678754835557e+001dB,-3.94577290230698e+001°)
6.30957344480190e+003	(-1.43783572135496e+001dB,-4.14125982509002e+001°)
6.45654229034652e+003	(-1.37779717246381e+001dB,-4.34801282855755e+001°)
6.60693448007592e+003	(-1.31669706855270e+001dB,-4.56700653356798e+001°)
6.76082975391978e+003	(-1.25457286769815e+001dB,-4.79927441566236e+001°)
6.91830970918932e+003	(-1.19147694525848e+001dB,-5.04590198125710e+001°)
7.07945784384134e+003	(-1.12747936660883e+001dB,-5.30801511141748e+001°)
7.24435960074986e+003	(-1.06267064251937e+001dB,-5.58676227412209e+001°)
7.41310241300913e+003	(-9.97164200232901e+000dB,-5.88328929739331e+001°)
7.58577575029179e+003	(-9.31098170412436e+000dB,-6.19870562009527e+001°)
7.76247116628687e+003	(-8.64635932478702e+000dB,-6.53404154359494e+001°)
