Freq.	V(vin_3)
1.00000000000000e+002	(-2.49808619491352e+000dB,1.79593551441922e+002°)
1.02329299228075e+002	(-2.49805205193394e+000dB,1.79584082283930e+002°)
1.04712854805090e+002	(-2.49801629979688e+000dB,1.79574392435393e+002°)
1.07151930523761e+002	(-2.49797886266046e+000dB,1.79564476746790e+002°)
1.09647819614318e+002	(-2.49793966110800e+000dB,1.79554329948009e+002°)
1.12201845430196e+002	(-2.49789861197950e+000dB,1.79543946645493e+002°)
1.14815362149688e+002	(-2.49785562819523e+000dB,1.79533321319314e+002°)
1.17489755493953e+002	(-2.49781061857092e+000dB,1.79522448320180e+002°)
1.20226443461741e+002	(-2.49776348762430e+000dB,1.79511321866363e+002°)
1.23026877081238e+002	(-2.49771413537240e+000dB,1.79499936040553e+002°)
1.25892541179417e+002	(-2.49766245711942e+000dB,1.79488284786635e+002°)
1.28824955169313e+002	(-2.49760834323464e+000dB,1.79476361906388e+002°)
1.31825673855641e+002	(-2.49755167891951e+000dB,1.79464161056100e+002°)
1.34896288259165e+002	(-2.49749234396419e+000dB,1.79451675743096e+002°)
1.38038426460288e+002	(-2.49743021249255e+000dB,1.79438899322186e+002°)
1.41253754462275e+002	(-2.49736515269465e+000dB,1.79425824992021e+002°)
1.44543977074593e+002	(-2.49729702654734e+000dB,1.79412445791355e+002°)
1.47910838816821e+002	(-2.49722568952110e+000dB,1.79398754595214e+002°)
1.51356124843621e+002	(-2.49715099027323e+000dB,1.79384744110973e+002°)
1.54881661891248e+002	(-2.49707277032684e+000dB,1.79370406874330e+002°)
1.58489319246111e+002	(-2.49699086373414e+000dB,1.79355735245172e+002°)
1.62181009735893e+002	(-2.49690509672433e+000dB,1.79340721403346e+002°)
1.65958690743756e+002	(-2.49681528733486e+000dB,1.79325357344316e+002°)
1.69824365246174e+002	(-2.49672124502471e+000dB,1.79309634874706e+002°)
1.73780082874937e+002	(-2.49662277027033e+000dB,1.79293545607730e+002°)
1.77827941003892e+002	(-2.49651965414159e+000dB,1.79277080958509e+002°)
1.81970085860998e+002	(-2.49641167785854e+000dB,1.79260232139252e+002°)
1.86208713666287e+002	(-2.49629861232669e+000dB,1.79242990154328e+002°)
1.90546071796324e+002	(-2.49618021765052e+000dB,1.79225345795190e+002°)
1.94984459975804e+002	(-2.49605624262412e+000dB,1.79207289635181e+002°)
1.99526231496888e+002	(-2.49592642419768e+000dB,1.79188812024191e+002°)
2.04173794466953e+002	(-2.49579048691876e+000dB,1.79169903083175e+002°)
2.08929613085404e+002	(-2.49564814234757e+000dB,1.79150552698522e+002°)
2.13796208950223e+002	(-2.49549908844380e+000dB,1.79130750516273e+002°)
2.18776162394955e+002	(-2.49534300892551e+000dB,1.79110485936181e+002°)
2.23872113856834e+002	(-2.49517957259693e+000dB,1.79089748105605e+002°)
2.29086765276777e+002	(-2.49500843264504e+000dB,1.79068525913242e+002°)
2.34422881531992e+002	(-2.49482922590275e+000dB,1.79046807982680e+002°)
2.39883291901949e+002	(-2.49464157207696e+000dB,1.79024582665767e+002°)
2.45470891568503e+002	(-2.49444507294076e+000dB,1.79001838035805e+002°)
2.51188643150958e+002	(-2.49423931148714e+000dB,1.78978561880538e+002°)
2.57039578276886e+002	(-2.49402385104256e+000dB,1.78954741694947e+002°)
2.63026799189538e+002	(-2.49379823433878e+000dB,1.78930364673833e+002°)
2.69153480392691e+002	(-2.49356198254108e+000dB,1.78905417704192e+002°)
2.75422870333816e+002	(-2.49331459423007e+000dB,1.78879887357353e+002°)
2.81838293126445e+002	(-2.49305554433573e+000dB,1.78853759880898e+002°)
2.88403150312660e+002	(-2.49278428302076e+000dB,1.78827021190332e+002°)
2.95120922666638e+002	(-2.49250023451155e+000dB,1.78799656860505e+002°)
3.01995172040201e+002	(-2.49220279587322e+000dB,1.78771652116773e+002°)
3.09029543251358e+002	(-2.49189133572744e+000dB,1.78742991825894e+002°)
3.16227766016837e+002	(-2.49156519290902e+000dB,1.78713660486627e+002°)
3.23593656929628e+002	(-2.49122367505922e+000dB,1.78683642220057e+002°)
3.31131121482590e+002	(-2.49086605715225e+000dB,1.78652920759598e+002°)
3.38844156139202e+002	(-2.49049157995246e+000dB,1.78621479440687e+002°)
3.46736850452531e+002	(-2.49009944839794e+000dB,1.78589301190141e+002°)
3.54813389233575e+002	(-2.48968882990780e+000dB,1.78556368515166e+002°)
3.63078054770101e+002	(-2.48925885260944e+000dB,1.78522663492013e+002°)
3.71535229097172e+002	(-2.48880860348164e+000dB,1.78488167754243e+002°)
3.80189396320560e+002	(-2.48833712640948e+000dB,1.78452862480605e+002°)
3.89045144994280e+002	(-2.48784342014754e+000dB,1.78416728382498e+002°)
3.98107170553496e+002	(-2.48732643618610e+000dB,1.78379745691003e+002°)
4.07380277804112e+002	(-2.48678507651616e+000dB,1.78341894143455e+002°)
4.16869383470335e+002	(-2.48621819128875e+000dB,1.78303152969553e+002°)
4.26579518801592e+002	(-2.48562457636284e+000dB,1.78263500876958e+002°)
4.36515832240165e+002	(-2.48500297073690e+000dB,1.78222916036381e+002°)
4.46683592150962e+002	(-2.48435205385867e+000dB,1.78181376066118e+002°)
4.57088189614874e+002	(-2.48367044280707e+000dB,1.78138858016012e+002°)
4.67735141287197e+002	(-2.48295668933988e+000dB,1.78095338350813e+002°)
