Freq.	V(vout)/V(vin)
1.17489755493952e+002	(7.65677309285439e+001dB,9.72854334145885e+001°)
1.17760597352080e+002	(7.65480519204889e+001dB,9.72688520571153e+001°)
1.18032063565172e+002	(7.65283714611732e+001dB,9.72523076047677e+001°)
1.18304155572516e+002	(7.65086895570521e+001dB,9.72357999808597e+001°)
1.18576874816716e+002	(7.64890062145532e+001dB,9.72193291088269e+001°)
1.18850222743701e+002	(7.64693214400765e+001dB,9.72028949122269e+001°)
1.19124200802737e+002	(7.64496352399942e+001dB,9.71864973147389e+001°)
1.19398810446427e+002	(7.64299476206515e+001dB,9.71701362401642e+001°)
1.19674053130724e+002	(7.64102585883660e+001dB,9.71538116124263e+001°)
1.19949930314937e+002	(7.63905681494282e+001dB,9.71375233555706e+001°)
1.20226443461741e+002	(7.63708763101013e+001dB,9.71212713937644e+001°)
1.20503594037179e+002	(7.63511830766218e+001dB,9.71050556512977e+001°)
1.20781383510677e+002	(7.63314884551991e+001dB,9.70888760525824e+001°)
1.21059813355048e+002	(7.63117924520160e+001dB,9.70727325221529e+001°)
1.21338885046497e+002	(7.62920950732285e+001dB,9.70566249846657e+001°)
1.21618600064636e+002	(7.62723963249661e+001dB,9.70405533649002e+001°)
1.21898959892486e+002	(7.62526962133319e+001dB,9.70245175877577e+001°)
1.22179966016487e+002	(7.62329947444024e+001dB,9.70085175782624e+001°)
1.22461619926504e+002	(7.62132919242282e+001dB,9.69925532615610e+001°)
1.22743923115840e+002	(7.61935877588336e+001dB,9.69766245629226e+001°)
1.23026877081238e+002	(7.61738822542169e+001dB,9.69607314077391e+001°)
1.23310483322890e+002	(7.61541754163504e+001dB,9.69448737215250e+001°)
1.23594743344450e+002	(7.61344672511807e+001dB,9.69290514299177e+001°)
1.23879658653036e+002	(7.61147577646285e+001dB,9.69132644586771e+001°)
1.24165230759240e+002	(7.60950469625892e+001dB,9.68975127336860e+001°)
1.24451461177138e+002	(7.60753348509324e+001dB,9.68817961809499e+001°)
1.24738351424294e+002	(7.60556214355025e+001dB,9.68661147265972e+001°)
1.25025903021771e+002	(7.60359067221184e+001dB,9.68504682968793e+001°)
1.25314117494141e+002	(7.60161907165739e+001dB,9.68348568181703e+001°)
1.25602996369487e+002	(7.59964734246378e+001dB,9.68192802169671e+001°)
1.25892541179416e+002	(7.59767548520537e+001dB,9.68037384198898e+001°)
1.26182753459066e+002	(7.59570350045405e+001dB,9.67882313536813e+001°)
1.26473634747114e+002	(7.59373138877922e+001dB,9.67727589452074e+001°)
1.26765186585784e+002	(7.59175915074782e+001dB,9.67573211214570e+001°)
1.27057410520853e+002	(7.58978678692431e+001dB,9.67419178095418e+001°)
1.27350308101665e+002	(7.58781429787073e+001dB,9.67265489366967e+001°)
1.27643880881134e+002	(7.58584168414666e+001dB,9.67112144302795e+001°)
1.27938130415752e+002	(7.58386894630925e+001dB,9.66959142177708e+001°)
1.28233058265601e+002	(7.58189608491325e+001dB,9.66806482267748e+001°)
1.28528665994361e+002	(7.57992310051098e+001dB,9.66654163850179e+001°)
1.28824955169313e+002	(7.57794999365237e+001dB,9.66502186203502e+001°)
1.29121927361353e+002	(7.57597676488496e+001dB,9.66350548607445e+001°)
1.29419584144998e+002	(7.57400341475390e+001dB,9.66199250342965e+001°)
1.29717927098395e+002	(7.57202994380199e+001dB,9.66048290692253e+001°)
1.30016957803328e+002	(7.57005635256965e+001dB,9.65897668938726e+001°)
1.30316677845229e+002	(7.56808264159496e+001dB,9.65747384367033e+001°)
1.30617088813183e+002	(7.56610881141366e+001dB,9.65597436263051e+001°)
1.30918192299940e+002	(7.56413486255914e+001dB,9.65447823913889e+001°)
1.31219989901920e+002	(7.56216079556249e+001dB,9.65298546607885e+001°)
1.31522483219223e+002	(7.56018661095248e+001dB,9.65149603634605e+001°)
1.31825673855640e+002	(7.55821230925557e+001dB,9.65000994284846e+001°)
1.32129563418657e+002	(7.55623789099593e+001dB,9.64852717850631e+001°)
1.32434153519466e+002	(7.55426335669545e+001dB,9.64704773625217e+001°)
1.32739445772973e+002	(7.55228870687375e+001dB,9.64557160903085e+001°)
1.33045441797808e+002	(7.55031394204817e+001dB,9.64409878979946e+001°)
1.33352143216332e+002	(7.54833906273379e+001dB,9.64262927152740e+001°)
1.33659551654643e+002	(7.54636406944348e+001dB,9.64116304719634e+001°)
1.33967668742593e+002	(7.54438896268782e+001dB,9.63970010980022e+001°)
1.34276496113786e+002	(7.54241374297520e+001dB,9.63824045234528e+001°)
1.34586035405594e+002	(7.54043841081177e+001dB,9.63678406784999e+001°)
1.34896288259165e+002	(7.53846296670149e+001dB,9.63533094934513e+001°)
1.35207256319427e+002	(7.53648741114609e+001dB,9.63388108987371e+001°)
1.35518941235103e+002	(7.53451174464515e+001dB,9.63243448249102e+001°)
1.35831344658715e+002	(7.53253596769602e+001dB,9.63099112026460e+001°)
1.36144468246594e+002	(7.53056008079390e+001dB,9.62955099627423e+001°)
1.36458313658892e+002	(7.52858408443184e+001dB,9.62811410361197e+001°)
1.36772882559584e+002	(7.52660797910071e+001dB,9.62668043538209e+001°)
1.37088176616484e+002	(7.52463176528923e+001dB,9.62524998470113e+001°)
1.37404197501251e+002	(7.52265544348401e+001dB,9.62382274469785e+001°)
1.37720946889394e+002	(7.52067901416950e+001dB,9.62239870851323e+001°)
1.38038426460288e+002	(7.51870247782805e+001dB,9.62097786930051e+001°)
1.38356637897177e+002	(7.51672583493989e+001dB,9.61956022022511e+001°)
1.38675582887188e+002	(7.51474908598314e+001dB,9.61814575446471e+001°)
1.38995263121334e+002	(7.51277223143386e+001dB,9.61673446520917e+001°)
1.39315680294529e+002	(7.51079527176598e+001dB,9.61532634566057e+001°)
1.39636836105593e+002	(7.50881820745137e+001dB,9.61392138903319e+001°)
1.39958732257261e+002	(7.50684103895985e+001dB,9.61251958855351e+001°)
1.40281370456195e+002	(7.50486376675916e+001dB,9.61112093746018e+001°)
1.40604752412990e+002	(7.50288639131498e+001dB,9.60972542900406e+001°)
1.40928879842186e+002	(7.50090891309099e+001dB,9.60833305644818e+001°)
1.41253754462274e+002	(7.49893133254879e+001dB,9.60694381306773e+001°)
1.41579377995707e+002	(7.49695365014797e+001dB,9.60555769215009e+001°)
1.41905752168908e+002	(7.49497586634613e+001dB,9.60417468699477e+001°)
1.42232878712281e+002	(7.49299798159881e+001dB,9.60279479091345e+001°)
1.42560759360218e+002	(7.49101999635959e+001dB,9.60141799722998e+001°)
1.42889395851109e+002	(7.48904191108005e+001dB,9.60004429928030e+001°)
1.43218789927353e+002	(7.48706372620978e+001dB,9.59867369041253e+001°)
1.43548943335365e+002	(7.48508544219640e+001dB,9.59730616398688e+001°)
1.43879857825583e+002	(7.48310705948556e+001dB,9.59594171337572e+001°)
1.44211535152486e+002	(7.48112857852095e+001dB,9.59458033196349e+001°)
1.44543977074592e+002	(7.47914999974432e+001dB,9.59322201314677e+001°)
1.44877185354475e+002	(7.47717132359546e+001dB,9.59186675033422e+001°)
1.45211161758773e+002	(7.47519255051224e+001dB,9.59051453694659e+001°)
1.45545908058195e+002	(7.47321368093061e+001dB,9.58916536641671e+001°)
1.45881426027534e+002	(7.47123471528458e+001dB,9.58781923218951e+001°)
1.46217717445671e+002	(7.46925565400626e+001dB,9.58647612772197e+001°)
1.46554784095590e+002	(7.46727649752587e+001dB,9.58513604648311e+001°)
1.46892627764385e+002	(7.46529724627173e+001dB,9.58379898195404e+001°)
1.47231250243271e+002	(7.46331790067026e+001dB,9.58246492762789e+001°)
1.47570653327588e+002	(7.46133846114602e+001dB,9.58113387700983e+001°)
1.47910838816819e+002	(7.45935892812169e+001dB,9.57980582361706e+001°)
1.48251808514594e+002	(7.45737930201809e+001dB,9.57848076097878e+001°)
1.48593564228699e+002	(7.45539958325420e+001dB,9.57715868263624e+001°)
1.48936107771090e+002	(7.45341977224712e+001dB,9.57583958214264e+001°)
1.49279440957898e+002	(7.45143986941215e+001dB,9.57452345306322e+001°)
1.49623565609442e+002	(7.44945987516273e+001dB,9.57321028897518e+001°)
1.49968483550236e+002	(7.44747978991048e+001dB,9.57190008346768e+001°)
1.50314196609001e+002	(7.44549961406524e+001dB,9.57059283014188e+001°)
1.50660706618673e+002	(7.44351934803498e+001dB,9.56928852261087e+001°)
1.51008015416413e+002	(7.44153899222593e+001dB,9.56798715449970e+001°)
1.51356124843619e+002	(7.43955854704248e+001dB,9.56668871944535e+001°)
1.51705036745932e+002	(7.43757801288728e+001dB,9.56539321109673e+001°)
1.52054752973248e+002	(7.43559739016115e+001dB,9.56410062311468e+001°)
1.52405275379728e+002	(7.43361667926320e+001dB,9.56281094917193e+001°)
1.52756605823806e+002	(7.43163588059072e+001dB,9.56152418295313e+001°)
1.53108746168202e+002	(7.42965499453929e+001dB,9.56024031815480e+001°)
1.53461698279928e+002	(7.42767402150270e+001dB,9.55895934848534e+001°)
1.53815464030302e+002	(7.42569296187305e+001dB,9.55768126766505e+001°)
1.54170045294954e+002	(7.42371181604066e+001dB,9.55640606942604e+001°)
1.54525443953840e+002	(7.42173058439416e+001dB,9.55513374751233e+001°)
1.54881661891247e+002	(7.41974926732044e+001dB,9.55386429567971e+001°)
1.55238700995807e+002	(7.41776786520468e+001dB,9.55259770769586e+001°)
1.55596563160506e+002	(7.41578637843037e+001dB,9.55133397734025e+001°)
1.55955250282694e+002	(7.41380480737930e+001dB,9.55007309840414e+001°)
1.56314764264094e+002	(7.41182315243155e+001dB,9.54881506469063e+001°)
1.56675107010813e+002	(7.40984141396555e+001dB,9.54755987001457e+001°)
1.57036280433354e+002	(7.40785959235803e+001dB,9.54630750820261e+001°)
1.57398286446620e+002	(7.40587768798407e+001dB,9.54505797309314e+001°)
1.57761126969933e+002	(7.40389570121708e+001dB,9.54381125853633e+001°)
1.58124803927037e+002	(7.40191363242881e+001dB,9.54256735839408e+001°)
1.58489319246110e+002	(7.39993148198938e+001dB,9.54132626654001e+001°)
1.58854674859776e+002	(7.39794925026726e+001dB,9.54008797685949e+001°)
1.59220872705115e+002	(7.39596693762928e+001dB,9.53885248324957e+001°)
1.59587914723672e+002	(7.39398454444067e+001dB,9.53761977961902e+001°)
1.59955802861465e+002	(7.39200207106501e+001dB,9.53638985988827e+001°)
1.60324539069002e+002	(7.39001951786429e+001dB,9.53516271798946e+001°)
1.60694125301286e+002	(7.38803688519889e+001dB,9.53393834786636e+001°)
1.61064563517825e+002	(7.38605417342759e+001dB,9.53271674347441e+001°)
1.61435855682647e+002	(7.38407138290758e+001dB,9.53149789878070e+001°)
1.61808003764305e+002	(7.38208851399446e+001dB,9.53028180776392e+001°)
1.62181009735891e+002	(7.38010556704226e+001dB,9.52906846441440e+001°)
1.62554875575047e+002	(7.37812254240343e+001dB,9.52785786273407e+001°)
1.62929603263970e+002	(7.37613944042888e+001dB,9.52664999673643e+001°)
1.63305194789432e+002	(7.37415626146792e+001dB,9.52544486044660e+001°)
1.63681652142779e+002	(7.37217300586835e+001dB,9.52424244790124e+001°)
1.64058977319952e+002	(7.37018967397641e+001dB,9.52304275314858e+001°)
1.64437172321491e+002	(7.36820626613679e+001dB,9.52184577024838e+001°)
1.64816239152549e+002	(7.36622278269268e+001dB,9.52065149327195e+001°)
1.65196179822900e+002	(7.36423922398571e+001dB,9.51945991630210e+001°)
1.65576996346951e+002	(7.36225559035601e+001dB,9.51827103343316e+001°)
1.65958690743754e+002	(7.36027188214221e+001dB,9.51708483877095e+001°)
1.66341265037015e+002	(7.35828809968141e+001dB,9.51590132643278e+001°)
1.66724721255104e+002	(7.35630424330922e+001dB,9.51472049054741e+001°)
1.67109061431069e+002	(7.35432031335978e+001dB,9.51354232525508e+001°)
1.67494287602642e+002	(7.35233631016572e+001dB,9.51236682470745e+001°)
1.67880401812254e+002	(7.35035223405819e+001dB,9.51119398306764e+001°)
1.68267406107045e+002	(7.34836808536687e+001dB,9.51002379451015e+001°)
1.68655302538872e+002	(7.34638386442000e+001dB,9.50885625322092e+001°)
1.69044093164324e+002	(7.34439957154432e+001dB,9.50769135339727e+001°)
1.69433780044731e+002	(7.34241520706513e+001dB,9.50652908924788e+001°)
1.69824365246172e+002	(7.34043077130630e+001dB,9.50536945499284e+001°)
1.70215850839493e+002	(7.33844626459023e+001dB,9.50421244486354e+001°)
1.70608238900310e+002	(7.33646168723791e+001dB,9.50305805310275e+001°)
1.71001531509027e+002	(7.33447703956889e+001dB,9.50190627396455e+001°)
1.71395730750840e+002	(7.33249232190129e+001dB,9.50075710171433e+001°)
1.71790838715757e+002	(7.33050753455183e+001dB,9.49961053062879e+001°)
1.72186857498599e+002	(7.32852267783580e+001dB,9.49846655499592e+001°)
1.72583789199018e+002	(7.32653775206710e+001dB,9.49732516911495e+001°)
1.72981635921508e+002	(7.32455275755822e+001dB,9.49618636729641e+001°)
1.73380399775412e+002	(7.32256769462027e+001dB,9.49505014386205e+001°)
1.73780082874935e+002	(7.32058256356297e+001dB,9.49391649314487e+001°)
1.74180687339159e+002	(7.31859736469465e+001dB,9.49278540948907e+001°)
1.74582215292048e+002	(7.31661209832227e+001dB,9.49165688725007e+001°)
1.74984668862463e+002	(7.31462676475144e+001dB,9.49053092079447e+001°)
1.75388050184174e+002	(7.31264136428637e+001dB,9.48940750450005e+001°)
1.75792361395867e+002	(7.31065589722995e+001dB,9.48828663275575e+001°)
1.76197604641161e+002	(7.30867036388369e+001dB,9.48716829996168e+001°)
1.76603782068614e+002	(7.30668476454778e+001dB,9.48605250052905e+001°)
1.77010895831740e+002	(7.30469909952105e+001dB,9.48493922888022e+001°)
1.77418948089014e+002	(7.30271336910101e+001dB,9.48382847944864e+001°)
1.77827941003890e+002	(7.30072757358383e+001dB,9.48272024667887e+001°)
1.78237876744807e+002	(7.29874171326437e+001dB,9.48161452502654e+001°)
1.78648757485203e+002	(7.29675578843618e+001dB,9.48051130895833e+001°)
1.79060585403527e+002	(7.29476979939147e+001dB,9.47941059295199e+001°)
1.79473362683250e+002	(7.29278374642117e+001dB,9.47831237149630e+001°)
1.79887091512876e+002	(7.29079762981491e+001dB,9.47721663909108e+001°)
1.80301774085954e+002	(7.28881144986101e+001dB,9.47612339024711e+001°)
1.80717412601090e+002	(7.28682520684652e+001dB,9.47503261948622e+001°)
1.81134009261958e+002	(7.28483890105720e+001dB,9.47394432134118e+001°)
1.81551566277311e+002	(7.28285253277753e+001dB,9.47285849035574e+001°)
1.81970085860996e+002	(7.28086610229072e+001dB,9.47177512108460e+001°)
1.82389570231961e+002	(7.27887960987873e+001dB,9.47069420809339e+001°)
1.82810021614272e+002	(7.27689305582223e+001dB,9.46961574595865e+001°)
1.83231442237119e+002	(7.27490644040066e+001dB,9.46853972926786e+001°)
1.83653834334832e+002	(7.27291976389220e+001dB,9.46746615261936e+001°)
1.84077200146893e+002	(7.27093302657378e+001dB,9.46639501062238e+001°)
1.84501541917945e+002	(7.26894622872111e+001dB,9.46532629789701e+001°)
1.84926861897805e+002	(7.26695937060865e+001dB,9.46426000907419e+001°)
1.85353162341478e+002	(7.26497245250963e+001dB,9.46319613879568e+001°)
1.85780445509167e+002	(7.26298547469609e+001dB,9.46213468171407e+001°)
1.86208713666284e+002	(7.26099843743881e+001dB,9.46107563249276e+001°)
1.86637969083464e+002	(7.25901134100737e+001dB,9.46001898580592e+001°)
1.87068214036577e+002	(7.25702418567017e+001dB,9.45896473633850e+001°)
1.87499450806739e+002	(7.25503697169438e+001dB,9.45791287878622e+001°)
1.87931681680324e+002	(7.25304969934598e+001dB,9.45686340785552e+001°)
1.88364908948977e+002	(7.25106236888977e+001dB,9.45581631826359e+001°)
1.88799134909627e+002	(7.24907498058934e+001dB,9.45477160473833e+001°)
1.89234361864495e+002	(7.24708753470713e+001dB,9.45372926201832e+001°)
1.89670592121112e+002	(7.24510003150439e+001dB,9.45268928485284e+001°)
1.90107827992327e+002	(7.24311247124120e+001dB,9.45165166800184e+001°)
1.90546071796322e+002	(7.24112485417646e+001dB,9.45061640623590e+001°)
1.90985325856621e+002	(7.23913718056795e+001dB,9.44958349433627e+001°)
1.91425592502106e+002	(7.23714945067225e+001dB,9.44855292709480e+001°)
1.91866874067026e+002	(7.23516166474481e+001dB,9.44752469931396e+001°)
1.92309172891013e+002	(7.23317382303995e+001dB,9.44649880580679e+001°)
1.92752491319091e+002	(7.23118592581082e+001dB,9.44547524139694e+001°)
1.93196831701689e+002	(7.22919797330946e+001dB,9.44445400091859e+001°)
1.93642196394658e+002	(7.22720996578677e+001dB,9.44343507921649e+001°)
1.94088587759275e+002	(7.22522190349252e+001dB,9.44241847114589e+001°)
1.94536008162263e+002	(7.22323378667537e+001dB,9.44140417157260e+001°)
1.94984459975802e+002	(7.22124561558286e+001dB,9.44039217537289e+001°)
1.95433945577536e+002	(7.21925739046141e+001dB,9.43938247743353e+001°)
1.95884467350596e+002	(7.21726911155635e+001dB,9.43837507265176e+001°)
1.96336027683602e+002	(7.21528077911190e+001dB,9.43736995593528e+001°)
1.96788628970681e+002	(7.21329239337120e+001dB,9.43636712220220e+001°)
1.97242273611482e+002	(7.21130395457627e+001dB,9.43536656638109e+001°)
1.97696964011183e+002	(7.20931546296808e+001dB,9.43436828341090e+001°)
1.98152702580507e+002	(7.20732691878647e+001dB,9.43337226824099e+001°)
1.98609491735734e+002	(7.20533832227026e+001dB,9.43237851583107e+001°)
1.99067333898716e+002	(7.20334967365716e+001dB,9.43138702115124e+001°)
1.99526231496885e+002	(7.20136097318381e+001dB,9.43039777918192e+001°)
1.99986186963271e+002	(7.19937222108582e+001dB,9.42941078491388e+001°)
2.00447202736513e+002	(7.19738341759770e+001dB,9.42842603334819e+001°)
2.00909281260870e+002	(7.19539456295295e+001dB,9.42744351949622e+001°)
2.01372424986236e+002	(7.19340565738399e+001dB,9.42646323837962e+001°)
2.01836636368153e+002	(7.19141670112220e+001dB,9.42548518503032e+001°)
2.02301917867824e+002	(7.18942769439794e+001dB,9.42450935449047e+001°)
2.02768271952125e+002	(7.18743863744051e+001dB,9.42353574181249e+001°)
2.03235701093619e+002	(7.18544953047819e+001dB,9.42256434205900e+001°)
2.03704207770569e+002	(7.18346037373823e+001dB,9.42159515030282e+001°)
2.04173794466950e+002	(7.18147116744688e+001dB,9.42062816162697e+001°)
2.04644463672464e+002	(7.17948191182934e+001dB,9.41966337112464e+001°)
2.05116217882553e+002	(7.17749260710983e+001dB,9.41870077389917e+001°)
2.05589059598411e+002	(7.17550325351153e+001dB,9.41774036506403e+001°)
2.06062991326997e+002	(7.17351385125664e+001dB,9.41678213974283e+001°)
2.06538015581050e+002	(7.17152440056635e+001dB,9.41582609306930e+001°)
2.07014134879101e+002	(7.16953490166085e+001dB,9.41487222018722e+001°)
2.07491351745488e+002	(7.16754535475937e+001dB,9.41392051625050e+001°)
2.07969668710366e+002	(7.16555576008011e+001dB,9.41297097642306e+001°)
2.08449088309726e+002	(7.16356611784032e+001dB,9.41202359587890e+001°)
2.08929613085401e+002	(7.16157642825626e+001dB,9.41107836980205e+001°)
2.09411245585086e+002	(7.15958669154321e+001dB,9.41013529338651e+001°)
2.09893988362349e+002	(7.15759690791551e+001dB,9.40919436183633e+001°)
2.10377843976644e+002	(7.15560707758651e+001dB,9.40825557036552e+001°)
2.10862814993325e+002	(7.15361720076859e+001dB,9.40731891419804e+001°)
2.11348903983661e+002	(7.15162727767321e+001dB,9.40638438856781e+001°)
2.11836113524847e+002	(7.14963730851085e+001dB,9.40545198871871e+001°)
2.12324446200018e+002	(7.14764729349105e+001dB,9.40452170990448e+001°)
2.12813904598268e+002	(7.14565723282240e+001dB,9.40359354738882e+001°)
2.13304491314654e+002	(7.14366712671256e+001dB,9.40266749644527e+001°)
2.13796208950220e+002	(7.14167697536827e+001dB,9.40174355235727e+001°)
2.14289060112002e+002	(7.13968677899530e+001dB,9.40082171041810e+001°)
2.14783047413050e+002	(7.13769653779852e+001dB,9.39990196593088e+001°)
2.15278173472434e+002	(7.13570625198187e+001dB,9.39898431420853e+001°)
2.15774440915263e+002	(7.13371592174838e+001dB,9.39806875057382e+001°)
2.16271852372698e+002	(7.13172554730015e+001dB,9.39715527035927e+001°)
2.16770410481966e+002	(7.12973512883838e+001dB,9.39624386890718e+001°)
2.17270117886371e+002	(7.12774466656336e+001dB,9.39533454156962e+001°)
2.17770977235312e+002	(7.12575416067448e+001dB,9.39442728370839e+001°)
2.18272991184296e+002	(7.12376361137023e+001dB,9.39352209069502e+001°)
2.18776162394951e+002	(7.12177301884820e+001dB,9.39261895791074e+001°)
2.19280493535041e+002	(7.11978238330510e+001dB,9.39171788074649e+001°)
2.19785987278479e+002	(7.11779170493674e+001dB,9.39081885460287e+001°)
2.20292646305342e+002	(7.11580098393805e+001dB,9.38992187489013e+001°)
2.20800473301886e+002	(7.11381022050310e+001dB,9.38902693702820e+001°)
2.21309470960560e+002	(7.11181941482507e+001dB,9.38813403644661e+001°)
2.21819641980018e+002	(7.10982856709625e+001dB,9.38724316858450e+001°)
2.22330989065136e+002	(7.10783767750809e+001dB,9.38635432889062e+001°)
2.22843514927026e+002	(7.10584674625118e+001dB,9.38546751282330e+001°)
2.23357222283049e+002	(7.10385577351522e+001dB,9.38458271585043e+001°)
2.23872113856830e+002	(7.10186475948909e+001dB,9.38369993344942e+001°)
2.24388192378273e+002	(7.09987370436079e+001dB,9.38281916110727e+001°)
2.24905460583574e+002	(7.09788260831748e+001dB,9.38194039432044e+001°)
2.25423921215239e+002	(7.09589147154548e+001dB,9.38106362859491e+001°)
2.25943577022094e+002	(7.09390029423027e+001dB,9.38018885944616e+001°)
2.26464430759302e+002	(7.09190907655648e+001dB,9.37931608239910e+001°)
2.26986485188378e+002	(7.08991781870792e+001dB,9.37844529298813e+001°)
2.27509743077203e+002	(7.08792652086757e+001dB,9.37757648675704e+001°)
2.28034207200038e+002	(7.08593518321758e+001dB,9.37670965925909e+001°)
2.28559880337539e+002	(7.08394380593928e+001dB,9.37584480605690e+001°)
2.29086765276773e+002	(7.08195238921317e+001dB,9.37498192272249e+001°)
2.29614864811232e+002	(7.07996093321895e+001dB,9.37412100483726e+001°)
2.30144181740846e+002	(7.07796943813551e+001dB,9.37326204799195e+001°)
2.30674718872003e+002	(7.07597790414090e+001dB,9.37240504778665e+001°)
2.31206479017555e+002	(7.07398633141242e+001dB,9.37154999983075e+001°)
2.31739464996843e+002	(7.07199472012652e+001dB,9.37069689974297e+001°)
2.32273679635706e+002	(7.07000307045888e+001dB,9.36984574315130e+001°)
