Freq.	V(vout)/V(vin)
1.10407861990207e+002	(7.93639316610196e+001dB,9.73414443249519e+001°)
1.10662378397766e+002	(7.93442917596865e+001dB,9.73229014923064e+001°)
1.10917481526240e+002	(7.93246502097908e+001dB,9.73043955251221e+001°)
1.11173172728159e+002	(7.93050070185246e+001dB,9.72859263384995e+001°)
1.11429453359173e+002	(7.92853621930491e+001dB,9.72674938476464e+001°)
1.11686324778056e+002	(7.92657157404940e+001dB,9.72490979678783e+001°)
1.11943788346715e+002	(7.92460676679586e+001dB,9.72307386146183e+001°)
1.12201845430196e+002	(7.92264179825109e+001dB,9.72124157033971e+001°)
1.12460497396692e+002	(7.92067666911886e+001dB,9.71941291498534e+001°)
1.12719745617551e+002	(7.91871138009989e+001dB,9.71758788697337e+001°)
1.12979591467279e+002	(7.91674593189183e+001dB,9.71576647788928e+001°)
1.13240036323555e+002	(7.91478032518931e+001dB,9.71394867932935e+001°)
1.13501081567231e+002	(7.91281456068394e+001dB,9.71213448290070e+001°)
1.13762728582343e+002	(7.91084863906433e+001dB,9.71032388022127e+001°)
1.14024978756117e+002	(7.90888256101608e+001dB,9.70851686291985e+001°)
1.14287833478977e+002	(7.90691632722182e+001dB,9.70671342263609e+001°)
1.14551294144553e+002	(7.90494993836119e+001dB,9.70491355102050e+001°)
1.14815362149688e+002	(7.90298339511088e+001dB,9.70311723973447e+001°)
1.15080038894443e+002	(7.90101669814463e+001dB,9.70132448045025e+001°)
1.15345325782109e+002	(7.89904984813323e+001dB,9.69953526485100e+001°)
1.15611224219209e+002	(7.89708284574455e+001dB,9.69774958463076e+001°)
1.15877735615512e+002	(7.89511569164355e+001dB,9.69596743149447e+001°)
1.16144861384034e+002	(7.89314838649227e+001dB,9.69418879715799e+001°)
1.16412602941049e+002	(7.89118093094986e+001dB,9.69241367334809e+001°)
1.16680961706096e+002	(7.88921332567262e+001dB,9.69064205180247e+001°)
1.16949939101987e+002	(7.88724557131392e+001dB,9.68887392426976e+001°)
1.17219536554813e+002	(7.88527766852431e+001dB,9.68710928250950e+001°)
1.17489755493952e+002	(7.88330961795149e+001dB,9.68534811829221e+001°)
1.17760597352080e+002	(7.88134142024031e+001dB,9.68359042339932e+001°)
1.18032063565172e+002	(7.87937307603279e+001dB,9.68183618962324e+001°)
1.18304155572516e+002	(7.87740458596815e+001dB,9.68008540876734e+001°)
1.18576874816716e+002	(7.87543595068279e+001dB,9.67833807264591e+001°)
1.18850222743701e+002	(7.87346717081032e+001dB,9.67659417308425e+001°)
1.19124200802737e+002	(7.87149824698159e+001dB,9.67485370191861e+001°)
1.19398810446427e+002	(7.86952917982463e+001dB,9.67311665099622e+001°)
1.19674053130724e+002	(7.86755996996474e+001dB,9.67138301217530e+001°)
1.19949930314937e+002	(7.86559061802449e+001dB,9.66965277732503e+001°)
1.20226443461741e+002	(7.86362112462366e+001dB,9.66792593832558e+001°)
1.20503594037179e+002	(7.86165149037934e+001dB,9.66620248706813e+001°)
1.20781383510677e+002	(7.85968171590588e+001dB,9.66448241545483e+001°)
1.21059813355048e+002	(7.85771180181493e+001dB,9.66276571539883e+001°)
1.21338885046497e+002	(7.85574174871545e+001dB,9.66105237882429e+001°)
1.21618600064636e+002	(7.85377155721370e+001dB,9.65934239766634e+001°)
1.21898959892486e+002	(7.85180122791328e+001dB,9.65763576387114e+001°)
1.22179966016487e+002	(7.84983076141511e+001dB,9.65593246939583e+001°)
1.22461619926504e+002	(7.84786015831745e+001dB,9.65423250620858e+001°)
1.22743923115840e+002	(7.84588941921594e+001dB,9.65253586628854e+001°)
1.23026877081238e+002	(7.84391854470356e+001dB,9.65084254162589e+001°)
1.23310483322890e+002	(7.84194753537069e+001dB,9.64915252422180e+001°)
1.23594743344450e+002	(7.83997639180507e+001dB,9.64746580608845e+001°)
1.23879658653036e+002	(7.83800511459185e+001dB,9.64578237924904e+001°)
1.24165230759240e+002	(7.83603370431360e+001dB,9.64410223573777e+001°)
1.24451461177138e+002	(7.83406216155029e+001dB,9.64242536759986e+001°)
1.24738351424294e+002	(7.83209048687931e+001dB,9.64075176689153e+001°)
1.25025903021771e+002	(7.83011868087551e+001dB,9.63908142568000e+001°)
1.25314117494141e+002	(7.82814674411117e+001dB,9.63741433604352e+001°)
1.25602996369487e+002	(7.82617467715604e+001dB,9.63575049007133e+001°)
1.25892541179416e+002	(7.82420248057733e+001dB,9.63408987986368e+001°)
1.26182753459066e+002	(7.82223015493973e+001dB,9.63243249753184e+001°)
1.26473634747114e+002	(7.82025770080541e+001dB,9.63077833519806e+001°)
1.26765186585784e+002	(7.81828511873404e+001dB,9.62912738499562e+001°)
1.27057410520853e+002	(7.81631240928282e+001dB,9.62747963906877e+001°)
1.27350308101665e+002	(7.81433957300644e+001dB,9.62583508957279e+001°)
1.27643880881134e+002	(7.81236661045712e+001dB,9.62419372867392e+001°)
1.27938130415752e+002	(7.81039352218463e+001dB,9.62255554854944e+001°)
1.28233058265601e+002	(7.80842030873628e+001dB,9.62092054138758e+001°)
1.28528665994361e+002	(7.80644697065693e+001dB,9.61928869938758e+001°)
1.28824955169313e+002	(7.80447350848901e+001dB,9.61766001475966e+001°)
1.29121927361353e+002	(7.80249992277253e+001dB,9.61603447972504e+001°)
1.29419584144998e+002	(7.80052621404509e+001dB,9.61441208651589e+001°)
1.29717927098395e+002	(7.79855238284186e+001dB,9.61279282737537e+001°)
1.30016957803328e+002	(7.79657842969565e+001dB,9.61117669455763e+001°)
1.30316677845229e+002	(7.79460435513685e+001dB,9.60956368032776e+001°)
1.30617088813183e+002	(7.79263015969349e+001dB,9.60795377696183e+001°)
1.30918192299940e+002	(7.79065584389124e+001dB,9.60634697674687e+001°)
1.31219989901920e+002	(7.78868140825340e+001dB,9.60474327198087e+001°)
1.31522483219223e+002	(7.78670685330092e+001dB,9.60314265497277e+001°)
1.31825673855640e+002	(7.78473217955243e+001dB,9.60154511804245e+001°)
1.32129563418657e+002	(7.78275738752419e+001dB,9.59995065352073e+001°)
1.32434153519466e+002	(7.78078247773018e+001dB,9.59835925374938e+001°)
1.32739445772973e+002	(7.77880745068205e+001dB,9.59677091108111e+001°)
1.33045441797808e+002	(7.77683230688916e+001dB,9.59518561787952e+001°)
1.33352143216332e+002	(7.77485704685855e+001dB,9.59360336651917e+001°)
1.33659551654643e+002	(7.77288167109501e+001dB,9.59202414938551e+001°)
1.33967668742593e+002	(7.77090618010103e+001dB,9.59044795887493e+001°)
1.34276496113786e+002	(7.76893057437685e+001dB,9.58887478739468e+001°)
1.34586035405594e+002	(7.76695485442044e+001dB,9.58730462736294e+001°)
1.34896288259165e+002	(7.76497902072752e+001dB,9.58573747120878e+001°)
1.35207256319427e+002	(7.76300307379160e+001dB,9.58417331137213e+001°)
1.35518941235103e+002	(7.76102701410393e+001dB,9.58261214030383e+001°)
1.35831344658715e+002	(7.75905084215354e+001dB,9.58105395046558e+001°)
1.36144468246594e+002	(7.75707455842727e+001dB,9.57949873432992e+001°)
1.36458313658892e+002	(7.75509816340974e+001dB,9.57794648438028e+001°)
1.36772882559584e+002	(7.75312165758337e+001dB,9.57639719311093e+001°)
1.37088176616484e+002	(7.75114504142840e+001dB,9.57485085302697e+001°)
1.37404197501251e+002	(7.74916831542291e+001dB,9.57330745664435e+001°)
1.37720946889394e+002	(7.74719148004278e+001dB,9.57176699648985e+001°)
1.38038426460288e+002	(7.74521453576176e+001dB,9.57022946510105e+001°)
1.38356637897177e+002	(7.74323748305143e+001dB,9.56869485502636e+001°)
1.38675582887188e+002	(7.74126032238123e+001dB,9.56716315882497e+001°)
1.38995263121334e+002	(7.73928305421847e+001dB,9.56563436906689e+001°)
1.39315680294529e+002	(7.73730567902834e+001dB,9.56410847833291e+001°)
1.39636836105593e+002	(7.73532819727390e+001dB,9.56258547921460e+001°)
1.39958732257261e+002	(7.73335060941610e+001dB,9.56106536431427e+001°)
1.40281370456195e+002	(7.73137291591381e+001dB,9.55954812624503e+001°)
1.40604752412990e+002	(7.72939511722379e+001dB,9.55803375763073e+001°)
1.40928879842186e+002	(7.72741721380072e+001dB,9.55652225110595e+001°)
1.41253754462274e+002	(7.72543920609721e+001dB,9.55501359931600e+001°)
1.41579377995707e+002	(7.72346109456380e+001dB,9.55350779491693e+001°)
1.41905752168908e+002	(7.72148287964897e+001dB,9.55200483057550e+001°)
1.42232878712281e+002	(7.71950456179915e+001dB,9.55050469896917e+001°)
1.42560759360218e+002	(7.71752614145872e+001dB,9.54900739278609e+001°)
1.42889395851109e+002	(7.71554761907006e+001dB,9.54751290472511e+001°)
1.43218789927353e+002	(7.71356899507347e+001dB,9.54602122749573e+001°)
1.43548943335365e+002	(7.71159026990728e+001dB,9.54453235381814e+001°)
1.43879857825583e+002	(7.70961144400778e+001dB,9.54304627642317e+001°)
1.44211535152486e+002	(7.70763251780928e+001dB,9.54156298805229e+001°)
1.44543977074592e+002	(7.70565349174408e+001dB,9.54008248145762e+001°)
1.44877185354475e+002	(7.70367436624250e+001dB,9.53860474940187e+001°)
1.45211161758773e+002	(7.70169514173289e+001dB,9.53712978465841e+001°)
1.45545908058195e+002	(7.69971581864161e+001dB,9.53565758001116e+001°)
1.45881426027534e+002	(7.69773639739308e+001dB,9.53418812825466e+001°)
1.46217717445671e+002	(7.69575687840975e+001dB,9.53272142219402e+001°)
1.46554784095590e+002	(7.69377726211213e+001dB,9.53125745464493e+001°)
1.46892627764385e+002	(7.69179754891880e+001dB,9.52979621843360e+001°)
1.47231250243271e+002	(7.68981773924640e+001dB,9.52833770639683e+001°)
1.47570653327588e+002	(7.68783783350964e+001dB,9.52688191138191e+001°)
1.47910838816819e+002	(7.68585783212132e+001dB,9.52542882624669e+001°)
1.48251808514594e+002	(7.68387773549235e+001dB,9.52397844385949e+001°)
1.48593564228699e+002	(7.68189754403171e+001dB,9.52253075709916e+001°)
1.48936107771090e+002	(7.67991725814652e+001dB,9.52108575885501e+001°)
1.49279440957898e+002	(7.67793687824197e+001dB,9.51964344202685e+001°)
1.49623565609442e+002	(7.67595640472143e+001dB,9.51820379952493e+001°)
1.49968483550236e+002	(7.67397583798635e+001dB,9.51676682426993e+001°)
1.50314196609001e+002	(7.67199517843634e+001dB,9.51533250919302e+001°)
1.50660706618673e+002	(7.67001442646916e+001dB,9.51390084723574e+001°)
1.51008015416413e+002	(7.66803358248071e+001dB,9.51247183135007e+001°)
1.51356124843619e+002	(7.66605264686505e+001dB,9.51104545449837e+001°)
1.51705036745932e+002	(7.66407162001443e+001dB,9.50962170965340e+001°)
1.52054752973248e+002	(7.66209050231924e+001dB,9.50820058979828e+001°)
1.52405275379728e+002	(7.66010929416808e+001dB,9.50678208792649e+001°)
1.52756605823806e+002	(7.65812799594772e+001dB,9.50536619704186e+001°)
1.53108746168202e+002	(7.65614660804314e+001dB,9.50395291015855e+001°)
1.53461698279928e+002	(7.65416513083751e+001dB,9.50254222030103e+001°)
1.53815464030302e+002	(7.65218356471222e+001dB,9.50113412050408e+001°)
1.54170045294954e+002	(7.65020191004689e+001dB,9.49972860381279e+001°)
1.54525443953840e+002	(7.64822016721934e+001dB,9.49832566328248e+001°)
1.54881661891247e+002	(7.64623833660563e+001dB,9.49692529197880e+001°)
1.55238700995807e+002	(7.64425641858007e+001dB,9.49552748297758e+001°)
1.55596563160506e+002	(7.64227441351520e+001dB,9.49413222936493e+001°)
1.55955250282694e+002	(7.64029232178184e+001dB,9.49273952423718e+001°)
1.56314764264094e+002	(7.63831014374903e+001dB,9.49134936070084e+001°)
1.56675107010813e+002	(7.63632787978412e+001dB,9.48996173187265e+001°)
1.57036280433354e+002	(7.63434553025269e+001dB,9.48857663087949e+001°)
1.57398286446620e+002	(7.63236309551865e+001dB,9.48719405085843e+001°)
1.57761126969933e+002	(7.63038057594416e+001dB,9.48581398495669e+001°)
1.58124803927037e+002	(7.62839797188968e+001dB,9.48443642633161e+001°)
1.58489319246110e+002	(7.62641528371399e+001dB,9.48306136815066e+001°)
1.58854674859776e+002	(7.62443251177416e+001dB,9.48168880359142e+001°)
1.59220872705115e+002	(7.62244965642558e+001dB,9.48031872584154e+001°)
1.59587914723672e+002	(7.62046671802197e+001dB,9.47895112809877e+001°)
1.59955802861465e+002	(7.61848369691537e+001dB,9.47758600357091e+001°)
1.60324539069002e+002	(7.61650059345614e+001dB,9.47622334547581e+001°)
1.60694125301286e+002	(7.61451740799302e+001dB,9.47486314704134e+001°)
1.61064563517825e+002	(7.61253414087306e+001dB,9.47350540150540e+001°)
1.61435855682647e+002	(7.61055079244169e+001dB,9.47215010211587e+001°)
1.61808003764305e+002	(7.60856736304269e+001dB,9.47079724213062e+001°)
1.62181009735891e+002	(7.60658385301821e+001dB,9.46944681481752e+001°)
1.62554875575047e+002	(7.60460026270877e+001dB,9.46809881345434e+001°)
1.62929603263970e+002	(7.60261659245329e+001dB,9.46675323132883e+001°)
1.63305194789432e+002	(7.60063284258904e+001dB,9.46541006173864e+001°)
1.63681652142779e+002	(7.59864901345172e+001dB,9.46406929799132e+001°)
1.64058977319952e+002	(7.59666510537541e+001dB,9.46273093340434e+001°)
1.64437172321491e+002	(7.59468111869261e+001dB,9.46139496130502e+001°)
1.64816239152549e+002	(7.59269705373422e+001dB,9.46006137503053e+001°)
1.65196179822900e+002	(7.59071291082956e+001dB,9.45873016792791e+001°)
1.65576996346951e+002	(7.58872869030639e+001dB,9.45740133335400e+001°)
1.65958690743754e+002	(7.58674439249088e+001dB,9.45607486467545e+001°)
1.66341265037015e+002	(7.58476001770766e+001dB,9.45475075526873e+001°)
1.66724721255104e+002	(7.58277556627979e+001dB,9.45342899852005e+001°)
1.67109061431069e+002	(7.58079103852877e+001dB,9.45210958782541e+001°)
1.67494287602642e+002	(7.57880643477459e+001dB,9.45079251659053e+001°)
1.67880401812254e+002	(7.57682175533566e+001dB,9.44947777823087e+001°)
1.68267406107045e+002	(7.57483700052890e+001dB,9.44816536617160e+001°)
1.68655302538872e+002	(7.57285217066967e+001dB,9.44685527384757e+001°)
1.69044093164324e+002	(7.57086726607183e+001dB,9.44554749470333e+001°)
1.69433780044731e+002	(7.56888228704773e+001dB,9.44424202219306e+001°)
1.69824365246172e+002	(7.56689723390819e+001dB,9.44293884978060e+001°)
1.70215850839493e+002	(7.56491210696255e+001dB,9.44163797093943e+001°)
1.70608238900310e+002	(7.56292690651864e+001dB,9.44033937915260e+001°)
1.71001531509027e+002	(7.56094163288282e+001dB,9.43904306791278e+001°)
1.71395730750840e+002	(7.55895628635994e+001dB,9.43774903072221e+001°)
1.71790838715757e+002	(7.55697086725340e+001dB,9.43645726109267e+001°)
1.72186857498599e+002	(7.55498537586510e+001dB,9.43516775254551e+001°)
1.72583789199018e+002	(7.55299981249550e+001dB,9.43388049861158e+001°)
1.72981635921508e+002	(7.55101417744357e+001dB,9.43259549283123e+001°)
1.73380399775412e+002	(7.54902847100686e+001dB,9.43131272875432e+001°)
1.73780082874935e+002	(7.54704269348143e+001dB,9.43003219994015e+001°)
1.74180687339159e+002	(7.54505684516195e+001dB,9.42875389995749e+001°)
1.74582215292048e+002	(7.54307092634159e+001dB,9.42747782238455e+001°)
1.74984668862463e+002	(7.54108493731214e+001dB,9.42620396080894e+001°)
1.75388050184174e+002	(7.53909887836394e+001dB,9.42493230882768e+001°)
1.75792361395867e+002	(7.53711274978590e+001dB,9.42366286004716e+001°)
1.76197604641161e+002	(7.53512655186554e+001dB,9.42239560808315e+001°)
1.76603782068614e+002	(7.53314028488896e+001dB,9.42113054656075e+001°)
1.77010895831740e+002	(7.53115394914084e+001dB,9.41986766911439e+001°)
1.77418948089014e+002	(7.52916754490447e+001dB,9.41860696938782e+001°)
1.77827941003890e+002	(7.52718107246177e+001dB,9.41734844103405e+001°)
1.78237876744807e+002	(7.52519453209324e+001dB,9.41609207771540e+001°)
1.78648757485203e+002	(7.52320792407802e+001dB,9.41483787310343e+001°)
1.79060585403527e+002	(7.52122124869385e+001dB,9.41358582087892e+001°)
1.79473362683250e+002	(7.51923450621712e+001dB,9.41233591473190e+001°)
1.79887091512876e+002	(7.51724769692285e+001dB,9.41108814836156e+001°)
1.80301774085954e+002	(7.51526082108468e+001dB,9.40984251547631e+001°)
1.80717412601090e+002	(7.51327387897493e+001dB,9.40859900979369e+001°)
1.81134009261958e+002	(7.51128687086453e+001dB,9.40735762504042e+001°)
1.81551566277311e+002	(7.50929979702309e+001dB,9.40611835495230e+001°)
1.81970085860996e+002	(7.50731265771888e+001dB,9.40488119327428e+001°)
1.82389570231961e+002	(7.50532545321882e+001dB,9.40364613376036e+001°)
1.82810021614272e+002	(7.50333818378851e+001dB,9.40241317017364e+001°)
1.83231442237119e+002	(7.50135084969223e+001dB,9.40118229628626e+001°)
1.83653834334832e+002	(7.49936345119293e+001dB,9.39995350587939e+001°)
1.84077200146893e+002	(7.49737598855225e+001dB,9.39872679274321e+001°)
1.84501541917945e+002	(7.49538846203054e+001dB,9.39750215067691e+001°)
1.84926861897805e+002	(7.49340087188681e+001dB,9.39627957348862e+001°)
1.85353162341478e+002	(7.49141321837879e+001dB,9.39505905499548e+001°)
1.85780445509167e+002	(7.48942550176292e+001dB,9.39384058902351e+001°)
1.86208713666284e+002	(7.48743772229435e+001dB,9.39262416940770e+001°)
1.86637969083464e+002	(7.48544988022695e+001dB,9.39140978999190e+001°)
1.87068214036577e+002	(7.48346197581328e+001dB,9.39019744462886e+001°)
1.87499450806739e+002	(7.48147400930467e+001dB,9.38898712718018e+001°)
1.87931681680324e+002	(7.47948598095115e+001dB,9.38777883151632e+001°)
1.88364908948977e+002	(7.47749789100150e+001dB,9.38657255151655e+001°)
1.88799134909627e+002	(7.47550973970324e+001dB,9.38536828106893e+001°)
1.89234361864495e+002	(7.47352152730263e+001dB,9.38416601407033e+001°)
1.89670592121112e+002	(7.47153325404467e+001dB,9.38296574442636e+001°)
1.90107827992327e+002	(7.46954492017314e+001dB,9.38176746605141e+001°)
1.90546071796322e+002	(7.46755652593056e+001dB,9.38057117286855e+001°)
1.90985325856621e+002	(7.46556807155823e+001dB,9.37937685880959e+001°)
1.91425592502106e+002	(7.46357955729620e+001dB,9.37818451781501e+001°)
1.91866874067026e+002	(7.46159098338331e+001dB,9.37699414383397e+001°)
1.92309172891013e+002	(7.45960235005716e+001dB,9.37580573082428e+001°)
1.92752491319091e+002	(7.45761365755417e+001dB,9.37461927275235e+001°)
1.93196831701689e+002	(7.45562490610950e+001dB,9.37343476359323e+001°)
1.93642196394658e+002	(7.45363609595714e+001dB,9.37225219733054e+001°)
1.94088587759275e+002	(7.45164722732985e+001dB,9.37107156795648e+001°)
1.94536008162263e+002	(7.44965830045921e+001dB,9.36989286947180e+001°)
1.94984459975802e+002	(7.44766931557560e+001dB,9.36871609588576e+001°)
1.95433945577536e+002	(7.44568027290822e+001dB,9.36754124121616e+001°)
1.95884467350596e+002	(7.44369117268506e+001dB,9.36636829948926e+001°)
1.96336027683602e+002	(7.44170201513296e+001dB,9.36519726473981e+001°)
1.96788628970681e+002	(7.43971280047755e+001dB,9.36402813101100e+001°)
1.97242273611482e+002	(7.43772352894333e+001dB,9.36286089235447e+001°)
1.97696964011183e+002	(7.43573420075359e+001dB,9.36169554283024e+001°)
1.98152702580507e+002	(7.43374481613050e+001dB,9.36053207650673e+001°)
1.98609491735734e+002	(7.43175537529503e+001dB,9.35937048746076e+001°)
1.99067333898716e+002	(7.42976587846702e+001dB,9.35821076977744e+001°)
1.99526231496885e+002	(7.42777632586516e+001dB,9.35705291755028e+001°)
1.99986186963271e+002	(7.42578671770698e+001dB,9.35589692488104e+001°)
2.00447202736513e+002	(7.42379705420889e+001dB,9.35474278587981e+001°)
2.00909281260870e+002	(7.42180733558615e+001dB,9.35359049466493e+001°)
2.01372424986236e+002	(7.41981756205289e+001dB,9.35244004536299e+001°)
2.01836636368153e+002	(7.41782773382210e+001dB,9.35129143210882e+001°)
2.02301917867824e+002	(7.41583785110567e+001dB,9.35014464904546e+001°)
2.02768271952125e+002	(7.41384791411434e+001dB,9.34899969032412e+001°)
2.03235701093619e+002	(7.41185792305777e+001dB,9.34785655010419e+001°)
2.03704207770569e+002	(7.40986787814447e+001dB,9.34671522255322e+001°)
2.04173794466950e+002	(7.40787777958187e+001dB,9.34557570184687e+001°)
2.04644463672464e+002	(7.40588762757629e+001dB,9.34443798216891e+001°)
2.05116217882553e+002	(7.40389742233294e+001dB,9.34330205771121e+001°)
2.05589059598411e+002	(7.40190716405594e+001dB,9.34216792267370e+001°)
2.06062991326997e+002	(7.39991685294833e+001dB,9.34103557126434e+001°)
2.06538015581050e+002	(7.39792648921205e+001dB,9.33990499769914e+001°)
2.07014134879101e+002	(7.39593607304796e+001dB,9.33877619620211e+001°)
2.07491351745488e+002	(7.39394560465583e+001dB,9.33764916100524e+001°)
2.07969668710366e+002	(7.39195508423437e+001dB,9.33652388634848e+001°)
2.08449088309726e+002	(7.38996451198122e+001dB,9.33540036647973e+001°)
2.08929613085401e+002	(7.38797388809294e+001dB,9.33427859565482e+001°)
2.09411245585086e+002	(7.38598321276503e+001dB,9.33315856813746e+001°)
2.09893988362349e+002	(7.38399248619193e+001dB,9.33204027819928e+001°)
2.10377843976644e+002	(7.38200170856703e+001dB,9.33092372011972e+001°)
2.10862814993325e+002	(7.38001088008265e+001dB,9.32980888818612e+001°)
2.11348903983661e+002	(7.37802000093009e+001dB,9.32869577669359e+001°)
2.11836113524847e+002	(7.37602907129959e+001dB,9.32758437994506e+001°)
2.12324446200018e+002	(7.37403809138033e+001dB,9.32647469225124e+001°)
2.12813904598268e+002	(7.37204706136049e+001dB,9.32536670793061e+001°)
2.13304491314654e+002	(7.37005598142718e+001dB,9.32426042130936e+001°)
2.13796208950220e+002	(7.36806485176652e+001dB,9.32315582672141e+001°)
2.14289060112002e+002	(7.36607367256357e+001dB,9.32205291850838e+001°)
2.14783047413050e+002	(7.36408244400237e+001dB,9.32095169101957e+001°)
2.15278173472434e+002	(7.36209116626597e+001dB,9.31985213861191e+001°)
2.15774440915263e+002	(7.36009983953638e+001dB,9.31875425564998e+001°)
2.16271852372698e+002	(7.35810846399459e+001dB,9.31765803650599e+001°)
2.16770410481966e+002	(7.35611703982062e+001dB,9.31656347555970e+001°)
2.17270117886371e+002	(7.35412556719344e+001dB,9.31547056719848e+001°)
2.17770977235312e+002	(7.35213404629105e+001dB,9.31437930581722e+001°)
2.18272991184296e+002	(7.35014247729045e+001dB,9.31328968581837e+001°)
2.18776162394951e+002	(7.34815086036764e+001dB,9.31220170161186e+001°)
2.19280493535041e+002	(7.34615919569762e+001dB,9.31111534761512e+001°)
2.19785987278479e+002	(7.34416748345441e+001dB,9.31003061825305e+001°)
2.20292646305342e+002	(7.34217572381107e+001dB,9.30894750795798e+001°)
2.20800473301886e+002	(7.34018391693965e+001dB,9.30786601116968e+001°)
2.21309470960560e+002	(7.33819206301122e+001dB,9.30678612233533e+001°)
2.21819641980018e+002	(7.33620016219591e+001dB,9.30570783590946e+001°)
2.22330989065136e+002	(7.33420821466286e+001dB,9.30463114635399e+001°)
2.22843514927026e+002	(7.33221622058023e+001dB,9.30355604813817e+001°)
2.23357222283049e+002	(7.33022418011524e+001dB,9.30248253573858e+001°)
2.23872113856830e+002	(7.32823209343415e+001dB,9.30141060363907e+001°)
2.24388192378273e+002	(7.32623996070225e+001dB,9.30034024633081e+001°)
2.24905460583574e+002	(7.32424778208388e+001dB,9.29927145831218e+001°)
2.25423921215239e+002	(7.32225555774244e+001dB,9.29820423408884e+001°)
2.25943577022094e+002	(7.32026328784037e+001dB,9.29713856817362e+001°)
2.26464430759302e+002	(7.31827097253918e+001dB,9.29607445508658e+001°)
2.26986485188378e+002	(7.31627861199942e+001dB,9.29501188935493e+001°)
2.27509743077203e+002	(7.31428620638074e+001dB,9.29395086551303e+001°)
2.28034207200038e+002	(7.31229375584182e+001dB,9.29289137810239e+001°)
2.28559880337539e+002	(7.31030126054042e+001dB,9.29183342167160e+001°)
2.29086765276773e+002	(7.30830872063338e+001dB,9.29077699077636e+001°)
2.29614864811232e+002	(7.30631613627662e+001dB,9.28972207997942e+001°)
2.30144181740846e+002	(7.30432350762511e+001dB,9.28866868385058e+001°)
2.30674718872003e+002	(7.30233083483295e+001dB,9.28761679696668e+001°)
2.31206479017555e+002	(7.30033811805327e+001dB,9.28656641391153e+001°)
2.31739464996843e+002	(7.29834535743834e+001dB,9.28551752927596e+001°)
2.32273679635706e+002	(7.29635255313948e+001dB,9.28447013765771e+001°)
