Frequency (Hz),Channel 1 Magnitude (dB),Channel 2 Magnitude (dB),Channel 2 Phase (deg)
3863.669771,0.008019626,-0.185058062,-127.8546358
3890.45145,0.00871399,-0.198409663,-129.4539349
3917.418771,0.007085007,-0.1845444,-130.7379027
3944.573021,0.002573191,-0.197338161,-132.1852445
3971.915495,0.005799394,-0.204727049,-133.670362
3999.447498,0.006544053,-0.197255134,-135.1153991
4027.170343,0.003374143,-0.199836406,-136.6174457
4055.085354,0.002807592,-0.208940798,-137.9224957
4083.193863,0.006226448,-0.227758273,-139.4174743
4111.497211,-0.002857487,-0.209829035,-140.8479482
4139.996748,0.005908405,-0.210238249,-142.2293716
4168.693835,0.007719644,-0.204084599,-143.7030809
4197.58984,0.003329279,-0.210755379,-144.9675805
4226.686143,0.004236441,-0.205454569,-146.4867907
4255.984131,0.004450436,-0.213805412,-147.8348766
4285.485204,0.0016937,-0.210288629,-149.2020439
4315.190768,0.001554538,-0.208853765,-150.6098186
4345.102242,0.007884153,-0.202827889,-152.1395859
4375.221052,-0.000677719,-0.216242547,-153.4822055
4405.548635,0.002879763,-0.202498453,-154.8370415
4436.086439,0.00599041,-0.213887608,-156.2494271
4466.835922,0.00337229,-0.221105707,-157.7404863
4497.798549,-0.000680059,-0.20057985,-159.0745452
4528.975799,-0.005560592,-0.198340197,-160.5554363
4560.36916,0.002880282,-0.203066018,-161.8415109
4591.980128,0.008015046,-0.202250148,-163.3099856
4623.810214,0.00059545,-0.209917241,-164.7267155
4655.860935,0.000840613,-0.19740543,-166.1419962
4688.133821,0.001615464,-0.211533132,-167.5473677
4720.630413,0.007561905,-0.205900257,-168.9435329
4753.352259,0.003074924,-0.208751244,-170.2494407
4786.300923,0.003812881,-0.221393068,-171.649636
4819.477976,0.000369226,-0.223384822,-173.0608098
4852.885002,0.002196516,-0.208560585,-174.4903275
4886.523593,0.001224264,-0.209533242,-175.8732884
4920.395357,0.002950798,-0.212521658,-177.2172506
4954.501908,-0.007753354,-0.214616587,-178.5782043
4988.844875,0.001223949,-0.22568051,179.9899432
5023.425895,0.000883319,-0.238923095,178.500158
5058.24662,0.005488343,-0.219700099,177.1932554
5093.308711,-0.004396269,-0.241717232,175.7241963
5128.61384,-0.012679913,-0.228688897,174.4350291
5164.163693,-0.00341487,-0.238607175,172.9977582
5199.959965,-0.00520573,-0.236036745,171.5869522
5236.004366,4.12E-05,-0.252478777,170.2384014
5272.298614,-0.014585852,-0.253711523,168.787833
5308.844442,-0.00316062,-0.2518689,167.4452273
5345.643594,-0.002775771,-0.259299482,166.0324691
5382.697825,0.000424484,-0.25710644,164.7217092
5420.008904,-0.016957916,-0.26477778,163.2693098
5457.578611,0.002778132,-0.26960796,161.8668485
5495.408739,0.000177723,-0.276490435,160.4980302
5533.501092,-0.005688996,-0.280118264,159.0604524
5571.857489,-0.006353679,-0.290067589,157.7599669
5610.47976,-0.000506861,-0.302780258,156.2848469
5649.369748,-0.003413278,-0.300681701,154.9101522
5688.529308,0.001353607,-0.310561489,153.6056586
5727.96031,-0.007893309,-0.316068925,152.1548101
5767.664634,-0.002861293,-0.32058244,150.7552914
5807.644175,-0.002881106,-0.332633787,149.4043023
5847.900841,-0.00862688,-0.32477772,147.9986216
5888.436554,-0.010086319,-0.333467348,146.6645772
5929.253246,-0.004191408,-0.3420726,145.2230081
5970.352866,-0.003263556,-0.349262521,143.8929348
6011.737375,0.000830327,-0.343529455,142.4277725
6053.408748,-0.011248951,-0.352282574,141.0982338
6095.368972,-0.017500273,-0.364230256,139.6296619
6137.620052,-0.009219682,-0.366798645,138.2284576
6180.164001,-0.003702991,-0.372233893,136.85554
6223.002852,-0.012804058,-0.375379247,135.4396532
6266.138647,-0.007514581,-0.38289613,134.0644583
6309.573445,-0.007409391,-0.382595824,132.6638927
6353.309319,-0.008545057,-0.38538867,131.3221997
6397.348355,0.002896158,-0.404473649,129.8560965
6441.692655,-0.01278099,-0.390699337,128.4474965
6486.344335,-0.020571437,-0.398755272,127.0740395
6531.305526,-0.011749748,-0.40573558,125.7008958
6576.578374,0.000582546,-0.407197546,124.2361511
6622.165037,-0.004545918,-0.407129325,122.8081003
6668.067692,-0.012492144,-0.407859253,121.3713468
6714.288529,-0.023261342,-0.405507978,119.9651507
6760.829754,-0.009353027,-0.413462695,118.4815382
6807.693587,-0.00658668,-0.414125879,117.1013081
6854.882265,-0.002942263,-0.412567232,115.7175857
6902.398038,-0.007454185,-0.412602147,114.250415
6950.243176,-0.019342874,-0.410335033,112.7680957
6998.41996,-0.010892429,-0.407012923,111.3342209
7046.93069,-0.004702306,-0.403254132,109.8524595
7095.77768,-0.001559287,-0.411535958,108.305353
7144.963261,-0.009753279,-0.405364473,106.8842655
7194.48978,-0.021297,-0.403706973,105.4228506
7244.359601,-0.01455678,-0.401256558,103.9519951
7294.575103,-0.000515995,-0.390733444,102.425228
7345.138682,-0.007992828,-0.391884508,100.950932
7396.052751,-0.006525688,-0.391589154,99.39052149
7447.319739,-0.015816929,-0.387182777,97.91182992
7498.942093,-0.016203953,-0.378682519,96.35517176
7550.922277,-0.003205644,-0.376013912,94.78660428
7603.262769,-0.001408664,-0.362977323,93.26104935
7655.966069,-0.007447793,-0.370686337,91.69945108
7709.034691,-0.017046801,-0.356503715,90.11381279
7762.471166,-0.02582236,-0.35101383,88.55007508
7816.278046,-0.005938359,-0.347622352,86.92069844
7870.457897,-0.006713068,-0.332936837,85.30196651
7925.013305,-0.007552229,-0.326235452,83.7141028
7979.946873,-0.008456501,-0.327836201,82.10744271
8035.261222,-0.015963232,-0.314273284,80.4377647
8090.958992,-0.014887319,-0.305593227,78.77425135
8147.04284,-0.011265662,-0.30220648,77.11106529
8203.515443,-0.008859751,-0.293910706,75.41249165
8260.379496,-0.010358376,-0.294658697,73.68385949
8317.637711,-0.013762855,-0.280736025,71.98456268
8375.292821,-0.021592134,-0.269710696,70.26117286
8433.347578,-0.011883369,-0.269774813,68.52692636
8491.80475,-0.00800208,-0.258422543,66.77804239
8550.667129,-0.011309577,-0.24793535,65.01298237
8609.937522,-0.010962319,-0.245560007,63.22148125
8669.618758,-0.007317998,-0.241553612,61.45028869
8729.713684,-0.012361115,-0.239775283,59.60205534
8790.225168,-0.018776937,-0.230558959,57.8183651
8851.156098,-0.010256167,-0.232968543,55.89439385
8912.509381,-0.012002265,-0.222746348,54.03499582
8974.287945,-0.009654085,-0.222710939,52.17950854
9036.494737,-0.007142188,-0.217360535,50.26637903
9099.132726,-0.005268487,-0.223477618,48.39255257
9162.204901,-0.02457628,-0.214070944,46.47508291
9225.714272,-0.015201036,-0.215782334,44.56998263
9289.663868,-0.001520173,-0.209698997,42.54458654
9354.056741,-0.016996254,-0.207142439,40.60757848
9418.895965,-0.008449239,-0.211995418,38.66460322
9484.184633,-0.007133084,-0.208809313,36.61471697
9549.92586,-0.017275414,-0.212483356,34.64825838
9616.122784,-0.023804876,-0.212400952,32.58777934
9682.778563,-0.015393636,-0.214211379,30.55094411
9749.896377,-0.010991962,-0.214136288,28.45230249
9817.47943,-0.013584492,-0.215591873,26.42484509
9885.530947,-0.008384214,-0.214299564,24.33130667
9954.054174,-0.012139929,-0.231428162,22.21426776
10023.05238,-0.017822022,-0.222663585,20.0888981
10092.52886,-0.019853267,-0.229352942,17.92318176
10162.48693,-0.010934282,-0.230191394,15.72729839
10232.92992,-0.00920812,-0.227438882,13.53077686
10303.8612,-0.006352779,-0.228577162,11.36372307
10375.28416,-0.012945107,-0.224139059,9.122095631
10447.20219,-0.013577735,-0.223349014,6.907701359
10519.61874,-0.012317348,-0.21611332,4.587747346
10592.53725,-0.022314014,-0.217979842,2.275019086
10665.96121,-0.011079698,-0.20547084,-0.066116858
10739.89412,-0.00973867,-0.19725196,-2.439628227
10814.33951,-0.009031974,-0.198220711,-4.824356201
10889.30093,-0.013957688,-0.177082683,-7.30154654
10964.78196,-0.006067356,-0.167850547,-9.7774083
11040.7862,-0.012861561,-0.147126542,-12.36313452
11117.31727,-0.015573034,-0.129636392,-14.89854563
11194.37883,-0.026892853,-0.095930837,-17.60054883
11271.97456,-0.014651246,-0.081328991,-20.33819885
11350.10816,-0.012606918,-0.058138874,-23.11414191
11428.78335,-0.021404116,-0.022258892,-25.92600432
11508.00389,-0.010335653,-0.003874885,-28.90438314
11587.77356,-0.010345601,0.024712692,-31.94963726
11668.09617,-0.019136433,0.059965844,-35.12560634
11748.97555,-0.009036032,0.078166622,-38.33763401
11830.41556,-0.020050971,0.105640725,-41.7362236
11912.42008,-0.019640602,0.127478855,-45.28422512
11994.99303,-0.007272844,0.143492815,-48.91215949
12078.13835,-0.003699958,0.149824674,-52.66446275
12161.86001,-0.010438136,0.158371101,-56.57519309
12246.16199,-0.014300943,0.139811165,-60.64770433
12331.04833,-0.016025026,0.107297066,-64.87816296
12416.52308,-0.011604135,0.055453105,-69.26488313
12502.5903,-0.013919497,-0.018535691,-73.71830001
12589.25412,-0.028001153,-0.11843117,-78.37830666
12676.51866,-0.011048247,-0.254172332,-83.02493072
12764.38809,-0.010716064,-0.416440414,-87.83681614
12852.8666,-0.016060575,-0.60746374,-92.62174763
12941.95841,-0.010298482,-0.859043573,-97.45576513
13031.66778,-0.005473927,-1.125227355,-102.224801
13121.99899,-0.00685282,-1.431426805,-107.0255098
13212.95634,-0.007196394,-1.766936024,-111.6962648
13304.54418,-0.018757499,-2.144909983,-116.2752447
13396.76687,-0.022114031,-2.554347812,-120.7004966
13489.62883,-0.01523741,-2.982086502,-125.0164037
13583.13447,-0.007761502,-3.441200236,-129.1448002
13677.28826,-0.01258934,-3.912453466,-133.1150957
13772.09469,-0.016892891,-4.405370874,-136.9839867
13867.55829,-0.010760415,-4.914133654,-140.5737799
13963.68361,-0.019228512,-5.439784225,-144.113854
14060.47524,-0.006825156,-5.97120269,-147.4563681
14157.9378,-0.009976929,-6.495634717,-150.5788297
14256.07594,-0.011850222,-7.04583364,-153.5842725
14354.89433,-0.028832784,-7.590557028,-156.3333073
14454.39771,-0.020809613,-8.148777232,-159.2315889
14554.59081,-0.012863184,-8.697250368,-161.8111135
14655.47841,-0.012868008,-9.243956886,-164.2270149
14757.06533,-0.014913487,-9.787614755,-166.643543
14859.35642,-0.01144414,-10.3362687,-168.9774126
14962.35656,-0.007009024,-10.87917882,-171.1570318
15066.07066,-0.006849807,-11.45139931,-173.2999822
15170.50367,-0.005749522,-11.9824766,-175.2703306
15275.66058,-0.011903182,-12.52604962,-177.0768536
15381.5464,-0.015595361,-13.04485434,-179.0140914
15488.16619,-0.025654429,-13.59046363,179.143833
15595.52503,-0.018912243,-14.12557997,177.5966106
15703.62804,-0.012354335,-14.66027495,175.8236724
15812.48039,-0.010552418,-15.15982852,174.3965576
15922.08727,-0.010301591,-15.65587086,172.8455816
16032.45391,-0.017321242,-16.15439204,171.2405535
16143.58557,-0.00859615,-16.67809032,169.8996451
16255.48756,-0.01488206,-17.19055674,168.1788383
16368.16521,-0.015135069,-17.67453779,167.1367948
16481.62392,-0.008741005,-18.20960092,165.888128
16595.86907,-0.004901047,-18.65342072,164.6851612
16710.90614,-0.01104937,-19.16096891,163.0319078
16826.74061,-0.020537494,-19.62751019,162.0338558
16943.378,-0.015605643,-20.0752893,160.8725831
17060.82389,-0.020445365,-20.58223604,160.0408948
17179.08387,-0.006791366,-21.02119589,158.7691635
17298.16359,-0.007611262,-21.50957199,157.9087794
17418.06873,-0.008998118,-21.97390302,156.5756501
17538.80502,-0.00282664,-22.46583111,155.8865919
17660.37821,-0.015332964,-22.9053367,154.7270848
17782.7941,-0.005860711,-23.31371081,154.0588685
17906.05854,-0.00869521,-23.85361737,152.5707809
18030.17741,-0.014347763,-24.33526141,152.6192447
18155.15663,-0.009882795,-24.70712704,150.9094339
18281.00216,-0.023869051,-25.16024664,150.3780209
18407.72001,-0.015649676,-25.57036887,149.760734
18535.31623,-0.015088816,-26.02865427,147.2348476
18663.79691,-0.013419564,-26.42829311,147.9295767
18793.16817,-0.010965621,-26.83025697,146.1204193
18923.43619,-0.008928055,-27.33043624,146.0714247
19054.60718,-0.005168323,-27.98117753,145.26025
19186.68741,-0.005194225,-28.29955353,144.0995789
19319.68317,-0.014588289,-28.62022246,143.7910564
19453.60082,-0.019172611,-28.99262518,143.1098362
19588.44674,-0.011350282,-29.54729924,142.7462971
19724.22736,-0.014370473,-30.03942265,142.373378
19860.94917,-0.008195732,-30.27985359,141.1807158
19998.6187,-0.015517103,-30.85495201,140.5966536
20137.2425,-0.032207376,-31.25986752,139.5754142
20276.8272,-0.015073706,-31.47289513,140.2488493
20417.37945,-0.011015861,-32.04194396,139.6360405
20558.90596,-0.008196971,-32.46244688,137.816367
20701.41349,-0.013119015,-32.88538517,137.5765105
20844.90883,-0.007241494,-33.64247459,137.9167796
20989.39884,-0.002851611,-33.79601221,135.9365021
21134.8904,-0.002517311,-34.20336697,133.6905284
21281.39046,-0.010753424,-34.46052197,134.8130427
21428.90601,-0.020569557,-34.62798454,134.1641677
21577.44409,-0.006967639,-35.45190052,133.530608
21727.01179,-0.00589291,-35.7439746,135.6835564
21877.61624,-0.004721994,-35.93557091,132.1147204
22029.26463,-0.008047695,-36.80044793,131.9621198
22181.9642,-0.01388415,-36.96214254,130.2407865
22335.72223,-0.021194627,-37.13764827,133.6313343
22490.54606,-0.015985111,-37.70313182,132.5092224
22646.44308,-0.009672103,-38.02936758,128.4349427
22803.42072,-0.007477023,-38.43971435,128.8635315
22961.48648,-0.005106863,-38.81059081,127.4978053
23120.6479,-0.010852862,-39.30919277,129.4989604
23280.91258,-0.012576843,-39.84298244,127.3232245
23442.28815,-0.007614979,-40.35771002,129.6235606
23604.78233,-0.004632762,-41.13109292,131.4184645
23768.40287,-0.029085767,-40.7524429,130.0514288
23933.15756,-0.011002505,-41.54395923,125.2005668
24099.05429,-0.00996601,-41.28264951,126.9691465
24266.10095,-0.009395018,-42.21882895,127.4827525
24434.30553,-0.011100539,-42.66870028,129.3141439
24603.67604,-0.006391683,-42.90678296,130.2030987
24774.22058,-0.007627613,-43.26217714,126.6646114
24945.94727,-0.008165608,-44.11055644,129.2253665
25118.86432,-0.015656364,-44.4497091,125.3718953
25292.97996,-0.022374019,-44.81857932,122.723622
25468.30253,-0.002071329,-45.14728831,122.8250228
25644.84037,-0.002631589,-46.48456112,130.8800348
25822.60191,-0.006707933,-45.35271548,124.214777
26001.59563,-0.008020029,-46.08138494,124.1446334
26181.83008,-0.010584782,-46.15802988,125.1702918
26363.31386,-0.00581141,-48.64471091,120.766348
26546.05562,-0.004708617,-46.95698446,119.0395977
26730.06409,-0.018186219,-49.61764693,117.5168754
26915.34804,-0.002439844,-47.45595162,118.7250626
27101.91632,-0.011529627,-49.59562715,118.458394
27289.77783,-0.00364041,-50.4881605,118.4470766
27478.94153,-0.011462155,-50.25824623,141.5862845
27669.41645,-0.003269701,-51.06884886,119.8933563
27861.21169,-0.01133298,-51.46361071,118.9061882
28054.33638,-0.012965002,-51.77232572,113.3677428
28248.79975,-0.010837327,-48.89643139,126.5555762
28444.61107,-0.00314648,-54.64354628,130.0430122
28641.7797,-0.005688641,-55.45764256,125.7578065
28840.31503,-0.020537662,-51.67703284,126.2239559
29040.22654,-0.001482196,-54.09369145,141.7148738
29241.52378,0.005867784,-55.15835702,103.0346625
29444.21634,-0.002351452,-59.63094821,99.93442222
29648.3139,-0.0036913,-53.81643123,103.0440866
29853.82619,0.00063338,-55.15181877,105.9257493
30060.76303,-0.007937409,-55.71981518,134.6762569
30269.13428,-0.015547454,-63.97485356,128.3190464
30478.9499,-0.017490326,-53.82667957,113.1980555
30690.21988,-0.010954744,-60.97476702,130.2105414
30902.95433,-0.00767231,-59.07759537,79.45741164
31117.16337,-0.001063691,-63.39703612,128.9144514
31332.85724,-0.003116407,-62.07750905,174.5757248
31550.04623,-0.003143943,-61.78908508,170.3925577
31768.74071,-0.0108861,-61.27888207,137.4940888
31988.9511,-0.003975826,-64.60095418,58.32863247
32210.68791,-0.020016356,-57.98494563,104.6635377
32433.96173,-0.017371358,-61.22293834,-166.1556445
32658.78322,-0.000826986,-56.2421239,107.3773813
32885.16309,-0.00278385,-66.89734092,-101.8871108
33113.11215,-0.002160592,-61.4224885,-174.8944956
33342.64128,-0.009390911,-75.99480853,137.6622168
33573.76142,-0.014057502,-56.31608655,-122.7293175
33806.48362,-0.007195967,-66.15636002,124.5105727
34040.81897,-0.005585387,-64.42788925,-136.2640784
34276.77865,-0.003683523,-60.51998375,-175.5213614
34514.37393,-0.004788655,-59.00240983,-95.38771609
34753.61614,0.008536995,-70.49491078,-92.99258142
34994.5167,-0.008417724,-89.59814595,85.42558799
35237.0871,0.014318489,-88.05095043,128.7661676
35481.33892,0.000535122,-64.4338495,-150.0347004
35727.28382,-0.005808188,-59.19496556,-120.8824736
35974.93352,-0.001250105,-61.10088703,-8.93672704
36224.29984,0.010696296,-76.72514778,119.8520371
36475.39469,-0.008408019,-61.10220748,-79.74163589
36728.23005,-0.007385912,-56.19511491,-67.55695154
36982.81798,0.000647145,-65.33612399,-27.55110621
37239.17063,0.001203,-66.62721415,-86.98656166
37497.30022,0.006475685,-61.64032962,116.8971269
37757.21909,-0.008113416,-57.80626998,-142.6720405
38018.93963,-0.001248774,-58.96497887,-137.614335
38282.47433,0.007426761,-63.8729548,-130.9849534
38547.83577,0.003326547,-58.62273375,-72.98487188
38815.0366,0.009445493,-55.07031554,-80.38506621
39084.08958,0.002094017,-56.60124723,-135.1813928
39355.00755,0.006472803,-56.10187715,-137.673574
39627.80343,-0.003683321,-63.63148608,-122.0465555
39902.49024,-0.007142733,-57.73603635,-32.49798926
40179.08108,-0.006005824,-77.80926831,-106.7540701
40457.58917,-0.011456125,-68.62974373,-45.62247765
40738.02778,0.003466669,-54.15592971,-78.86098911
41020.4103,0.000561454,-59.51208108,-132.2173199
41304.7502,-0.001775679,-55.39224951,-65.31228345
41591.06105,-0.014192534,-51.56652929,-76.10674358
41879.35651,0.003792517,-64.26159214,-171.3624764
42169.65034,-0.009591723,-54.80525046,-149.7026328
42461.95639,-0.016666916,-60.53021081,-90.85564042
42756.28862,-0.00608103,-59.06284046,-51.92080783
43052.66105,0.01105568,-60.14107776,166.0041652
43351.08784,0.005340122,-56.2379218,-80.7207371
43651.58322,3.03E-05,-52.74361646,-103.4447015
43954.16154,-0.00526977,-59.01332154,-144.1157045
44258.83724,0.02176252,-63.05883498,-9.595942342
44565.62484,-0.003271652,-56.42004274,-107.2322363
44874.53899,-0.001079751,-53.88174904,-91.95337066
45185.59444,-0.003954475,-60.38075859,-58.09503009
45498.80602,0.007551857,-54.6266531,-104.0076132
45814.18867,0.009727461,-58.83957729,-102.1348426
46131.75746,0.008792601,-55.6377887,-94.79360418
46451.52752,0.01219522,-51.33496594,-84.88973965
46773.51413,0.004869846,-57.28610637,-140.5055669
47097.73264,0.012449015,-51.73467016,-83.29440247
47424.19853,-0.004597428,-53.5151773,-87.48988966
47752.92737,-0.009316944,-54.74270548,-86.1144555
48083.93484,0.013263389,-53.49313553,-80.11613916
48417.23676,0.005905531,-58.51900451,-88.37081788
48752.84901,0.000263216,-54.25779208,-99.11033282
49090.78762,0.001178736,-52.39072351,-111.0795074
49431.0687,0.012038594,-52.26387973,-84.65312784
49773.7085,0.015843924,-59.03835145,-110.7219065
50118.72336,0.008266826,-55.99149112,-119.0859497
50466.12976,-0.010038836,-53.41833317,-73.81119033
50815.94426,0.019283235,-53.73340643,-98.58827451
51168.18355,0.0212304,-56.30346883,-77.88941235
51522.86446,0.013085219,-56.52695079,-73.03674272
51880.00389,0.014796606,-52.44808933,-91.93780729
52239.6189,0.018699386,-55.42671661,-102.4252052
52601.72664,-0.00077964,-52.76744274,-102.0893988
52966.34439,0.012921304,-51.80353109,-65.34488655
53333.48955,-0.001215717,-52.46621363,-97.81838168
53703.17964,0.012458182,-50.19043754,-68.99922097
54075.43229,0.01164644,-53.42473581,-76.28321579
54450.26528,0.012424439,-55.36085046,-118.7488461
54827.69649,0.013982211,-53.18267045,-82.73788583
55207.74393,0.011726615,-61.21701777,-80.66367373
55590.42573,0.015189828,-56.78897343,-82.29014195
55975.76015,0.0050612,-49.90344014,-90.08388639
56363.76558,0.013532015,-56.02390215,-82.06231693
56754.46054,0.009446345,-50.47040247,-92.07168901
57147.86367,0.010230508,-50.53961443,-119.3495242
57543.99373,0.017675259,-53.98846675,-84.44130742
57942.86964,0.014055101,-55.23685559,-108.1316577
58344.51043,0.019862301,-50.59024513,-134.4568119
58748.93525,0.025617395,-53.93227817,-87.09566509
59156.16342,0.014418834,-58.1577443,-84.18342919
59566.21435,0.010677114,-53.44165371,-81.89409293
59979.10763,0.012752062,-51.40559503,-100.1563986
60394.86294,0.004871804,-55.20657156,-101.5037678
60813.50013,0.024483136,-51.53204362,-105.8990612
61235.03917,0.018071788,-53.35649287,-86.86708324
61659.50019,0.034718033,-50.79151146,-122.0460149
62086.90342,0.006321491,-52.80386775,-107.1332734
62517.26928,-0.007922094,-50.82408591,-100.0772673
62950.61829,0.019300682,-52.6950636,-68.49560198
63386.97113,0.020804435,-49.78927003,-118.2682898
63826.34862,0.014734718,-54.09189871,-89.7589921
64268.77173,0.022813143,-53.87139052,-92.64999482
64714.26157,0.038712008,-51.9580089,-81.6909932
65162.83941,0.030427858,-52.06568302,-121.8180016
65614.52663,0.024145185,-54.17491319,-96.2974308
66069.3448,0.017584272,-51.19807968,-84.03027713
66527.31562,0.019199201,-49.43567326,-72.32357481
66988.46094,0.008988403,-50.06574584,-84.95833773
67452.80277,0.012992316,-56.57183617,-125.4949567
67920.36326,0.017782203,-50.8649698,-118.9732006
68391.16473,0.021006995,-51.93393838,-114.6229096
68865.22963,0.034041446,-51.14276362,-85.28205566
69342.5806,0.005191794,-52.71593831,-79.3764625
69823.24041,0.027440951,-50.83625239,-99.16558015
70307.23199,0.027408796,-50.38178086,-99.34818185
70794.57844,0.003758322,-49.78944266,-78.30846636
71285.30301,0.017129282,-47.38400977,-103.1483892
71779.42913,0.029914015,-50.32799624,-105.3369586
72276.98036,0.038865465,-55.52986015,-95.2588447
72777.98045,0.013608823,-51.685154,-99.13811133
73282.45331,0.026961469,-49.67364573,-103.6550298
73790.42301,0.011789922,-52.53930104,-71.62895148
74301.91379,0.030172543,-53.08702761,-90.71438556
74816.95005,0.018214925,-53.51586066,-101.2977551
75335.55637,0.011779488,-50.42507239,-92.02712052
75857.7575,0.028329577,-53.22623429,-84.59241608
76383.57836,0.019683192,-47.1129101,-110.9751119
76913.04403,0.030722243,-53.39930107,-86.88639151
77446.17978,0.03873867,-50.2653197,-90.96155201
77983.01105,0.033313494,-49.10967905,-101.2132218
78523.56346,0.017874445,-52.19384074,-111.9725469
79067.8628,0.0318841,-51.73674887,-122.8791968
79615.93504,0.01019292,-50.57390961,-101.0325055
80167.80634,0.049982706,-53.85463455,-78.57135043
80723.50302,0.016380761,-49.7677283,-90.25529543
81283.05162,0.026160136,-48.53006473,-102.9114737
81846.47881,0.036654013,-51.31060038,-88.044389
82413.8115,0.041747971,-50.87278631,-84.34415314
82985.07675,0.020567026,-47.27154597,-100.2801071
83560.30182,0.011627205,-48.46191612,-104.8978617
84139.51416,0.014663673,-50.38693198,-92.15720646
84722.74141,0.036193912,-50.96846141,-110.7320615
85310.0114,0.033521399,-47.75149175,-103.3125154
85901.35215,0.038889077,-58.8096467,-103.8479806
86496.79188,0.04487485,-49.59707974,-90.58723619
87096.359,0.032513759,-49.26223762,-101.258569
87700.08211,0.018470494,-50.49866199,-104.2837845
88307.99004,0.02337116,-46.21325824,-102.7154539
88920.11179,0.033763093,-49.85946969,-90.12848438
89536.47655,0.04582775,-47.2895159,-88.71027842
90157.11376,0.022515901,-48.98783618,-91.8057063
90782.05302,0.03793829,-53.77540156,-91.64386039
91411.32415,0.03811702,-48.25384056,-106.680444
92044.95718,0.042638824,-48.99785854,-100.6292652
92682.98234,0.037477351,-48.38819864,-94.23918355
93325.43008,0.037896635,-49.76457673,-101.2549657
93972.33106,0.031902368,-47.47578449,-88.97073224
94623.71614,0.03326129,-46.50288817,-99.58208062
95279.6164,0.021698664,-47.93546193,-85.77186462
95940.06315,0.035194608,-49.58673802,-94.02550016
96605.0879,0.046059252,-51.70392142,-94.44485405
97274.72238,0.046876889,-47.97754759,-105.3842075
97948.99854,0.024657223,-48.82819727,-102.8090146
98627.94856,0.031741176,-49.56470941,-111.8720689
99311.60484,0.056368812,-49.82811577,-92.47835378
100000,0.042342287,-47.88514393,-98.98892088
