#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35F97
#Date Time: 2019-11-16 15:27:21.804
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 1001
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43833 V
#Offset: -5.25147e-05 V
#Relative: no
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB)
100.0000000000001,-86.61527116220643
100.6931668851805,-62.5470375604154
101.391138573668,-62.26979379971431
102.0939483707681,-64.73571954137375
102.8016298126474,-73.47704666027045
103.5142166679345,-66.71862600782568
104.2317429393305,-67.67668578613257
104.9542428652323,-67.90857885550393
105.681750921366,-58.19065897438879
106.4143018224318,-61.47473515262867
107.1519305237607,-57.80856277611336
107.894672222983,-55.36430519893646
108.6425623617067,-66.33856714152319
109.3956366272095,-64.87291607193205
110.1539309541416,-58.65383163713136
110.9174815262402,-61.77334561948389
111.6863247780562,-64.99225743664181
112.4604973966928,-64.76115738204894
113.2400363235558,-64.18245373837249
114.024978756117,-57.85085298131966
114.8153621496884,-65.82780191800275
115.6112242192101,-62.40518893721787
116.4126029410492,-59.34335548665526
117.2195365548131,-56.91155660663292
118.0320635651731,-58.21361551710461
118.850222743702,-62.58890454808738
119.6740531307244,-65.21379265961846
120.5035940371799,-59.0160056753063
121.3388850464979,-67.35786773383657
122.1799660164873,-57.00476091218861
123.0268770812382,-65.3083565645836
123.879658653037,-59.7506611022763
124.7383514242945,-60.78470166543098
125.6029963694877,-57.17360534882474
126.4736347471152,-66.85989750912043
127.3503081016663,-61.4602557394393
128.2330582656023,-63.13286091698145
129.1219273613536,-59.95162764318471
130.0169578033291,-58.96463015497104
130.9181922999408,-56.08869411237498
131.8256738556409,-53.0923900701141
132.7394457729741,-75.69948101168981
133.6595516546443,-60.47411295356584
134.586035405595,-58.9803099343986
135.5189412351038,-53.38489013495544
136.4583136588927,-55.43058525378738
137.4041975012516,-59.67780167949478
138.3566378971782,-52.90216161539814
139.3156802945305,-55.2333351462396
140.281370456196,-54.29236362848049
141.2537544622755,-54.18632346785732
142.2328787122821,-65.99586867960328
143.2187899273545,-57.10679171116658
144.2115351524871,-56.3271789108434
145.2111617587744,-55.15145440449766
146.217717445672,-59.66517273731245
147.2312502432721,-60.05904221333466
148.2518085145956,-56.08250213819849
149.2794409578997,-56.96193518937974
150.3141966090022,-57.56331460244876
151.356124843621,-52.20047526678219
152.4052753797292,-47.35166405867493
153.4616982799296,-66.45835279498303
154.5254439538414,-57.13455816284009
155.5965631605077,-50.49594182671881
156.675107010815,-57.41647427707277
157.761126969935,-58.72178537561802
158.8546748597779,-52.90010340179496
159.9558028614671,-50.71128045693058
161.0645635178271,-54.89406716456654
162.1810097358932,-59.55303331515825
163.3051947894335,-58.9221455223185
164.4371723214932,-57.5653779291392
165.5769963469529,-52.91594964519068
166.7247212551064,-51.5094881224648
167.8804018122561,-82.6328593936251
169.0440931643265,-52.47396688471639
170.2158508394952,-58.27563688968163
171.3957307508427,-54.19769349049993
172.5837891990204,-54.90582855226513
173.7800828749376,-58.41842167774298
174.9846688624658,-55.90872778784035
176.1976046411631,-54.1109183471536
177.4189480890166,-55.93191095820213
178.6487574852052,-61.66129397521924
179.8870915128789,-56.07881762040324
181.1340092619604,-58.55306838523702
182.3895702319639,-87.03849854658408
183.6538343348347,-61.16196735659486
184.926861897808,-55.13724687064791
186.2087136662869,-62.32504593850067
187.4994508067419,-56.80409339111674
188.7991349096295,-59.13669787038692
190.1078279923302,-54.09005197708683
191.4255925021088,-62.31833905172213
192.7524913190937,-51.58217105760411
194.0885877592779,-67.95800407757241
195.4339455775396,-55.40781319681277
196.7886289706847,-60.73704253988969
198.1527025805099,-54.31063844701561
199.5262314968881,-56.12289242088504
200.909281260873,-63.66813622737802
202.3019178678274,-57.50081568521414
203.7042077705719,-62.98492633453414
205.1162178825567,-58.43222873253332
206.5380155810531,-58.95438678947966
207.9696687103698,-58.29995239024566
209.4112455850893,-56.11348997403467
210.8628149933291,-56.98006182590894
212.3244462000221,-64.810116833471
213.7962089502235,-64.53538963444164
215.2781734724374,-61.19263579645021
216.7704104819696,-63.2779735286453
218.2729911843003,-53.46587423081161
219.7859872784827,-56.22195509636821
221.3094709605639,-60.77262145357165
222.8435149270305,-57.99468668013692
224.3881923782768,-67.11901907451619
225.9435770220981,-54.87919184306682
227.5097430772071,-56.45132446220507
229.0867652767774,-66.46994579966949
230.6747188720071,-54.02986864124783
232.273679635711,-56.48658584467964
233.8837238659356,-54.86171816839636
235.5049283896011,-56.95801612174029
237.1373705661657,-61.15167289963644
238.7811282913181,-58.55463594326469
240.4362800006934,-53.72657325324671
242.102904673618,-56.94656870172884
243.7810818368755,-53.34183731314304
245.4708915685034,-62.19092751173527
247.1724145016132,-54.70470823406616
248.8857318282393,-56.19474401302217
250.6109253032116,-62.96841006838701
252.3480772480578,-75.67212239415886
254.0972705549306,-61.00547684222705
255.8585886905648,-58.2105797196642
257.6321157002578,-63.05594108476451
259.4179362118818,-57.7002184594182
261.2161354399208,-57.90648160394302
263.0267991895385,-61.03797068049136
264.8500138606703,-57.15413082662907
266.6858664521483,-63.86221724842909
268.5344445658509,-67.37746877450408
270.3958364108846,-55.70878503110339
272.2701308077915,-61.64864726486626
274.1574171927887,-53.82995372145896
276.0577856220347,-77.61421037994286
277.9713267759291,-64.69612426849201
279.8981319634366,-58.52164130766746
281.8382931264458,-56.14221807214907
283.7919028441558,-66.78732078476821
285.7590543374949,-55.45206005693966
287.7398414735673,-64.03323691478337
289.7343587701328,-57.73103801146293
291.7427014001169,-65.13544377166608
293.7649651961534,-57.93903519702167
295.801246655155,-59.33142204017851
297.8516429429194,-60.89767104553259
299.9162518987653,-55.93336443656923
301.9951720402019,-69.06653293475298
304.0885025676283,-63.16938119723943
306.1963433690682,-67.30134448475522
308.3187950249356,-72.19133041789219
310.4559588128359,-67.43344139986192
312.6079367123959,-60.44464962775903
314.774831410132,-74.98534017797371
316.9567463043493,-58.94326649769575
319.1537855100765,-67.1389791327971
321.3660538640322,-62.37309066706367
323.5936569296288,-49.70008222556145
325.836701002009,-61.92763082309307
328.0952931131191,-62.83808725117162
330.3695410368152,-56.02116200697353
332.6595532940047,-64.23428013207605
334.9654391578279,-56.416722286172
337.2873086588689,-70.29996975402
339.6252725904089,-69.19327676097227
341.979442513709,-63.97084745932179
344.3499307633388,-52.9662035179721
346.7368504525317,-63.61924819644717
349.1403154785866,-62.22475774394033
351.5604405282983,-56.22812369600207
353.997341083435,-64.79131058539298
356.4511334262443,-61.68747690974905
358.9219346450057,-67.83571848690731
361.4098626396135,-61.25713956501501
363.9150361272075,-58.76794870319109
366.4375746478333,-58.27517205573373
368.9775985701509,-58.06068046458763
371.5352290971728,-53.78299764443863
374.1105882720537,-52.76889919025088
376.7037989839089,-60.40324714319222
379.3149849736825,-55.26050092555586
381.9442708400468,-62.42373932848605
384.5917820453539,-59.1368325329709
387.2576449216173,-56.71580747436479
389.941986676544,-58.60033129749841
392.6449353996001,-56.4871414133285
395.3666200681283,-66.70809693212004
398.1071705534973,-57.5951419066194
400.8667176273034,-55.13637924711649
403.6453929676053,-53.50930265298668
406.4433291652131,-57.29453056353996
409.260659730011,-65.7972162555713
412.0975190973304,-51.36933572945927
414.9540426343632,-62.27422374866184
417.8303666466222,-57.72010849730879
420.7266283844442,-61.87384170543914
423.6429660495414,-54.9628688501797
426.5795188015931,-62.89432543568488
429.5364267648877,-61.23084755094833
432.5138310350089,-70.65551740406107
435.5118736855688,-73.34372706903223
438.530697774986,-53.06200885404904
441.5704473533129,-67.84225872438667
444.6312674691089,-59.16307799560477
447.7133041763628,-54.98926513728573
450.8167045414605,-56.61556768240657
453.9416166502037,-55.59132036257274
457.0881896148752,-60.35141572888006
460.2565735813563,-66.02081116454288
463.4469197362884,-63.23018513940117
466.6593803142892,-57.14176495807344
469.8941086052156,-61.03711937048242
473.1512589614808,-65.6815029813019
476.4309868054161,-52.70763518359784
479.7334486366897,-61.01972502375012
483.0588020397728,-70.25956466924481
486.4072056914619,-55.26285445331573
489.7788193684466,-58.84219160824085
493.1738039549364,-68.19322116300859
496.5923214503363,-53.74259023552072
500.0345349769788,-59.40537717668998
503.5006087879053,-51.50467917915596
506.990708274705,-53.32413264311037
510.5049999754065,-57.06505936398818
514.0436515824264,-58.67843180837559
517.6068319505681,-78.76671466897234
521.1947111050811,-65.25675034321003
524.8074602497728,-48.87705683669233
528.4452517751807,-56.58156465506536
532.1082592667947,-52.79248180009289
535.7966575133422,-70.87686386794314
539.5106225151279,-55.54950166718179
543.2503314924336,-54.55970070483305
547.0159628939721,-60.84724378103193
550.8076964054042,-59.62307165337766
554.625712957911,-62.1426470547214
558.4701947368312,-56.58162125469425
562.3413251903496,-60.68071803024075
566.2392890382534,-56.5101230205596
570.1642722807478,-60.71415903831187
574.116462207328,-59.0557559487914
578.0960474057187,-61.11986444255063
582.1032177708717,-57.75489050109005
586.1381645140291,-53.53491456721095
590.2010801718448,-55.68288818318586
594.2921586155733,-57.25285616693075
598.4115950603199,-64.95041897954567
602.5595860743581,-60.34200458904781
606.7363295885059,-59.06698378976883
610.9420249055727,-49.46393333742216
615.1768727098683,-50.00356682318618
619.4410750767818,-55.56695093173958
623.7348354824198,-55.67618280134353
628.0583588133186,-53.31773210957139
632.4118513762197,-56.50722268093563
636.7955209079162,-54.68026873317173
641.2095765851623,-54.37916520171127
645.6542290346563,-56.15969485532023
650.1296903430909,-65.13288152304311
654.6361740672754,-58.81336253199109
659.1738952443219,-56.27057239077638
663.7430704019097,-56.00685974805498
668.3439175686149,-58.20530605012047
672.9766562843182,-58.87176005514794
677.6415076106757,-53.03476365017698
682.3386941416704,-60.83597163023957
687.0684400142325,-51.80287935736181
691.8309709189369,-57.66068842589718
696.6265141107694,-54.09433183316816
701.4552984199721,-60.09473542258698
706.3175542629623,-59.61821271069361
711.2135136533295,-55.59060868469976
716.143410212902,-59.8428663887594
721.1074791829004,-50.43839553656198
726.1059574351551,-61.5110263078704
731.1390834834181,-55.52579412471907
736.2070974947361,-68.32826674470412
741.3102413009185,-48.81485315051575
746.4487584100668,-55.52141189330229
751.622894018206,-63.47561962357109
756.8328950209743,-54.25427447801017
762.079010025413,-52.71941393853109
767.3614893618194,-53.64214483510605
772.6805850957029,-59.37328020889947
778.0365510398041,-57.65719398213779
783.4296427662129,-48.04328208019611
788.8601176185549,-49.46596276908177
794.3282347242821,-47.33289574146417
799.8342550070284,-59.24634765143892
805.3784411990678,-47.77967293327716
810.9610578538413,-52.4753172465352
816.582371358593,-52.9880136208579
822.2426499470713,-48.66799711802862
827.9421637123353,-53.66531278162277
833.6811846196349,-46.60297796928261
839.4599865193982,-47.92862694782248
845.2788451602901,-46.11569215631054
851.1380382023776,-47.97660500463004
857.0378452303702,-49.13668698623076
862.978547766971,-59.23074586546635
868.9604292863019,-43.13571614639156
874.9837752274373,-44.28065590976939
881.0488730080148,-49.23338572907232
887.1560120379617,-45.63544612841027
893.3054837332954,-49.17414098324545
899.4975815300364,-49.31967124380727
905.7326008982008,-48.19039541902895
912.0108393559105,-46.47616090982645
918.3325964835811,-43.66135357172563
924.6981739382239,-43.77810226300368
931.107875467831,-50.56514343859128
937.5620069258812,-44.30423743420234
944.0608762859235,-47.11602911146989
950.6047936562829,-45.20912549875018
957.1940712948451,-46.01127699060423
963.8290236239715,-44.13276257793902
970.5099672454899,-39.19482307252029
977.2372209558122,-49.04532915174685
984.0111057611344,-45.27543083958839
990.8319448927685,-42.24173616341211
997.7000638225536,-42.39958232909097
1004.615790278396,-48.67989990089983
1011.579454259899,-44.85578772506386
1018.591388054118,-39.93137828411114
1025.651926251408,-42.13494602909709
1032.761405761398,-43.24478567081023
1039.92016582906,-40.70712078879441
1047.128548050901,-34.60565755107297
1054.386896391259,-37.98049130356786
1061.695557198726,-39.34921751133258
1069.054879222658,-37.83921018617748
1076.465213629835,-35.19804505449998
1083.926914021204,-36.31988747713159
1091.440336448757,-37.66221164665612
1099.005839432521,-35.30721598684561
1106.623783977667,-35.71568576085783
1114.29453359173,-35.97586418230819
1122.018454301964,-38.37546096497314
1129.795914672798,-34.21288189980968
1137.627285823432,-34.17170389931515
1145.512941445536,-35.29359403332818
1153.453257821093,-35.00727026319145
1161.448613840343,-33.63652675577163
1169.499391019872,-31.77506082431716
1177.605973520808,-33.61315985451909
1185.768748167161,-32.92985119677738
1193.988104464274,-36.24308005864912
1202.264434617414,-30.33673094295116
1210.598133550483,-32.9678724544013
1218.989598924867,-32.48931607443978
1227.439231158408,-31.70194860989842
1235.947433444511,-30.87869728791937
1244.514611771386,-28.01383198008959
1253.141174941417,-30.01273930310209
1261.827534590671,-31.69322528301639
1270.574105208543,-29.16943565746732
1279.381304157525,-27.99141768358578
1288.249551693135,-25.89700931524181
1297.179270983956,-26.41145185086959
1306.170888131843,-25.60381114556748
1315.224832192239,-26.29872332072256
1324.341535194666,-25.99530561534699
1333.521432163325,-25.97060515091781
1342.764961137865,-27.45347672471874
1352.072563194278,-25.47930102862265
1361.444682465951,-24.83646713351727
1370.881766164854,-25.10047577540868
1380.384264602886,-24.4366480036558
1389.952631213354,-23.11898094081084
1399.587322572619,-24.38577039518064
1409.288798421876,-23.30376227545548
1419.057521689093,-21.82259644618576
1428.893958511104,-20.91666258783587
1438.798578255847,-21.50114270391808
1448.771853544762,-21.2917382371679
1458.81426027535,-20.28321375063653
1468.926277643868,-20.31623796947684
1479.108388168209,-19.31841432933376
1489.361077710916,-20.09931958717547
1499.684835502375,-18.37010046570808
1510.080154164149,-18.44909046961949
1520.547529732497,-16.90009901901419
1531.087461682031,-17.16442717288447
1541.700452949561,-16.97508442167054
1552.387009958083,-15.69695606696428
1563.147642640956,-16.22247303989086
1573.982864466221,-16.74980680308651
1584.893192461115,-14.8767218864991
1595.879147236734,-14.40169207082238
1606.941253012879,-14.34865122011144
1618.080037643067,-13.4545335176566
1629.296032639724,-12.13171879148683
1640.58977319954,-11.77609188442672
1651.961798229017,-10.62063096352138
1663.412650370171,-11.27542953968485
1674.942876026437,-10.77262451799511
1686.553025388743,-9.207176937672676
1698.243652461744,-8.839062297838433
1710.015315090289,-8.929035710031307
1721.868574986007,-8.261148200360598
1733.803997754139,-8.209882416540799
1745.822152920504,-8.717333682084366
1757.923613958694,-7.519270805716754
1770.108958317421,-6.670146865382284
1782.378767448091,-5.93487643789012
1794.733626832527,-5.834849291924423
1807.174126010928,-4.748903866596769
1819.700858609984,-4.258103261846902
1832.314422371213,-3.932583898935693
1845.015419179474,-3.392905656931879
1857.8044550917,-3.737252333835799
1870.6821403658,-2.649474144989503
1883.649089489802,-1.566855328795659
1896.705921211146,-1.26865354242192
1909.85325856624,-1.220353579431421
1923.091728910159,-0.4811335926994561
1936.421963946609,-0.4149077777734247
1949.844599758045,0.0827479898278177
1963.360276836048,0.3158203725000954
1976.969640111861,1.318934286532061
1990.673338987188,0.6848303869340218
2004.472027365161,1.415925206716691
2018.366363681563,1.594223643238419
2032.357010936222,1.622741768976505
2046.444636724676,1.509998853064628
2060.629913270001,1.575692462098329
2074.913517454911,1.727216225127308
2089.29613085404,2.046188595706498
2103.778439766477,2.327340794988182
2118.361135248502,1.976921159049404
2133.044913146578,2.051308286124553
2147.830474130534,2.657978221342352
2162.718523727022,1.691747268507171
2177.709772353159,2.646030867368776
2192.804935350451,2.495630369495593
2208.0047330189,2.68417540862167
2223.309890651406,2.132658411146957
2238.72113856834,2.2515402900292
2254.239212152432,2.716365053416599
2269.864851883822,2.391138804410147
2285.598803375432,2.177124450680125
2301.441817408509,2.327149049298339
2317.394649968481,2.218000648747196
2333.458062281004,2.428881744020831
2349.63282084831,2.025985301437188
2365.919697485759,2.141798713769243
2382.319469358692,2.431985861152517
2398.832919019491,2.589261627889944
2415.460834444943,2.170378917260719
2432.204009073816,2.240076819926507
2449.063241844748,2.415218211485134
2466.03933723434,2.314144021404231
2483.133105295573,2.363877249173746
2500.345361696432,2.499588672074892
2517.676927758858,2.545629460699472
2535.128630497908,2.254728281990096
2552.701302661249,2.365459295809819
2570.395782768865,2.248217972264513
2588.212915153093,2.456683000216422
2606.153549998896,2.533980023944218
2624.218543384443,2.403018754856658
2642.408757321948,2.589001253056065
2660.725059798811,2.653752651640869
2679.168324819033,2.41520068856438
2697.739432444922,2.542779700031159
2716.439268839084,2.520912405250543
2735.268726306714,2.659534668864902
2754.228703338168,2.476856068144163
2773.320104651842,2.519819728554462
2792.543841237339,2.307119410591904
2811.900830398943,2.55070035291788
2831.39199579938,2.359404219257934
2851.018267503911,2.668607623147283
2870.780582024692,2.668617891218528
2890.679882365478,2.485638152556364
2910.717118066607,2.51340141526446
2930.893245250323,2.358888204385521
2951.209226666387,2.229131315831132
2971.666031738028,2.564902602214176
2992.26463660819,2.318444343610569
3013.006024186123,2.273309601833399
3033.891184194272,2.468207386464957
3054.921113215516,2.513206169222566
3076.09681474071,2.467453500430132
3097.419299216583,2.282635912577026
3118.889584093939,2.613213361101355
3140.50869387622,2.361992281838884
3162.277660168381,2.499786201981833
3184.197521726125,2.349396315844051
3206.269324505467,2.505238857556579
3228.494121712636,2.511004328115931
3250.872973854346,2.477527270439223
3273.406948788383,2.428814641580114
3296.097121774579,2.331956532171632
3318.944575526104,2.4026108256489
3341.950400261144,2.383544609535573
3365.115693754908,2.156172843670369
3388.441561392028,2.42015624462254
3411.929116219287,2.393704525401536
3435.579478998748,2.408019548432321
3459.39377826122,2.084916955449136
3483.37315036012,2.305337711746237
3507.518739525681,2.29084952767198
3531.831697919572,2.434187473702312
3556.313185689854,2.283357521554441
3580.964371026362,2.272749414074184
3605.786430216425,2.204072039906108
3630.780547701016,2.194275174593875
3655.94791613125,2.238250127666389
3681.289736425317,2.156620202369426
3706.807217825762,2.310130340302521
3732.501577957208,2.166177502939785
3758.374042884443,2.178213969133182
3784.425847170936,2.319032254013945
3810.658233937732,2.286419089171576
3837.07245492279,2.29100611765264
3863.669770540693,2.267772937631459
3890.451449942809,2.354740266551053
3917.418771077832,2.216181790120207
3944.573020752787,2.139802310916652
3971.915494694405,2.241413998846285
3999.447497610978,2.295354517007145
4027.170343254593,2.381445766621769
4055.085354483841,2.262887920951591
4083.193863326923,2.328386398831276
4111.497211045225,2.275521729084793
4139.996748197306,2.254062695212971
4168.693834703357,2.207290158591745
4197.589839910078,2.251861190544506
4226.686142656034,2.306438409400439
4255.984131337433,2.259249475960194
4285.485203974398,2.198465593823146
4315.190768277655,2.32039783326366
4345.102241715719,2.280138886876913
4375.221051582523,2.314758466834832
4405.548635065536,2.33186055478907
4436.086439314327,2.214167585686703
4466.835921509635,2.404971812713173
4497.798548932882,2.288423325249865
4528.975799036211,2.29564916260773
4560.369159512964,2.297640620214997
4591.980128368689,2.157755158751621
4623.810213992606,2.319167058673532
4655.860935229593,2.317767579332542
4688.133821452655,2.31589056347919
4720.630412635909,2.342468386703763
4753.352259428056,2.277819480485228
4786.300923226388,2.332337345431388
4819.477976251276,2.317967460843447
4852.885001621215,2.288975142697508
4886.523593428336,2.349935380914884
4920.395356814509,2.234411451870851
4954.501908047903,2.286886255889355
4988.844874600121,2.246890227798169
5023.425895223872,2.259731330690478
5058.24662003114,2.238522205098078
5093.308710571954,2.37527664271452
