#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35F97
#Date Time: 2019-11-16 15:22:01.522
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 1001
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43833 V
#Offset: -5.25147e-05 V
#Relative: no
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB)
100.0000000000001,-72.78686118101189
100.6931668851805,-72.93291820085825
101.391138573668,-78.32603655858927
102.0939483707681,-75.86780778584414
102.8016298126474,-96.73330496747366
103.5142166679345,-79.80287156552468
104.2317429393305,-75.17199739810349
104.9542428652323,-84.48192593792274
105.681750921366,-72.61308010424601
106.4143018224318,-76.17427304023066
107.1519305237607,-83.62660593800051
107.894672222983,-72.55571137681271
108.6425623617067,-74.010982138212
109.3956366272095,-75.93388975619571
110.1539309541416,-72.37260847932544
110.9174815262402,-75.28258343146616
111.6863247780562,-76.48033397593858
112.4604973966928,-74.56965349247837
113.2400363235558,-85.38252080971219
114.024978756117,-86.54800458644348
114.8153621496884,-73.73718177666082
115.6112242192101,-77.76181046677078
116.4126029410492,-84.65798824968365
117.2195365548131,-78.78163347707165
118.0320635651731,-72.39835201356092
118.850222743702,-88.27395669651099
119.6740531307244,-75.86386221060279
120.5035940371799,-84.30152668735742
121.3388850464979,-83.77690455178352
122.1799660164873,-73.86823893484716
123.0268770812382,-80.02018070070969
123.879658653037,-82.06778214338681
124.7383514242945,-77.4432763527473
125.6029963694877,-76.26006618295494
126.4736347471152,-82.61903951025943
127.3503081016663,-79.58526991201485
128.2330582656023,-78.0158402474043
129.1219273613536,-75.69940022863827
130.0169578033291,-75.39271934184461
130.9181922999408,-82.79452205528059
131.8256738556409,-75.17747900846855
132.7394457729741,-78.58318222178821
133.6595516546443,-73.23020648034384
134.586035405595,-73.60913586485724
135.5189412351038,-72.38343409179529
136.4583136588927,-84.86235322520457
137.4041975012516,-71.03590884205262
138.3566378971782,-76.99674119315998
139.3156802945305,-71.03353356052492
140.281370456196,-71.07160020984691
141.2537544622755,-71.22743227565184
142.2328787122821,-69.45622318070289
143.2187899273545,-84.44309006682873
144.2115351524871,-69.02973693548076
145.2111617587744,-73.50003464669595
146.217717445672,-72.04257760957699
147.2312502432721,-66.70165681966037
148.2518085145956,-68.83972955057702
149.2794409578997,-76.59662527961201
150.3141966090022,-73.74708545345938
151.356124843621,-70.37301398747557
152.4052753797292,-70.04248448308714
153.4616982799296,-73.4186387400902
154.5254439538414,-75.44786786544441
155.5965631605077,-68.92040574822977
156.675107010815,-78.41841815646032
157.761126969935,-72.67040142973846
158.8546748597779,-73.23915787405204
159.9558028614671,-81.9679680664308
161.0645635178271,-70.0123887554801
162.1810097358932,-70.9469601645314
163.3051947894335,-77.2878511302184
164.4371723214932,-85.35565501115109
165.5769963469529,-68.88634473845833
166.7247212551064,-70.06037698850372
167.8804018122561,-70.43479308491557
169.0440931643265,-72.96792724639842
170.2158508394952,-68.84990291888111
171.3957307508427,-77.5652324277946
172.5837891990204,-83.66771402350281
173.7800828749376,-76.18571690920894
174.9846688624658,-69.34296278547224
176.1976046411631,-76.58615887002745
177.4189480890166,-78.54345407513725
178.6487574852052,-70.52614365030587
179.8870915128789,-71.99364466362897
181.1340092619604,-76.39636862595533
182.3895702319639,-79.87453423648002
183.6538343348347,-76.33867517766686
184.926861897808,-74.84002455360135
186.2087136662869,-73.30783949355759
187.4994508067419,-74.51411572574152
188.7991349096295,-77.14609746909558
190.1078279923302,-77.75540174854731
191.4255925021088,-75.39712571893612
192.7524913190937,-74.62719268194903
194.0885877592779,-76.69542535039648
195.4339455775396,-80.81739018298597
196.7886289706847,-78.34150096963924
198.1527025805099,-75.77628396941049
199.5262314968881,-70.45990303722297
200.909281260873,-83.18503188554331
202.3019178678274,-77.98031612181241
203.7042077705719,-73.95012709124393
205.1162178825567,-77.36462612715015
206.5380155810531,-73.23155219475058
207.9696687103698,-67.13549466721969
209.4112455850893,-79.5263194200477
210.8628149933291,-73.67904156221388
212.3244462000221,-75.00643237849479
213.7962089502235,-73.53301154948804
215.2781734724374,-82.95611501116977
216.7704104819696,-80.17600274279968
218.2729911843003,-61.47408842516276
219.7859872784827,-73.39285007448062
221.3094709605639,-73.0562099609671
222.8435149270305,-76.19596403080256
224.3881923782768,-93.00812329951357
225.9435770220981,-68.83981495414226
227.5097430772071,-83.61920286680443
229.0867652767774,-86.19983296144939
230.6747188720071,-74.91672726611958
232.273679635711,-70.52249569490765
233.8837238659356,-80.38122114137893
235.5049283896011,-68.01976740811925
237.1373705661657,-91.30651103230113
238.7811282913181,-75.635089279526
240.4362800006934,-70.87547634206805
242.102904673618,-71.98740119508514
243.7810818368755,-69.33819110758934
245.4708915685034,-75.05018336395221
247.1724145016132,-78.06552431836099
248.8857318282393,-73.85659159111269
250.6109253032116,-76.14420220942833
252.3480772480578,-75.70326758108961
254.0972705549306,-75.09099742427159
255.8585886905648,-72.58769432830881
257.6321157002578,-78.43387587214592
259.4179362118818,-75.62040052343909
261.2161354399208,-76.30382012947881
263.0267991895385,-70.79713196241708
264.8500138606703,-71.7325699900473
266.6858664521483,-72.69189819919835
268.5344445658509,-77.19455635334623
270.3958364108846,-82.96672958372034
272.2701308077915,-77.32203493099703
274.1574171927887,-73.97346965525108
276.0577856220347,-78.49450244663879
277.9713267759291,-74.97953360617559
279.8981319634366,-71.54692357363852
281.8382931264458,-74.09553996679043
283.7919028441558,-76.970375031694
285.7590543374949,-73.19750161843993
287.7398414735673,-90.0065312419712
289.7343587701328,-83.92164000816173
291.7427014001169,-80.78659970011751
293.7649651961534,-75.76005649892861
295.801246655155,-73.45271259641827
297.8516429429194,-74.2578590828502
299.9162518987653,-72.63790622818698
301.9951720402019,-77.53044499681317
304.0885025676283,-74.87259276928533
306.1963433690682,-98.78511246996437
308.3187950249356,-77.45510007794817
310.4559588128359,-73.02604130414122
312.6079367123959,-74.04312816397352
314.774831410132,-77.14859589970669
316.9567463043493,-75.54718314263522
319.1537855100765,-74.8577971004445
321.3660538640322,-76.05661343661268
323.5936569296288,-75.35747522228318
325.836701002009,-87.91793279165597
328.0952931131191,-76.71288468695478
330.3695410368152,-73.01980842333181
332.6595532940047,-70.04152430044728
334.9654391578279,-73.56269155040192
337.2873086588689,-83.17237376722792
339.6252725904089,-75.96676095147558
341.979442513709,-73.9649241105852
344.3499307633388,-76.05188958188434
346.7368504525317,-80.82547819806263
349.1403154785866,-82.39801574095992
351.5604405282983,-70.94844158551209
353.997341083435,-83.00341961283964
