#Digilent WaveForms Network Analyzer - Bode
#Device Name: Discovery2
#Serial Number: SN:210321A35F97
#Date Time: 2019-11-16 15:24:32.720
#Start: 100 Hz
#Stop: 100000 Hz
#Steps: 1001
#Wavegen: Wavegen1
#Amplification: 1 X
#Settle: 10 ms
#MinPeriods: 16 
#Channel: Channel 1
#Range: 5.43833 V
#Offset: -5.25147e-05 V
#Relative: no
#Power Supplies: ON
#Positive Supply: ON
#Voltage: 5 V
#Negative Supply: ON
#Voltage: -5 V

Frequency (Hz),Channel 1 Magnitude (dB)
100.0000000000001,-53.39367191250698
100.6931668851805,-56.7300284647148
101.391138573668,-55.35267442823106
102.0939483707681,-58.81898113243813
102.8016298126474,-67.71219808230515
103.5142166679345,-50.74307921607232
104.2317429393305,-65.70519849517132
104.9542428652323,-60.68765184158437
105.681750921366,-56.63723455164893
106.4143018224318,-64.02981894931604
107.1519305237607,-64.89386905911182
107.894672222983,-60.83494475166965
108.6425623617067,-67.21612444076081
109.3956366272095,-58.38603518872232
110.1539309541416,-60.78084026678013
110.9174815262402,-53.02369756753479
111.6863247780562,-55.9151700767168
112.4604973966928,-64.57812167602813
113.2400363235558,-55.9210750580466
114.024978756117,-54.08620763994619
114.8153621496884,-64.60828434530501
115.6112242192101,-57.2154000889286
116.4126029410492,-69.83475236502696
117.2195365548131,-60.31879494694738
118.0320635651731,-56.88216973752552
118.850222743702,-58.18341736631825
119.6740531307244,-57.47210327039812
120.5035940371799,-56.40856569131341
121.3388850464979,-64.65870564062838
122.1799660164873,-57.08166063609806
123.0268770812382,-63.33626183790601
123.879658653037,-52.46353547270422
124.7383514242945,-63.08966112481974
125.6029963694877,-54.77301896438598
126.4736347471152,-53.47130135414843
127.3503081016663,-54.32579513267192
128.2330582656023,-52.05221244667538
129.1219273613536,-62.89671943240808
130.0169578033291,-59.12425162356811
130.9181922999408,-64.16883972692106
131.8256738556409,-50.69167569059652
132.7394457729741,-53.66359469981801
133.6595516546443,-57.49994998851378
134.586035405595,-56.37261686160662
135.5189412351038,-54.93414247911227
136.4583136588927,-50.4699825822578
137.4041975012516,-58.56038824770606
138.3566378971782,-54.17424681085454
139.3156802945305,-50.30717985570103
140.281370456196,-61.68459254399625
141.2537544622755,-48.71113498117295
142.2328787122821,-57.61189022977342
143.2187899273545,-50.37334297556698
144.2115351524871,-51.67465009922039
145.2111617587744,-53.68543073649111
146.217717445672,-49.93505630834031
147.2312502432721,-57.71821971633677
148.2518085145956,-61.95880364016291
149.2794409578997,-49.02954032923085
150.3141966090022,-48.14018149775812
151.356124843621,-50.97586999413765
152.4052753797292,-62.84771684273164
153.4616982799296,-53.241733441013
154.5254439538414,-53.87622929422362
155.5965631605077,-56.02203763350548
156.675107010815,-49.4939134710888
157.761126969935,-54.0622719184094
158.8546748597779,-54.35356880835002
159.9558028614671,-54.37877811938668
161.0645635178271,-51.39008938708379
162.1810097358932,-59.00265633953977
163.3051947894335,-53.44289673749686
164.4371723214932,-56.78203100555361
165.5769963469529,-56.98136337278278
166.7247212551064,-52.6733476947683
167.8804018122561,-54.05874684189194
169.0440931643265,-51.96532949865282
170.2158508394952,-48.94075073549296
171.3957307508427,-70.16558962457464
172.5837891990204,-52.08726264814768
173.7800828749376,-60.39463837436551
174.9846688624658,-55.99764960102229
176.1976046411631,-59.41162251736526
177.4189480890166,-54.55782362822799
178.6487574852052,-52.04656824591515
179.8870915128789,-57.96435848772216
181.1340092619604,-54.42495090805767
182.3895702319639,-61.98273518678371
183.6538343348347,-58.16513857630098
184.926861897808,-51.6629791058363
186.2087136662869,-57.26485553513925
187.4994508067419,-57.27482589687924
188.7991349096295,-58.68807853228688
190.1078279923302,-58.96361511611713
191.4255925021088,-54.9995645457087
192.7524913190937,-65.98422992234916
194.0885877592779,-53.34679583250856
195.4339455775396,-58.14316030201659
196.7886289706847,-54.34731732193023
198.1527025805099,-64.69716454859865
199.5262314968881,-69.21926122554152
200.909281260873,-53.05741371193341
202.3019178678274,-60.74183911213521
203.7042077705719,-57.89860432677301
205.1162178825567,-53.37615617206473
206.5380155810531,-54.17163113802043
207.9696687103698,-49.70057991671136
209.4112455850893,-61.22343194202781
210.8628149933291,-55.60621113443997
212.3244462000221,-55.94696233677443
213.7962089502235,-49.15965156645576
215.2781734724374,-60.68838523698335
216.7704104819696,-60.70450674145099
218.2729911843003,-62.36210911103727
219.7859872784827,-54.93618878357894
221.3094709605639,-63.43943750141533
222.8435149270305,-56.09613858118684
224.3881923782768,-56.89533339945229
225.9435770220981,-55.73171328611033
227.5097430772071,-61.97502740181707
229.0867652767774,-57.74048985164718
230.6747188720071,-53.04899197049063
232.273679635711,-59.23728069213698
233.8837238659356,-55.96056987854787
235.5049283896011,-59.94386897895916
237.1373705661657,-55.66681668900608
238.7811282913181,-54.43081658141687
240.4362800006934,-51.84874914526728
242.102904673618,-58.22549205262089
243.7810818368755,-57.18950758963452
245.4708915685034,-52.00959146563186
247.1724145016132,-61.3058395355689
248.8857318282393,-58.38171383336105
250.6109253032116,-49.15386216252464
252.3480772480578,-58.5241529399045
254.0972705549306,-50.12767999135926
255.8585886905648,-68.79891987199883
257.6321157002578,-61.21053508391313
259.4179362118818,-56.95013033148584
261.2161354399208,-53.81426441377222
263.0267991895385,-60.77956919513007
264.8500138606703,-51.42475286966464
266.6858664521483,-52.82363289039733
268.5344445658509,-52.95186017211148
270.3958364108846,-51.24669114058278
272.2701308077915,-60.49463757719418
274.1574171927887,-58.51485187754655
276.0577856220347,-56.4294214610183
277.9713267759291,-54.78986846003263
279.8981319634366,-50.90021601465225
281.8382931264458,-52.29678508566951
283.7919028441558,-50.53748354642269
285.7590543374949,-58.62053702905465
287.7398414735673,-60.09797524882945
289.7343587701328,-55.53669470636707
291.7427014001169,-51.96792670954798
293.7649651961534,-54.25976964654217
295.801246655155,-50.04968892027779
297.8516429429194,-52.55397494288101
299.9162518987653,-49.29900778593755
301.9951720402019,-63.63595721299276
304.0885025676283,-51.99931342982516
306.1963433690682,-60.77971868782926
308.3187950249356,-51.78666611522879
310.4559588128359,-71.28693407423302
312.6079367123959,-49.65676802896372
314.774831410132,-62.33873761544137
316.9567463043493,-51.07385049338625
319.1537855100765,-52.81927203324088
321.3660538640322,-52.25826833818302
323.5936569296288,-51.10512194291201
325.836701002009,-67.44149929643761
328.0952931131191,-57.64150923149204
330.3695410368152,-58.44899328625021
332.6595532940047,-64.13056068046208
334.9654391578279,-55.43867277384972
337.2873086588689,-50.88553512012155
339.6252725904089,-50.02261695858004
341.979442513709,-71.50111834710465
344.3499307633388,-56.17541464742054
346.7368504525317,-53.80865402541773
349.1403154785866,-55.37731934599556
351.5604405282983,-67.72833743914558
353.997341083435,-54.10176434282663
356.4511334262443,-59.32827014458621
358.9219346450057,-60.42961651509109
361.4098626396135,-50.069410115516
363.9150361272075,-64.7155623012542
366.4375746478333,-58.59130642607078
368.9775985701509,-54.24990423742823
371.5352290971728,-58.2744726961583
374.1105882720537,-50.70244926569308
376.7037989839089,-51.08598854944113
379.3149849736825,-63.45824697607259
381.9442708400468,-65.61889981902064
384.5917820453539,-55.36830541520196
387.2576449216173,-57.15465824720386
389.941986676544,-46.45598060743286
392.6449353996001,-56.89526226479414
395.3666200681283,-62.47631948596833
398.1071705534973,-49.04797328692651
400.8667176273034,-54.47614672659738
403.6453929676053,-60.04637443316736
406.4433291652131,-57.84448283177753
409.260659730011,-48.8541771303634
412.0975190973304,-56.54457738633315
414.9540426343632,-59.12810983055417
417.8303666466222,-54.96017506943593
420.7266283844442,-57.67873605643984
423.6429660495414,-56.25958195092507
426.5795188015931,-56.46776301907899
429.5364267648877,-55.89001326409808
432.5138310350089,-64.20491744815965
435.5118736855688,-56.13074198811815
438.530697774986,-58.31826958567262
441.5704473533129,-49.46328696227188
444.6312674691089,-50.46663182254242
447.7133041763628,-51.32973189270727
450.8167045414605,-55.72497209017197
453.9416166502037,-60.3303449312515
457.0881896148752,-53.67429777325512
460.2565735813563,-51.94232131719181
463.4469197362884,-50.95318487733192
466.6593803142892,-49.72352544428166
469.8941086052156,-54.22867823445599
473.1512589614808,-60.29593230505765
476.4309868054161,-49.46484071304884
479.7334486366897,-56.73112379471326
483.0588020397728,-57.3626478921183
486.4072056914619,-52.02420902362878
489.7788193684466,-50.7734293604248
493.1738039549364,-49.1431733014883
496.5923214503363,-47.06574948085087
500.0345349769788,-50.91817289844145
503.5006087879053,-52.88698673281841
506.990708274705,-54.68337030186959
510.5049999754065,-64.66467215258055
514.0436515824264,-51.96892275672325
517.6068319505681,-55.27604452933094
521.1947111050811,-55.52376583521971
524.8074602497728,-55.33573708508281
528.4452517751807,-53.20637116720305
532.1082592667947,-56.11341978784573
535.7966575133422,-48.12888701638158
539.5106225151279,-59.42709939767406
543.2503314924336,-55.94255797287612
547.0159628939721,-59.23333305513835
550.8076964054042,-53.07621915362734
554.625712957911,-51.46523814036228
558.4701947368312,-51.85854265280601
562.3413251903496,-50.79318451153645
566.2392890382534,-48.8459836388479
570.1642722807478,-53.39227407684913
574.116462207328,-53.6818656788795
578.0960474057187,-45.58066324414239
582.1032177708717,-54.76159386260552
586.1381645140291,-50.26051953101516
590.2010801718448,-57.11839938222347
594.2921586155733,-58.40291697891112
598.4115950603199,-57.67417381763116
602.5595860743581,-56.79513046203908
606.7363295885059,-49.00857249237436
610.9420249055727,-65.35299632956223
615.1768727098683,-50.10177452275404
619.4410750767818,-68.89622906458268
623.7348354824198,-51.45329285122231
628.0583588133186,-48.89538154189137
632.4118513762197,-47.45781439572882
636.7955209079162,-49.32668325011661
641.2095765851623,-53.10108990028422
645.6542290346563,-50.69112692563985
650.1296903430909,-51.55088796864554
654.6361740672754,-45.87354708255305
659.1738952443219,-46.22339293523635
663.7430704019097,-42.17546739329532
668.3439175686149,-52.65159808314984
672.9766562843182,-50.0605077151542
677.6415076106757,-49.78164666957291
682.3386941416704,-52.22893209512304
687.0684400142325,-60.65332546926161
691.8309709189369,-51.68331512240535
696.6265141107694,-48.51973985430422
701.4552984199721,-48.33475505841639
706.3175542629623,-49.79913899207222
711.2135136533295,-49.97588518509587
716.143410212902,-50.87032045956551
721.1074791829004,-66.2226776338825
726.1059574351551,-53.97516589056618
731.1390834834181,-51.29848805314485
736.2070974947361,-52.43471391267983
741.3102413009185,-54.32119525239042
746.4487584100668,-55.03621517166088
751.622894018206,-57.49564481447932
756.8328950209743,-50.67836634026723
